target,feature,corr,pval,n,missingness_pct,n_positive,n_negative,pval_adj,reject,practically_significant
ExtrAdv(BNS),num_OB,0.1076101033132295,0.0018461384931235828,835,0.0,31,804,0.28245918944790815,False,False
ExtrAdv(BNS),num_EB,0.021282118908493554,0.5391332535361468,835,0.0,31,804,1.0,False,False
ExtrAdv(BL),summary_chars,-0.05109350711445894,0.140167231508758,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),description_chars,-0.0422404858668658,0.22272568468925535,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),n_tokens,-0.035657487987669795,0.3034065659702386,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),n_words,-0.03685673008077225,0.28742312587959423,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),n_sentences,-0.016781131808140178,0.6282287418749567,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),flesch_reading_ease,-0.03484173919460663,0.3213886130620018,812,0.02754491017964067,32,780,1.0,False,False
ExtrAdv(BL),smog_index,-0.00790647804207495,0.8220132040254194,812,0.02754491017964067,32,780,1.0,False,False
ExtrAdv(BL),gunning_fog,0.0012529624006004797,0.9715622809413746,812,0.02754491017964067,32,780,1.0,False,False
ExtrAdv(BL),coleman_liau_index,0.030858318348639602,0.3798453631867009,812,0.02754491017964067,32,780,1.0,False,False
ExtrAdv(BL),automated_readability_index,0.014825603040700077,0.6731439722888582,812,0.02754491017964067,32,780,1.0,False,False
ExtrAdv(BL),has_stacktrace,0.011734805372917049,0.734913402267142,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),has_code,0.029371352510766124,0.3966402628284716,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),has_patch,-0.03649164306134214,0.29222777665693483,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),has_enumeration,0.007777374159224968,0.8224425053132234,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_causal_markers,-0.039996735485643566,0.24829895111911338,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_temporal_markers,0.04250791857738816,0.21980794837721557,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),causal_density,-0.026948011835961433,0.43676102547587364,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),temporal_density,0.03655523369901553,0.2913870550477562,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_os_mentions,-0.038591872278643684,0.2653181014064352,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_browser_mentions,-0.03140957533617858,0.3646783479903446,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_env_mentions,-0.02300094087755234,0.5068594439083255,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_versions,-0.02874339903658582,0.406817609149488,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),has_os_info,-0.03694142350478912,0.2863161831255777,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),has_version_info,-0.03511355807066815,0.31084680293577593,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_exception_types,0.04713900512751436,0.1735573109177258,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),stacktrace_depth,-0.01257387789540445,0.7167472464948519,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_caused_by,0.03756913302948321,0.27820167597839157,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_modal_verbs,-0.03764375584746973,0.27724751046970403,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_negative_modals,-0.034807154094418646,0.31509047447712024,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),modal_density,-0.03705025788611871,0.28489794370691524,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),redundancy,0.0372711221409529,0.2820344252350561,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),ambiguity,-0.03277338345178692,0.3442163736116667,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),actionability,0.014809695117115301,0.669139907075179,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),clarity,0.02779866757701261,0.42241866601870454,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),specificity,0.011838831031595554,0.7326529197801007,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),expected_observed_alignment,0.03146450243296959,0.3638398638585525,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),technical_depth,0.028700537377392206,0.4075178989414762,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),hidden_s2r_present,-0.01382060302979845,0.6900508989572913,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),causal_reasoning_quality,0.035146667119731856,0.3103905093440047,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),contradiction_present,-0.0069124848297113795,0.8419116499865932,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),repair_difficulty,0.02267474968077754,0.5129053658421849,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),description_length,-0.03637909418423881,0.29371975055598737,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),confidence,0.0236407261733492,0.4951105500241847,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),fine_grained_description_length,-0.03585225693035862,0.3075452919955301,812,0.02754491017964067,31,781,1.0,False,False
ExtrAdv(BL),fine_grained_confidence,0.024527107237694704,0.4852126598813745,812,0.02754491017964067,31,781,1.0,False,False
ExtrAdv(BL),has_OB,-0.01996838932422516,0.5644753015616258,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),has_EB,-0.009442155882515645,0.7852826898023503,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),missing_OB,0.019968389324225153,0.5644753015616258,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),missing_EB,0.009442155882515645,0.7852826898023503,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_OB,-0.0063189872685393625,0.8553284202046463,835,0.0,32,803,1.0,False,False
ExtrAdv(BL),num_EB,-0.013466519088213561,0.6975956283680375,835,0.0,32,803,1.0,False,False
ExtrAdv(LOC),summary_chars,-0.020387207455847194,0.5563344057376719,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),description_chars,0.028686272898821447,0.40775111631461786,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),n_tokens,0.014526348411151316,0.6751050573070692,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),n_words,-0.009920601172468726,0.7746890016724527,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),n_sentences,0.048303008032818895,0.16316530088951134,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),flesch_reading_ease,-0.05157584368547651,0.14199597181847085,812,0.02754491017964067,29,783,1.0,False,False
ExtrAdv(LOC),smog_index,-0.0057461783967735665,0.8701326565752353,812,0.02754491017964067,29,783,1.0,False,False
ExtrAdv(LOC),gunning_fog,-0.010631904562466599,0.7622675180614921,812,0.02754491017964067,29,783,1.0,False,False
ExtrAdv(LOC),coleman_liau_index,0.04314819153097091,0.21936734621176285,812,0.02754491017964067,29,783,1.0,False,False
ExtrAdv(LOC),automated_readability_index,0.03735665205138419,0.2876767577531608,812,0.02754491017964067,29,783,1.0,False,False
ExtrAdv(LOC),has_stacktrace,0.01770252310666912,0.6094824819076792,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),has_code,-0.015441572868701224,0.6559125942198357,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),has_patch,0.0023027630984663143,0.947026018090756,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),has_enumeration,-0.030466946010431373,0.37925527275234355,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_causal_markers,-0.033000232889992744,0.3408851740599222,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_temporal_markers,0.002692744339065304,0.9380713833252394,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),causal_density,-0.03643479366402125,0.2929807490834278,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),temporal_density,-0.004285854278632199,0.9015839623097779,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_os_mentions,-0.016385825274763337,0.6363464209691522,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_browser_mentions,0.05624144654527168,0.10437059332623923,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_env_mentions,-0.019814526705837956,0.567480357473799,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_versions,0.0035223544449454955,0.9190495047258368,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),has_os_info,-0.03137220919022787,0.3652494454213093,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),has_version_info,-0.011923028888045802,0.7308249889164135,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_exception_types,0.059729823012719174,0.08454017325460517,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),stacktrace_depth,0.09834613780729556,0.0044483002326452074,835,0.0,29,806,0.6761416353620715,False,False
ExtrAdv(LOC),num_caused_by,0.018225269191481513,0.5989585189114028,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_modal_verbs,-0.041122057181382426,0.23522759637260246,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_negative_modals,-0.01980446975542947,0.567677043441673,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),modal_density,-0.04200109427088826,0.225360868990516,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),redundancy,-0.0027190791061364847,0.9374669610723583,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),ambiguity,-0.0016240683668798956,0.9626252840043101,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),actionability,-0.014374296143557475,0.6783145836404791,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),clarity,0.0011441585537393419,0.9736646134598841,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),specificity,-0.008343196917296456,0.809763527949972,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),expected_observed_alignment,0.0001859788135067722,0.9957185230134318,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),technical_depth,-0.007497133765579391,0.8287395436684996,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),hidden_s2r_present,-0.024590497881912775,0.47794051129150716,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),causal_reasoning_quality,-0.005958383606856989,0.8635010226953352,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),contradiction_present,-0.006568231522090815,0.8496886157964885,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),repair_difficulty,0.003516882909383238,0.9191748205972389,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),description_length,0.045556977914023224,0.18846220878171835,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),confidence,-0.0016346237681851387,0.9623825515106653,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),fine_grained_description_length,0.047789109398148864,0.17368455130111946,812,0.02754491017964067,28,784,1.0,False,False
ExtrAdv(LOC),fine_grained_confidence,-0.006152671497202326,0.8610358511200359,812,0.02754491017964067,28,784,1.0,False,False
ExtrAdv(LOC),has_OB,0.025654891447513144,0.4590910123356636,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),has_EB,0.008250042045857078,0.8118476167030885,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),missing_OB,-0.025654891447513144,0.4590910123356636,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),missing_EB,-0.008250042045857078,0.8118476167030885,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_OB,-0.01613326427875711,0.6415557950616769,835,0.0,29,806,1.0,False,False
ExtrAdv(LOC),num_EB,-0.0009109402561800848,0.9790312662254639,835,0.0,29,806,1.0,False,False
