project,bug_id,tool,rank,mrr,map,map_recalc_single_gt,map_recalc_with_gt,map_recalc_conservative,map_diff_single,map_diff_with_gt,map_diff_conservative,top@1,top@5,top@10
Chart,1,FlexFL,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Chart,1,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,1,buglocator,14.0,0.071429,0.071429,0.07142857142857142,0.07142857142857142,0.07142857142857142,4.285714285817699e-07,4.285714285817699e-07,4.285714285817699e-07,0,0,0
Chart,1,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Chart,2,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,2,boostnsift,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Chart,2,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Chart,2,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Chart,3,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,4,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Chart,5,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,5,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,5,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,5,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,6,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,7,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,8,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,9,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,9,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,9,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,9,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,10,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,11,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,11,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,11,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,11,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Chart,12,FlexFL,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,1,1
Chart,12,boostnsift,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Chart,12,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,12,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Chart,13,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,14,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,15,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,16,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,16,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,16,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,16,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,17,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1,1,1
Chart,17,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,17,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,17,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,18,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,19,FlexFL,5.0,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,1,1,1
Chart,20,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,21,FlexFL,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1,1,1
Chart,22,FlexFL,1.0,1.0,0.4166666666666666,1.0,1.0,1.0,0.5833333333333335,0.5833333333333335,0.5833333333333335,1,1,1
Chart,23,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Chart,24,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,25,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Chart,26,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,1,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,1,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
Cli,1,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,1,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,2,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,2,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,2,buglocator,11.0,0.090909,0.090909,0.09090909090909091,0.09090909090909091,0.09090909090909091,9.090909090792021e-08,9.090909090792021e-08,9.090909090792021e-08,0,0,0
Cli,2,locus,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Cli,3,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,3,boostnsift,9.0,0.111111,0.111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1111111110351235e-07,1.1111111110351235e-07,1.1111111110351235e-07,0,0,1
Cli,3,buglocator,9.0,0.111111,0.111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1111111110351235e-07,1.1111111110351235e-07,1.1111111110351235e-07,0,0,1
Cli,3,locus,15.0,0.066667,0.066667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.333333333382926e-07,3.333333333382926e-07,3.333333333382926e-07,0,0,0
Cli,4,FlexFL,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,1,1
Cli,4,boostnsift,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,4,buglocator,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Cli,4,locus,7.0,0.142857,0.142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.4285714283746032e-07,1.4285714283746032e-07,1.4285714283746032e-07,0,0,1
Cli,5,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,5,boostnsift,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
Cli,5,buglocator,9.0,0.111111,0.111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1111111110351235e-07,1.1111111110351235e-07,1.1111111110351235e-07,0,0,1
Cli,5,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,7,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,7,boostnsift,29.0,0.034483,0.034483,0.034482758620689655,0.0,0.034482758620689655,2.41379310345069e-07,0.034483,2.41379310345069e-07,0,0,0
Cli,7,buglocator,55.0,0.018182,0.018182,0.01818181818181818,0.0,0.01818181818181818,1.8181818181930987e-07,0.018182,1.8181818181930987e-07,0,0,0
Cli,7,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,8,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,8,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,8,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,8,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,9,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,9,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,9,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,9,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,10,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,10,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,10,buglocator,9.0,0.111111,0.111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1111111110351235e-07,1.1111111110351235e-07,1.1111111110351235e-07,0,0,1
Cli,10,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,11,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,11,boostnsift,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Cli,11,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,11,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,12,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,12,boostnsift,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Cli,12,buglocator,15.0,0.066667,0.066667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.333333333382926e-07,3.333333333382926e-07,3.333333333382926e-07,0,0,0
Cli,12,locus,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
Cli,13,FlexFL,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,1,1
Cli,13,boostnsift,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Cli,13,buglocator,4.0,0.25,0.375,0.25,0.25,0.25,0.125,0.125,0.125,0,1,1
Cli,13,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,14,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,14,boostnsift,11.0,0.090909,0.090909,0.09090909090909091,0.09090909090909091,0.09090909090909091,9.090909090792021e-08,9.090909090792021e-08,9.090909090792021e-08,0,0,0
Cli,14,buglocator,57.0,0.017544,0.017544,0.017543859649122806,0.017543859649122806,0.017543859649122806,1.4035087719452277e-07,1.4035087719452277e-07,1.4035087719452277e-07,0,0,0
Cli,14,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,15,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,15,boostnsift,22.0,0.045455,0.045455,0.045454545454545456,0.045454545454545456,0.045454545454545456,4.5454545454653994e-07,4.5454545454653994e-07,4.5454545454653994e-07,0,0,0
Cli,15,buglocator,70.0,0.014286,0.014286,0.014285714285714285,0.014285714285714285,0.014285714285714285,2.8571428571481927e-07,2.8571428571481927e-07,2.8571428571481927e-07,0,0,0
Cli,15,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,16,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,16,boostnsift,22.0,0.045455,0.045455,0.045454545454545456,0.022727272727272728,0.045454545454545456,4.5454545454653994e-07,0.022727727272727274,4.5454545454653994e-07,0,0,0
Cli,16,buglocator,80.0,0.0125,0.0125,0.0125,0.00625,0.0125,0.0,0.00625,0.0,0,0,0
Cli,16,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,17,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,17,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,17,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,17,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,18,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,18,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,18,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,18,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,19,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,19,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,19,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,19,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,20,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,20,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,20,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,20,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,21,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,21,boostnsift,2.0,0.5,0.5,0.5,0.5357142857142857,0.5,0.0,0.0357142857142857,0.0,0,1,1
Cli,21,buglocator,56.0,0.017857,0.017857,0.017857142857142856,0.008928571428571428,0.017857142857142856,1.4285714285480755e-07,0.008928428571428573,1.4285714285480755e-07,0,0,0
Cli,21,locus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,22,FlexFL,1.0,1.0,0.25,1.0,1.0,1.0,0.75,0.75,0.75,1,1,1
Cli,22,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,22,buglocator,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Cli,22,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,23,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,23,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,23,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,23,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,24,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,24,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,24,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,24,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,25,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,25,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,25,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,25,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,26,FlexFL,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,1,1,1
Cli,26,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,26,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,26,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,27,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,27,boostnsift,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,27,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,27,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,28,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,28,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,28,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,28,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,29,FlexFL,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Cli,29,boostnsift,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,29,buglocator,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Cli,29,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,30,FlexFL,2.0,0.5,0.25,0.5,0.5357142857142857,0.5,0.25,0.2857142857142857,0.25,1,1,1
Cli,30,boostnsift,3.0,0.333333,0.333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,3.3333333332441484e-07,0.08333366666666664,3.3333333332441484e-07,0,1,1
Cli,30,buglocator,2.0,0.5,0.5,0.5,0.5357142857142857,0.5,0.0,0.0357142857142857,0.0,0,1,1
Cli,30,locus,13.0,0.076923,0.076923,0.07692307692307693,0.038461538461538464,0.07692307692307693,7.692307692208633e-08,0.03846146153846154,7.692307692208633e-08,0,0,0
Cli,31,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,31,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.08333333333333333,0.16666666666666666,3.333333333521704e-07,0.08333366666666668,3.333333333521704e-07,0,0,1
Cli,31,buglocator,4.0,0.25,0.25,0.25,0.3472222222222222,0.25,0.0,0.09722222222222221,0.0,0,1,1
Cli,31,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,32,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,32,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,32,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,32,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,33,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,33,boostnsift,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,33,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,33,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,34,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,34,boostnsift,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Cli,34,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,34,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,35,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,35,boostnsift,12.0,0.083333,0.083333,0.08333333333333333,0.08333333333333333,0.08333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,0,0
Cli,35,buglocator,11.0,0.090909,0.090909,0.09090909090909091,0.09090909090909091,0.09090909090909091,9.090909090792021e-08,9.090909090792021e-08,9.090909090792021e-08,0,0,0
Cli,35,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,36,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,36,boostnsift,8.0,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.0,0,0,1
Cli,36,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.0,0.3333333333333333,3.3333333332441484e-07,0.333333,3.3333333332441484e-07,0,1,1
Cli,36,locus,3.0,0.333333,0.333333,0.3333333333333333,0.0,0.3333333333333333,3.3333333332441484e-07,0.333333,3.3333333332441484e-07,0,1,1
Cli,37,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,37,boostnsift,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,37,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,37,locus,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
Cli,38,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,38,boostnsift,43.0,0.023256,0.023256,0.023255813953488372,0.023255813953488372,0.023255813953488372,1.8604651162712482e-07,1.8604651162712482e-07,1.8604651162712482e-07,0,0,0
Cli,38,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Cli,38,locus,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
Cli,39,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,39,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,39,buglocator,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
Cli,39,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
Cli,40,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,40,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,40,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Cli,40,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Closure,1,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Closure,1,boostnsift,40.0,0.025,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0,0,0
Closure,1,buglocator,17.0,0.058824,0.058824,0.058823529411764705,0.058823529411764705,0.058823529411764705,4.7058823529622096e-07,4.7058823529622096e-07,4.7058823529622096e-07,0,0,0
Closure,1,locus,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Closure,2,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
Closure,2,boostnsift,27.0,0.037037,0.037037,0.037037037037037035,0.037037037037037035,0.037037037037037035,3.7037037034504117e-08,3.7037037034504117e-08,3.7037037034504117e-08,0,0,0
Closure,2,buglocator,15.0,0.066667,0.066667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.333333333382926e-07,3.333333333382926e-07,3.333333333382926e-07,0,0,0
Closure,2,locus,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
Closure,3,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Closure,3,boostnsift,21.0,0.047619,0.047619,0.047619047619047616,0.023809523809523808,0.047619047619047616,4.7619047614799737e-08,0.023809476190476193,4.7619047614799737e-08,0,0,0
Closure,3,buglocator,41.0,0.02439,0.02439,0.024390243902439025,0.012195121951219513,0.024390243902439025,2.439024390267497e-07,0.012194878048780486,2.439024390267497e-07,0,0,0
Closure,3,locus,85.0,0.011765,0.011765,0.011764705882352941,0.0058823529411764705,0.011764705882352941,2.941176470584034e-07,0.005882647058823529,2.941176470584034e-07,0,0,0
Closure,4,FlexFL,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
Closure,4,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
Closure,4,buglocator,7.0,0.142857,0.142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.4285714283746032e-07,1.4285714283746032e-07,1.4285714283746032e-07,0,0,1
Closure,4,locus,32.0,0.03125,0.03125,0.03125,0.03125,0.03125,0.0,0.0,0.0,0,0,0
Closure,5,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
Closure,5,boostnsift,260.0,0.003846,0.003846,0.0038461538461538464,0.0038461538461538464,0.0038461538461538464,1.5384615384634107e-07,1.5384615384634107e-07,1.5384615384634107e-07,0,0,0
Closure,5,buglocator,337.0,0.002967,0.002967,0.002967359050445104,0.002967359050445104,0.002967359050445104,3.590504451039464e-07,3.590504451039464e-07,3.590504451039464e-07,0,0,0
Closure,5,locus,239.0,0.004184,0.004184,0.0041841004184100415,0.0041841004184100415,0.0041841004184100415,1.0041841004126278e-07,1.0041841004126278e-07,1.0041841004126278e-07,0,0,0
