project,bug_id,tool,rank,mrr,map,map_recalc_single_gt,map_recalc_with_gt,map_recalc_conservative,map_diff_single,map_diff_with_gt,map_diff_conservative,top@1,top@5,top@10
JacksonCore,18,boostnsift,9.0,0.111111,0.111111,0.1111111111111111,0.037037037037037035,0.1111111111111111,1.1111111110351235e-07,0.07407396296296297,1.1111111110351235e-07,0,0,1
JacksonCore,18,buglocator,4.0,0.25,0.25,0.25,0.3472222222222222,0.25,0.0,0.09722222222222221,0.0,0,1,1
JacksonCore,18,locus,3.0,0.333333,0.333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,3.3333333332441484e-07,0.08333366666666664,3.3333333332441484e-07,0,1,1
JacksonCore,19,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,19,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.08333333333333333,0.16666666666666666,3.333333333521704e-07,0.08333366666666668,3.333333333521704e-07,0,0,1
JacksonCore,19,buglocator,2.0,0.5,0.5,0.5,0.5357142857142857,0.5,0.0,0.0357142857142857,0.0,0,1,1
JacksonCore,19,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,20,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,20,boostnsift,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonCore,20,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,20,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,21,FlexFL,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1,1,1
JacksonCore,21,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,21,buglocator,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonCore,21,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonCore,22,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonCore,22,boostnsift,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonCore,22,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonCore,22,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonCore,23,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,23,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
JacksonCore,23,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,23,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonCore,24,FlexFL,4.0,0.25,0.0625,0.25,0.3472222222222222,0.25,0.1875,0.2847222222222222,0.1875,1,1,1
JacksonCore,24,boostnsift,5.0,0.2,0.2,0.2,0.30000000000000004,0.2,0.0,0.10000000000000003,0.0,0,1,1
JacksonCore,24,buglocator,4.0,0.25,0.25,0.25,0.3472222222222222,0.25,0.0,0.09722222222222221,0.0,0,1,1
JacksonCore,24,locus,18.0,0.055556,0.055556,0.05555555555555555,0.027777777777777776,0.05555555555555555,4.4444444444874387e-07,0.027778222222222225,4.4444444444874387e-07,0,0,0
JacksonCore,25,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonCore,25,boostnsift,14.0,0.071429,0.071429,0.07142857142857142,0.07142857142857142,0.07142857142857142,4.285714285817699e-07,4.285714285817699e-07,4.285714285817699e-07,0,0,0
JacksonCore,25,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonCore,25,locus,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
JacksonCore,26,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonCore,26,boostnsift,15.0,0.066667,0.066667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.333333333382926e-07,3.333333333382926e-07,3.333333333382926e-07,0,0,0
JacksonCore,26,buglocator,10.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0,0,1
JacksonCore,26,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,1,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,1,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,1,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,1,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,2,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,2,boostnsift,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,2,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,2,locus,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
JacksonDatabind,3,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,3,boostnsift,80.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0,0.0,0.0,0,0,0
JacksonDatabind,3,buglocator,272.0,0.003676,0.003676,0.003676470588235294,0.003676470588235294,0.003676470588235294,4.7058823529405255e-07,4.7058823529405255e-07,4.7058823529405255e-07,0,0,0
JacksonDatabind,3,locus,247.0,0.004049,0.004049,0.004048582995951417,0.004048582995951417,0.004048582995951417,4.170040485826018e-07,4.170040485826018e-07,4.170040485826018e-07,0,0,0
JacksonDatabind,4,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,4,boostnsift,100.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0,0,0
JacksonDatabind,4,buglocator,342.0,0.002924,0.002924,0.0029239766081871343,0.0029239766081871343,0.0029239766081871343,2.3391812865609235e-08,2.3391812865609235e-08,2.3391812865609235e-08,0,0,0
JacksonDatabind,4,locus,249.0,0.004016,0.004016,0.004016064257028112,0.004016064257028112,0.004016064257028112,6.425702811247574e-08,6.425702811247574e-08,6.425702811247574e-08,0,0,0
JacksonDatabind,5,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,5,boostnsift,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,5,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonDatabind,5,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,6,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,6,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,6,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,6,locus,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,7,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,7,boostnsift,10.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0,0,1
JacksonDatabind,7,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonDatabind,7,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,8,FlexFL,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
JacksonDatabind,8,boostnsift,13.0,0.076923,0.076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,7.692307692208633e-08,7.692307692208633e-08,7.692307692208633e-08,0,0,0
JacksonDatabind,8,buglocator,10.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0,0,1
JacksonDatabind,8,locus,69.0,0.014493,0.014493,0.014492753623188406,0.014492753623188406,0.014492753623188406,2.463768115947007e-07,2.463768115947007e-07,2.463768115947007e-07,0,0,0
JacksonDatabind,9,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,9,boostnsift,146.0,0.006849,0.006849,0.00684931506849315,0.00684931506849315,0.00684931506849315,3.150684931502515e-07,3.150684931502515e-07,3.150684931502515e-07,0,0,0
JacksonDatabind,9,buglocator,210.0,0.004762,0.004762,0.004761904761904762,0.004761904761904762,0.004761904761904762,9.523809523740573e-08,9.523809523740573e-08,9.523809523740573e-08,0,0,0
JacksonDatabind,9,locus,96.0,0.010417,0.010417,0.010416666666666666,0.010416666666666666,0.010416666666666666,3.3333333333308846e-07,3.3333333333308846e-07,3.3333333333308846e-07,0,0,0
JacksonDatabind,10,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,10,boostnsift,9.0,0.111111,0.111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,1.1111111110351235e-07,0.05555544444444445,1.1111111110351235e-07,0,0,1
JacksonDatabind,10,buglocator,34.0,0.029412,0.029412,0.029411764705882353,0.014705882352941176,0.029411764705882353,2.3529411764811048e-07,0.014706117647058824,2.3529411764811048e-07,0,0,0
JacksonDatabind,10,locus,18.0,0.055556,0.055556,0.05555555555555555,0.027777777777777776,0.05555555555555555,4.4444444444874387e-07,0.027778222222222225,4.4444444444874387e-07,0,0,0
JacksonDatabind,11,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,11,boostnsift,22.0,0.045455,0.045455,0.045454545454545456,0.045454545454545456,0.045454545454545456,4.5454545454653994e-07,4.5454545454653994e-07,4.5454545454653994e-07,0,0,0
JacksonDatabind,11,buglocator,102.0,0.009804,0.009804,0.00980392156862745,0.00980392156862745,0.00980392156862745,7.843137254937016e-08,7.843137254937016e-08,7.843137254937016e-08,0,0,0
JacksonDatabind,11,locus,119.0,0.008403,0.008403,0.008403361344537815,0.008403361344537815,0.008403361344537815,3.613445378140151e-07,3.613445378140151e-07,3.613445378140151e-07,0,0,0
JacksonDatabind,12,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,12,boostnsift,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonDatabind,12,buglocator,15.0,0.066667,0.066667,0.06666666666666667,0.06666666666666667,0.06666666666666667,3.333333333382926e-07,3.333333333382926e-07,3.333333333382926e-07,0,0,0
JacksonDatabind,12,locus,111.0,0.009009,0.009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,9.009009009283697e-09,9.009009009283697e-09,9.009009009283697e-09,0,0,0
JacksonDatabind,13,FlexFL,4.0,0.25,0.25,0.25,0.3472222222222222,0.25,0.0,0.09722222222222221,0.0,0,1,1
JacksonDatabind,13,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,13,buglocator,112.0,0.008929,0.008929,0.008928571428571428,0.004464285714285714,0.008928571428571428,4.2857142857136155e-07,0.004464714285714285,4.2857142857136155e-07,0,0,0
JacksonDatabind,13,locus,22.0,0.045455,0.045455,0.045454545454545456,0.022727272727272728,0.045454545454545456,4.5454545454653994e-07,0.022727727272727274,4.5454545454653994e-07,0,0,0
JacksonDatabind,14,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,14,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
JacksonDatabind,14,buglocator,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,14,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,15,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,15,boostnsift,3.0,0.333333,0.333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,3.3333333332441484e-07,0.08333366666666664,3.3333333332441484e-07,0,1,1
JacksonDatabind,15,buglocator,18.0,0.055556,0.055556,0.05555555555555555,0.013888888888888888,0.05555555555555555,4.4444444444874387e-07,0.04166711111111111,4.4444444444874387e-07,0,0,0
JacksonDatabind,15,locus,18.0,0.055556,0.055556,0.05555555555555555,0.013888888888888888,0.05555555555555555,4.4444444444874387e-07,0.04166711111111111,4.4444444444874387e-07,0,0,0
JacksonDatabind,16,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,16,boostnsift,212.0,0.004717,0.004717,0.0047169811320754715,0.0047169811320754715,0.0047169811320754715,1.8867924528320756e-08,1.8867924528320756e-08,1.8867924528320756e-08,0,0,0
JacksonDatabind,16,buglocator,291.0,0.003436,0.003436,0.003436426116838488,0.003436426116838488,0.003436426116838488,4.261168384880887e-07,4.261168384880887e-07,4.261168384880887e-07,0,0,0
JacksonDatabind,16,locus,303.0,0.0033,0.0033,0.0033003300330033004,0.0033003300330033004,0.0033003300330033004,3.3003300330038815e-07,3.3003300330038815e-07,3.3003300330038815e-07,0,0,0
JacksonDatabind,17,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,17,boostnsift,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonDatabind,17,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,17,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonDatabind,18,FlexFL,3.0,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0,1,1
JacksonDatabind,18,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,18,buglocator,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
JacksonDatabind,18,locus,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonDatabind,19,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,19,boostnsift,8.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0,0,1
JacksonDatabind,19,buglocator,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonDatabind,19,locus,14.0,0.071429,0.071429,0.07142857142857142,0.07142857142857142,0.07142857142857142,4.285714285817699e-07,4.285714285817699e-07,4.285714285817699e-07,0,0,0
JacksonDatabind,20,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,20,boostnsift,9.0,0.111111,0.111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1111111110351235e-07,1.1111111110351235e-07,1.1111111110351235e-07,0,0,1
JacksonDatabind,20,buglocator,9.0,0.111111,0.111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.1111111110351235e-07,1.1111111110351235e-07,1.1111111110351235e-07,0,0,1
JacksonDatabind,20,locus,12.0,0.083333,0.083333,0.08333333333333333,0.08333333333333333,0.08333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,0,0
JacksonDatabind,21,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,21,boostnsift,82.0,0.012195,0.012195,0.012195121951219513,0.0,0.012195121951219513,1.2195121951337484e-07,0.012195,1.2195121951337484e-07,0,0,0
JacksonDatabind,21,buglocator,339.0,0.00295,0.00295,0.0029498525073746312,0.0,0.0029498525073746312,1.474926253687038e-07,0.00295,1.474926253687038e-07,0,0,0
JacksonDatabind,21,locus,177.0,0.00565,0.00565,0.005649717514124294,0.0,0.005649717514124294,2.8248587570587486e-07,0.00565,2.8248587570587486e-07,0,0,0
JacksonDatabind,22,FlexFL,5.0,0.2,0.2,0.2,0.30000000000000004,0.2,0.0,0.10000000000000003,0.0,0,1,1
JacksonDatabind,22,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,22,buglocator,51.0,0.019608,0.019608,0.0196078431372549,0.00980392156862745,0.0196078431372549,1.5686274509874032e-07,0.00980407843137255,1.5686274509874032e-07,0,0,0
JacksonDatabind,22,locus,3.0,0.333333,0.333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,3.3333333332441484e-07,0.08333366666666664,3.3333333332441484e-07,0,1,1
JacksonDatabind,23,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,23,boostnsift,372.0,0.002688,0.002688,0.002688172043010753,0.0,0.002688172043010753,1.7204301075305142e-07,0.002688,1.7204301075305142e-07,0,0,0
JacksonDatabind,23,buglocator,55.0,0.018182,0.018182,0.01818181818181818,0.0,0.01818181818181818,1.8181818181930987e-07,0.018182,1.8181818181930987e-07,0,0,0
JacksonDatabind,23,locus,229.0,0.004367,0.004367,0.004366812227074236,0.0,0.004366812227074236,1.8777292576464127e-07,0.004367,1.8777292576464127e-07,0,0,0
JacksonDatabind,24,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,24,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
JacksonDatabind,24,buglocator,16.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0,0,0
JacksonDatabind,24,locus,23.0,0.043478,0.043478,0.043478260869565216,0.043478260869565216,0.043478260869565216,2.608695652134285e-07,2.608695652134285e-07,2.608695652134285e-07,0,0,0
JacksonDatabind,25,FlexFL,2.0,0.5,0.5,0.5,0.5357142857142857,0.5,0.0,0.0357142857142857,0.0,0,1,1
JacksonDatabind,25,boostnsift,131.0,0.007634,0.007634,0.007633587786259542,0.0019083969465648854,0.007633587786259542,4.1221374045847387e-07,0.005725603053435115,4.1221374045847387e-07,0,0,0
JacksonDatabind,25,buglocator,219.0,0.004566,0.004566,0.0045662100456621,0.001141552511415525,0.0045662100456621,2.1004566210045678e-07,0.0034244474885844747,2.1004566210045678e-07,0,0,0
JacksonDatabind,25,locus,297.0,0.003367,0.003367,0.003367003367003367,0.0008417508417508417,0.003367003367003367,3.367003366654825e-09,0.0025252491582491584,3.367003366654825e-09,0,0,0
JacksonDatabind,26,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,26,boostnsift,5.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0,1,1
JacksonDatabind,26,buglocator,40.0,0.025,0.025,0.025,0.0,0.025,0.0,0.025,0.0,0,0,0
JacksonDatabind,26,locus,39.0,0.025641,0.025641,0.02564102564102564,0.0,0.02564102564102564,2.564102563953896e-08,0.025641,2.564102563953896e-08,0,0,0
JacksonDatabind,27,FlexFL,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonDatabind,27,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,27,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,27,locus,13.0,0.076923,0.076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,7.692307692208633e-08,7.692307692208633e-08,7.692307692208633e-08,0,0,0
JacksonDatabind,28,FlexFL,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,1,1
JacksonDatabind,28,boostnsift,33.0,0.030303,0.030303,0.030303030303030304,0.030303030303030304,0.030303030303030304,3.030303030379655e-08,3.030303030379655e-08,3.030303030379655e-08,0,0,0
JacksonDatabind,28,buglocator,4.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0,1,1
JacksonDatabind,28,locus,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonDatabind,29,FlexFL,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,1,1
JacksonDatabind,29,boostnsift,13.0,0.076923,0.076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,7.692307692208633e-08,7.692307692208633e-08,7.692307692208633e-08,0,0,0
JacksonDatabind,29,buglocator,7.0,0.142857,0.142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.4285714283746032e-07,1.4285714283746032e-07,1.4285714283746032e-07,0,0,1
JacksonDatabind,29,locus,28.0,0.035714,0.035714,0.03571428571428571,0.03571428571428571,0.03571428571428571,2.857142857096151e-07,2.857142857096151e-07,2.857142857096151e-07,0,0,0
JacksonDatabind,30,FlexFL,1.0,1.0,0.25,1.0,1.0,1.0,0.75,0.75,0.75,1,1,1
JacksonDatabind,30,boostnsift,8.0,0.125,0.125,0.125,0.0625,0.125,0.0,0.0625,0.0,0,0,1
JacksonDatabind,30,buglocator,26.0,0.038462,0.038462,0.038461538461538464,0.019230769230769232,0.038461538461538464,4.615384615394569e-07,0.01923123076923077,4.615384615394569e-07,0,0,0
JacksonDatabind,30,locus,9.0,0.111111,0.111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,1.1111111110351235e-07,0.05555544444444445,1.1111111110351235e-07,0,0,1
JacksonDatabind,31,FlexFL,4.0,0.25,0.0147058823529411,0.25,0.25,0.25,0.2352941176470589,0.2352941176470589,0.2352941176470589,0,1,1
JacksonDatabind,31,boostnsift,6.0,0.166667,0.166667,0.16666666666666666,0.16666666666666666,0.16666666666666666,3.333333333521704e-07,3.333333333521704e-07,3.333333333521704e-07,0,0,1
JacksonDatabind,31,buglocator,52.0,0.019231,0.019231,0.019230769230769232,0.019230769230769232,0.019230769230769232,2.3076923076972844e-07,2.3076923076972844e-07,2.3076923076972844e-07,0,0,0
JacksonDatabind,31,locus,30.0,0.033333,0.033333,0.03333333333333333,0.03333333333333333,0.03333333333333333,3.3333333333135373e-07,3.3333333333135373e-07,3.3333333333135373e-07,0,0,0
JacksonDatabind,32,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,32,boostnsift,2.0,0.5,0.5,0.5,0.5357142857142857,0.5,0.0,0.0357142857142857,0.0,0,1,1
JacksonDatabind,32,buglocator,3.0,0.333333,0.333333,0.3333333333333333,0.41666666666666663,0.3333333333333333,3.3333333332441484e-07,0.08333366666666664,3.3333333332441484e-07,0,1,1
JacksonDatabind,32,locus,5.0,0.2,0.2,0.2,0.30000000000000004,0.2,0.0,0.10000000000000003,0.0,0,1,1
JacksonDatabind,33,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,33,boostnsift,35.0,0.028571,0.028571,0.02857142857142857,0.02857142857142857,0.02857142857142857,4.2857142857136155e-07,4.2857142857136155e-07,4.2857142857136155e-07,0,0,0
JacksonDatabind,33,buglocator,106.0,0.009434,0.009434,0.009433962264150943,0.009433962264150943,0.009433962264150943,3.773584905664151e-08,3.773584905664151e-08,3.773584905664151e-08,0,0,0
JacksonDatabind,33,locus,48.0,0.020833,0.020833,0.020833333333333332,0.020833333333333332,0.020833333333333332,3.3333333333135373e-07,3.3333333333135373e-07,3.3333333333135373e-07,0,0,0
JacksonDatabind,34,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,34,boostnsift,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonDatabind,34,buglocator,112.0,0.008929,0.008929,0.008928571428571428,0.008928571428571428,0.008928571428571428,4.2857142857136155e-07,4.2857142857136155e-07,4.2857142857136155e-07,0,0,0
JacksonDatabind,34,locus,14.0,0.071429,0.071429,0.07142857142857142,0.07142857142857142,0.07142857142857142,4.285714285817699e-07,4.285714285817699e-07,4.285714285817699e-07,0,0,0
JacksonDatabind,35,FlexFL,5.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0,1,1
JacksonDatabind,35,boostnsift,3.0,0.333333,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.3333333332441484e-07,3.3333333332441484e-07,3.3333333332441484e-07,0,1,1
JacksonDatabind,35,buglocator,42.0,0.02381,0.02381,0.023809523809523808,0.023809523809523808,0.023809523809523808,4.761904761931002e-07,4.761904761931002e-07,4.761904761931002e-07,0,0,0
JacksonDatabind,35,locus,20.0,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0,0,0
JacksonDatabind,36,FlexFL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,36,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,36,buglocator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,36,locus,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
JacksonDatabind,37,FlexFL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
JacksonDatabind,37,boostnsift,145.0,0.006897,0.006897,0.006896551724137931,0.006896551724137931,0.006896551724137931,4.4827586206941383e-07,4.4827586206941383e-07,4.4827586206941383e-07,0,0,0
JacksonDatabind,37,buglocator,61.0,0.016393,0.016393,0.01639344262295082,0.01639344262295082,0.01639344262295082,4.426229508192048e-07,4.426229508192048e-07,4.426229508192048e-07,0,0,0
JacksonDatabind,37,locus,233.0,0.004292,0.004292,0.004291845493562232,0.004291845493562232,0.004291845493562232,1.5450643776806355e-07,1.5450643776806355e-07,1.5450643776806355e-07,0,0,0
JacksonDatabind,38,FlexFL,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,1,1,1
JacksonDatabind,38,boostnsift,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,1
