feature,all_n,none_n,all_median,none_median,all_mean,none_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
repair_difficulty,69,346,2.0,3.0,1.710144927536232,3.476878612716763,-1.0,3945.0,8.087634663057742e-20,-0.669514953505906,large,6.146602343923884e-18,True,True,0.669514953505906,True
automated_readability_index,69,326,18.6,28.700000000000003,19.582608695652173,34.606134969325154,-10.100000000000001,4364.5,1.3727663073915806e-15,-0.6119409620343202,large,1.0021194043958538e-13,True,True,0.6119409620343202,True
coleman_liau_index,69,326,18.67,28.560000000000002,19.52289855072464,33.99573619631902,-9.89,4394.5,1.8212948118943027e-15,-0.6092735840668623,large,1.311332264563898e-13,True,True,0.6092735840668623,True
causal_reasoning_quality,69,346,5.0,3.0,4.6231884057971016,2.485549132947977,2.0,18938.0,7.602708515220394e-16,0.5864957694563123,large,5.6260043012630916e-14,True,True,0.5864957694563123,True
flesch_reading_ease,69,326,36.55,8.99,35.57753623188406,-6.2291104294478545,27.559999999999995,17799.0,2.8674685603818467e-14,0.5825553480928247,large,2.035902677871111e-12,True,True,0.5825553480928247,True
summary_chars,69,346,78.0,12.0,73.43478260869566,31.722543352601157,66.0,18775.0,6.443078766446642e-17,0.5728407472564296,large,4.832309074834981e-15,True,True,0.5728407472564296,True
actionability,69,346,5.0,3.0,4.594202898550725,2.5173410404624277,2.0,18491.0,4.819642552516854e-14,0.5490491748345481,large,3.373749786761798e-12,True,True,0.5490491748345481,True
clarity,69,346,5.0,4.0,4.666666666666667,2.667630057803468,1.0,17951.0,2.532122443710845e-12,0.5038116779760409,large,1.747164486160483e-10,True,True,0.5038116779760409,True
specificity,69,346,5.0,3.0,4.420289855072464,2.5115606936416186,2.0,17783.5,1.9578251526911133e-11,0.4897796766356706,large,1.331321103829957e-09,True,True,0.4897796766356706,True
expected_observed_alignment,69,346,5.0,4.0,4.72463768115942,2.713872832369942,1.0,17476.5,4.3837350760362406e-11,0.46406132194018596,medium,2.9371025009442814e-09,True,True,0.46406132194018596,True
technical_depth,69,346,4.0,3.0,3.8405797101449277,2.199421965317919,1.0,17426.0,4.364370564215178e-10,0.45983077825249224,medium,2.8804845723820175e-08,True,True,0.45983077825249224,True
embedding_cluster_separation,69,346,0.7084899920324994,0.7673453137461206,0.7006763169914662,0.7652604477852989,-0.05885532171362118,6711.0,9.232586982905482e-09,-0.43779844181955263,medium,6.001181538888563e-07,True,True,0.43779844181955263,True
embedding_cluster_distance,69,346,0.5857716244163355,0.5062979718417142,0.5844300595078528,0.491978023457108,0.07947365257462125,17047.0,1.945933419834368e-08,0.4280807573092067,medium,1.2259380544956519e-06,True,True,0.4280807573092067,True
description_length,69,346,1588.0,858.0,1764.6521739130435,1146.8699421965318,730.0,16999.0,1.4375094413074263e-08,0.42405964647733935,medium,9.200060424367528e-07,True,True,0.42405964647733935,True
causal_density,69,346,0.4,0.17914438502673796,0.43847925550733635,0.25585024906302395,0.22085561497326206,16581.0,2.61787044477858e-07,0.3890424729831616,medium,1.6230796757627196e-05,True,True,0.3890424729831616,True
num_versions,69,346,2.0,0.0,2.6231884057971016,1.4942196531791907,2.0,16178.0,9.314713116238362e-07,0.3552818966239424,medium,5.681975000905401e-05,True,True,0.3552818966239424,True
num_causal_markers,69,346,2.0,1.0,3.347826086956522,2.421965317919075,1.0,15552.0,5.224252934777779e-05,0.3028399095250063,small,0.003134551760866667,True,True,0.3028399095250063,True
