tool,feature,unique_n,others_n,unique_median,others_median,unique_mean,others_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
boostnsift,repair_difficulty,17,90,3.0,2.0,2.8823529411764706,1.8888888888888888,1.0,1160.5,0.00042182595979420177,0.5169934640522876,large,0.03205877294435933,True,True,0.5169934640522876,True
boostnsift,embedding_mean,17,90,-0.0005219904705882,4.0376306969847064e-05,-0.0004960072778082942,3.4730502900608925e-06,-0.000562366777558047,392.0,0.0015013939139881553,-0.4875816993464052,large,0.11260454354911165,False,False,0.4875816993464052,False
boostnsift,redundancy,17,90,0.2193228602409362,0.2712475508451462,0.2228632472893771,0.28409013764725793,-0.05192469060420998,426.0,0.003918256372000426,-0.44313725490196076,medium,0.28995097152803156,False,False,0.44313725490196076,False
boostnsift,specificity,17,90,4.0,5.0,3.411764705882353,4.355555555555555,-1.0,467.0,0.005485047658530522,-0.3895424836601307,medium,0.4004084790727281,False,False,0.3895424836601307,False
boostnsift,summary_chars,17,90,12.0,72.5,41.294117647058826,67.2,-60.5,484.0,0.015514539976427108,-0.3673202614379085,medium,1.0,False,False,0.3673202614379085,False
boostnsift,embedding_pos_neg_ratio,17,90,0.9642857142857144,1.0052083333333333,0.9515619480695409,0.9958136810789207,-0.04092261904761885,496.0,0.021903045689468086,-0.3516339869281046,medium,1.0,False,False,0.3516339869281046,False
boostnsift,num_versions,17,90,1.0,2.0,3.8823529411764706,2.466666666666667,-1.0,501.0,0.021247377333217986,-0.34509803921568627,medium,1.0,False,False,0.34509803921568627,False
boostnsift,embedding_std,17,90,0.0510283671319484,0.051029697060585,0.05102597242769068,0.05102824643254275,-1.3299286365994756e-06,508.0,0.028820688711002473,-0.3359477124183007,medium,1.0,False,False,0.3359477124183007,False
boostnsift,semantic_coherence,17,90,0.2301676273345947,0.2712475508451462,0.2816867767011418,0.28409013764725793,-0.04107992351055148,516.0,0.03420079655107454,-0.3254901960784314,small,1.0,False,False,0.3254901960784314,False
boostnsift,causal_reasoning_quality,17,90,4.0,5.0,3.823529411764706,4.5777777777777775,-1.0,540.0,0.01974338580451926,-0.29411764705882354,small,1.0,False,False,0.29411764705882354,False
boostnsift,embedding_cluster_separation,17,90,0.7577638814558448,0.7066618650455552,0.7298774209287996,0.700001116098173,0.05110201641028966,985.0,0.061405994159000235,0.2875816993464052,small,1.0,False,False,0.2875816993464052,False
boostnsift,clarity,17,90,4.0,5.0,3.9411764705882355,4.6,-1.0,545.5,0.0269067610430752,-0.2869281045751634,small,1.0,False,False,0.2869281045751634,False
boostnsift,actionability,17,90,4.0,5.0,3.764705882352941,4.5,-1.0,551.5,0.03796607457205066,-0.27908496732026145,small,1.0,False,False,0.27908496732026145,False
boostnsift,causal_density,17,90,0.2222222222222222,0.375,0.3243655760176411,0.42282250385608927,-0.1527777777777778,568.0,0.09339302336494022,-0.257516339869281,small,1.0,False,False,0.257516339869281,False
boostnsift,num_EB,17,90,1.0,0.0,1.0588235294117647,0.7666666666666667,1.0,959.0,0.0728276189917973,0.25359477124183005,small,1.0,False,False,0.25359477124183005,False
boostnsift,embedding_cluster_size,17,90,115.0,90.0,105.94117647058823,89.34444444444445,25.0,949.5,0.10249167166752468,0.2411764705882353,small,1.0,False,False,0.2411764705882353,False
boostnsift,num_causal_markers,17,90,1.0,2.0,3.1176470588235294,3.4,-1.0,582.5,0.11606049342345581,-0.238562091503268,small,1.0,False,False,0.238562091503268,False
boostnsift,num_os_mentions,17,90,0.0,0.0,0.35294117647058826,0.12222222222222222,0.0,941.5,0.017852277816466443,0.23071895424836603,small,1.0,False,False,0.23071895424836603,False
boostnsift,technical_depth,17,90,4.0,4.0,3.235294117647059,3.8,0.0,607.5,0.15813572344345972,-0.20588235294117646,small,1.0,False,False,0.20588235294117646,False
boostnsift,description_length,17,90,947.0,1572.0,1848.0588235294117,1746.3555555555556,-625.0,609.0,0.1851133559525573,-0.20392156862745098,small,1.0,False,False,0.20392156862745098,False
boostnsift,embedding_sparsity,17,90,0.1666666666666666,0.1588541666666666,0.16651348039215685,0.16035879629629626,0.0078125,920.0,0.1871757174887101,0.20261437908496732,small,1.0,False,False,0.20261437908496732,False
boostnsift,automated_readability_index,17,90,20.8,18.95,24.85294117647059,20.34222222222222,1.8500000000000014,916.5,0.19809808754623826,0.1980392156862745,small,1.0,False,False,0.1980392156862745,False
boostnsift,semantic_spread_pc2,17,90,0.3348810970783233,0.36234261095523834,0.3002804763176864,0.35778604480955345,-0.027461513876915034,615.5,0.20416703404979542,-0.1954248366013072,small,1.0,False,False,0.1954248366013072,False
