tool_a,tool_b,feature,n_a,n_b,median_a,median_b,mean_a,mean_b,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
boostnsift,buglocator,num_causal_markers,23,14,1.0,2.0,1.6521739130434783,2.4285714285714284,-1.0,105.5,0.0767021884935746,-0.3447204968944099,medium,1.0,False,False,0.3447204968944099,False
boostnsift,buglocator,embedding_cluster_size,23,14,90.0,115.0,96.56521739130434,125.07142857142857,-25.0,105.5,0.07734821437950529,-0.3447204968944099,medium,1.0,False,False,0.3447204968944099,False
boostnsift,buglocator,semantic_entropy,23,14,1.3483881950378418,1.9102191925048828,1.1830843091011405,1.6550121690545763,-0.561830997467041,108.0,0.10007351054283932,-0.32919254658385094,small,1.0,False,False,0.32919254658385094,False
boostnsift,buglocator,n_sentences,23,14,5.0,10.5,8.434782608695652,10.214285714285714,-5.5,109.5,0.10901155316427963,-0.3198757763975155,small,1.0,False,False,0.3198757763975155,False
boostnsift,buglocator,num_semantic_sentences,23,14,5.0,10.5,8.434782608695652,10.214285714285714,-5.5,109.5,0.10901155316427963,-0.3198757763975155,small,1.0,False,False,0.3198757763975155,False
boostnsift,buglocator,num_versions,23,14,1.0,0.0,1.7391304347826086,0.9285714285714286,1.0,211.0,0.09460831159326942,0.3105590062111801,small,1.0,False,False,0.3105590062111801,False
boostnsift,buglocator,num_modal_verbs,23,14,0.0,1.0,0.9130434782608695,1.5,-1.0,116.5,0.1202803292300365,-0.27639751552795033,small,1.0,False,False,0.27639751552795033,False
boostnsift,buglocator,causal_density,23,14,0.0476190476190476,0.1818181818181818,0.22938741634393808,0.2776376401376401,-0.1341991341991342,117.5,0.17054756549344874,-0.2701863354037267,small,1.0,False,False,0.2701863354037267,False
boostnsift,buglocator,ambiguity,23,14,0.0,0.00431547619047615,0.004013226728715296,0.005712486743987229,-0.00431547619047615,118.0,0.15238672297423292,-0.2670807453416149,small,1.0,False,False,0.2670807453416149,False
boostnsift,buglocator,semantic_spread_pc2,23,14,0.3315455615520477,0.34174928069114685,0.268029510974885,0.37167816928454805,-0.010203719139099177,118.0,0.18310355318352767,-0.2670807453416149,small,1.0,False,False,0.2670807453416149,False
boostnsift,buglocator,n_tokens,23,14,192.0,252.0,209.34782608695653,285.14285714285717,-60.0,119.0,0.19359648158303278,-0.2608695652173913,small,1.0,False,False,0.2608695652173913,False
boostnsift,buglocator,n_words,23,14,84.0,138.5,123.8695652173913,155.78571428571428,-54.5,120.0,0.20449885520600952,-0.2546583850931677,small,1.0,False,False,0.2546583850931677,False
boostnsift,buglocator,embedding_sparsity,23,14,0.1666666666666666,0.15625,0.16496829710144922,0.15848214285714285,0.010416666666666602,199.5,0.23278818696945458,0.2391304347826087,small,1.0,False,False,0.2391304347826087,False
boostnsift,buglocator,semantic_coherence,23,14,0.3135163486003876,0.28772394359111786,0.3850047121877256,0.27187577315739225,0.025792405009269714,199.0,0.24013838626026252,0.2360248447204969,small,1.0,False,False,0.2360248447204969,False
boostnsift,buglocator,description_chars,23,14,1593.0,1879.0,1631.6521739130435,2174.1428571428573,-286.0,124.0,0.25290691309830904,-0.22981366459627328,small,1.0,False,False,0.22981366459627328,False
boostnsift,buglocator,modal_density,23,14,0.0,0.1409090909090909,0.10296366383322905,0.18160173160173157,-0.1409090909090909,124.5,0.20429657847181948,-0.2267080745341615,small,1.0,False,False,0.2267080745341615,False
boostnsift,buglocator,gunning_fog,20,14,12.035,10.825,12.172,10.762857142857142,1.2100000000000009,170.0,0.30193864318981,0.21428571428571427,small,1.0,False,False,0.21428571428571427,False
boostnsift,buglocator,embedding_cluster_distance,23,14,0.5157047192466343,0.537868479329813,0.46723217510549236,0.5483865399662206,-0.022163760083178663,128.0,0.30866741977490264,-0.20496894409937888,small,1.0,False,False,0.20496894409937888,False
boostnsift,buglocator,flesch_reading_ease,20,14,3.275,9.75,-2.0244999999999993,9.860000000000001,-6.475,113.0,0.3537672485475659,-0.19285714285714287,small,1.0,False,False,0.19285714285714287,False
boostnsift,buglocator,temporal_density,23,14,0.0,0.0,0.0485575920358529,0.09746572871572871,0.0,131.0,0.2666900395027434,-0.18633540372670807,small,1.0,False,False,0.18633540372670807,False
boostnsift,buglocator,num_OB,23,14,3.0,5.5,6.0,5.571428571428571,-2.5,134.0,0.40422714006882776,-0.16770186335403728,small,1.0,False,False,0.16770186335403728,False
boostnsift,buglocator,completeness_score,23,14,2.0,2.0,1.7826086956521738,2.0714285714285716,0.0,134.5,0.39091909232194355,-0.16459627329192547,small,1.0,False,False,0.16459627329192547,False
boostnsift,buglocator,num_temporal_markers,23,14,0.0,0.0,0.34782608695652173,1.2142857142857142,0.0,136.0,0.3512464369968702,-0.15527950310559005,small,1.0,False,False,0.15527950310559005,False
boostnsift,buglocator,embedding_mean,23,14,-0.0001631184277357,-0.0004128433938603,-0.00019493764161976145,-0.00036407899135933034,0.0002497249661246,186.0,0.44282465033951424,0.15527950310559005,small,1.0,False,False,0.15527950310559005,False
boostnsift,buglocator,automated_readability_index,20,14,29.8,26.9,30.895,27.77142857142857,2.900000000000002,160.0,0.4950126969585519,0.14285714285714285,negligible,1.0,False,False,0.14285714285714285,False
boostnsift,buglocator,num_os_mentions,23,14,0.0,0.0,0.13043478260869565,0.0,0.0,182.0,0.17465490208663526,0.13043478260869565,negligible,1.0,False,False,0.13043478260869565,False
boostnsift,buglocator,embedding_max,23,14,0.1598518341779709,0.15290532261133188,0.1575666873351387,0.15511090627738405,0.006946511566639002,182.0,0.5207841938439266,0.13043478260869565,negligible,1.0,False,False,0.13043478260869565,False
boostnsift,buglocator,coleman_liau_index,20,14,28.125,28.560000000000002,31.247000000000003,27.893571428571423,-0.4350000000000023,158.0,0.5402913746074199,0.12857142857142856,negligible,1.0,False,False,0.12857142857142856,False
