tool_a,tool_b,feature,n_a,n_b,median_a,median_b,mean_a,mean_b,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
BRaIn,FlexFL,num_modal_verbs,25,49,-0.0804807840834863,-0.5746091275372439,0.37411729189397064,-0.17123905124846223,0.4941283434537576,775.0,0.04104854140138386,0.2653061224489796,small,1.0,False,False,0.2653061224489796,False
BRaIn,FlexFL,embedding_sparsity,25,49,0.2591098774656933,-0.0303305876632091,0.3112091611888965,-0.05691185486892438,0.2894404651289024,772.0,0.06854459806428545,0.26040816326530614,small,1.0,False,False,0.26040816326530614,False
BRaIn,FlexFL,gunning_fog,25,49,0.0,-0.3510575467362363,0.12164064962297641,-0.22344203141835495,0.3510575467362363,753.5,0.10830272351387803,0.23020408163265307,small,1.0,False,False,0.23020408163265307,False
BRaIn,FlexFL,quality_std,25,49,-0.6141221745332237,-0.6141221745332237,0.30166052536863175,-0.2855975146688701,0.0,741.0,0.045452299417585565,0.20979591836734693,small,1.0,False,False,0.20979591836734693,False
BRaIn,FlexFL,semantic_spread_pc1,25,49,0.1823572659541105,-0.0521363646471635,0.1189838191262021,-0.22641444054360704,0.234493630601274,733.0,0.17017495100644386,0.19673469387755102,small,1.0,False,False,0.19673469387755102,False
BRaIn,FlexFL,embedding_cluster_distance,25,49,0.0640402002222395,-0.4033538053588345,-0.11920650962355707,-0.4388670420667956,0.467394005581074,731.5,0.17561006156192993,0.19428571428571428,small,1.0,False,False,0.19428571428571428,False
BRaIn,FlexFL,num_negative_modals,25,49,-0.2577319414569243,-0.2577319414569243,0.3114083457934076,-0.20328612316129305,0.0,728.0,0.02055424818968078,0.18857142857142858,small,1.0,False,False,0.18857142857142858,False
BRaIn,FlexFL,semantic_coherence,25,49,-0.0963269328104807,0.1053371080482209,0.02480256632875564,0.34168988254730737,-0.2016640408587016,502.0,0.2086311297754092,-0.18040816326530612,small,1.0,False,False,0.18040816326530612,False
BRaIn,FlexFL,embedding_cluster,25,49,2.0,1.0,3.68,2.877551020408163,1.0,695.5,0.3193681956150035,0.13551020408163264,negligible,1.0,False,False,0.13551020408163264,False
BRaIn,FlexFL,num_temporal_markers,25,49,-0.4635308650875505,-0.4635308650875505,-0.0825437513668211,-0.05709748774168889,0.0,692.5,0.2349121795342647,0.1306122448979592,negligible,1.0,False,False,0.1306122448979592,False
BRaIn,FlexFL,description_chars,25,49,-0.3648935603033021,-0.402453486690538,-0.36523030447091187,-0.14176750921403297,0.037559926387235876,535.5,0.3819203770663473,-0.12571428571428572,negligible,1.0,False,False,0.12571428571428572,False
BRaIn,FlexFL,txt_root_cause_guess_hedge_density,25,49,-0.5490791258336135,1.8279217594398431,0.49680126368670746,0.7606968721742096,-2.3770008852734565,544.5,0.37292212451762385,-0.1110204081632653,negligible,1.0,False,False,0.1110204081632653,False
