feature,all_n,none_n,all_median,none_median,all_mean,none_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
project_num_java_files,94,203,155.5,719.0,213.93617021276594,658.2709359605911,-563.5,2742.0,5.2457074459214817e-23,-0.7126087412220942,large,2.7277678718791705e-21,True,True,0.7126087412220942,True
project_java_bytes,94,203,1234526.0,5623787.0,2002786.4361702127,6762488.8965517245,-4389261.0,3148.0,1.597892259761727e-20,-0.6700555497327324,large,8.149250524784807e-19,True,True,0.6700555497327324,True
txt_description_line_count,95,203,0.3684732874943819,-0.6028194775205034,0.11414794507601064,-0.3683096910904932,0.9712927650148853,15750.5,1.128322407501207e-19,0.6334456831734508,large,5.6416120375060354e-18,True,True,0.6334456831734508,True
description_length,95,203,0.0135613458649355,-1.0231586669890729,0.19523484400908336,-0.42655245588243784,1.0367200128540084,15155.5,4.0337515552437265e-16,0.571739694062743,large,1.9362007465169886e-14,True,True,0.571739694062743,True
ari,95,202,20.7,31.549999999999997,23.077894736842097,36.994284720213365,-10.849999999999998,4578.5,3.6965645583032245e-13,-0.5228243877019281,large,1.7004196968194833e-11,True,True,0.5228243877019281,True
txt_title_avg_sentence_len,95,203,0.2213692285464156,-0.70287777031615,0.4264515658012587,-0.4575443020693794,0.9242469988625656,14473.5,1.396384579971653e-16,0.5010111485610578,large,6.8422844418611e-15,True,True,0.5010111485610578,True
txt_description_avg_sentence_len,95,203,0.0056145410184796,-0.9942554810346128,0.2687410963503314,-0.4062490422498903,0.9998700220530924,14452.5,1.2494775833640703e-12,0.49883329012185634,large,5.622649125138317e-11,True,True,0.49883329012185634,True
txt_title_digit_density,95,203,0.3267506140900994,-0.6450552541976357,0.2046291285038812,-0.44688986981268813,0.9718058682877351,14183.5,5.809422239470851e-16,0.470935960591133,medium,2.7304284525512998e-14,True,True,0.470935960591133,True
embedding_cluster_size,95,203,-0.5748438169972881,0.4146459595637947,-0.3779147623230751,0.49524250339870507,-0.9894897765610828,5119.0,2.5098390584754616e-11,-0.46912107855846513,medium,1.1043291857292032e-09,True,True,0.46912107855846513,True
embedding_cluster_distance,95,203,0.5153313885842272,-0.3813911898100356,0.3599612556055591,-0.44637928875308625,0.8967225783942628,14164.5,6.894812123121877e-11,0.4689655172413793,medium,2.964769212942407e-09,True,True,0.4689655172413793,True
z_ambiguity,95,203,-0.0659380473395786,0.425195202762187,-0.08016066089477757,0.5092438607243928,-0.49113325010176556,5247.5,2.2934992079753988e-10,-0.4557946590614467,medium,9.632696673496675e-09,True,True,0.4557946590614467,True
flesch,95,202,29.45,5.545,21.44021052631579,-11.40707092597413,23.905,13912.0,4.0300030139509935e-10,0.44992183428869204,medium,1.6523012357199074e-08,True,True,0.44992183428869204,True
z_repair_readiness,95,203,0.7456011350793256,0.1296407447104327,0.5830198401328329,0.10066987255641897,0.6159603903688928,13626.5,9.070295891586646e-09,0.4131708581799326,medium,3.6281183566346586e-07,True,True,0.4131708581799326,True
kincaid,95,202,12.8,16.15,13.730526315789474,17.94589307935646,-3.349999999999998,5693.0,1.585697770012363e-08,-0.40667014069828034,medium,6.184221303048215e-07,True,True,0.40667014069828034,True
z_specificity,95,203,0.0780868809443029,0.5958795715311241,-0.0073213233308473645,0.472093452839284,-0.5177926905868212,5756.5,2.0721735404306197e-08,-0.4030075187969925,medium,7.874259453636354e-07,True,True,0.4030075187969925,True
z_hidden_reproducibility,95,203,-1.8738292224896536,-1.2865350418053536,-1.8314722376887882,-1.3593921414481736,-0.5872941806843,5804.0,3.0702741426172697e-08,-0.39808141042260825,medium,1.1360014327683899e-06,True,True,0.39808141042260825,True
code_vocab_jaccard,94,203,0.07974974559981905,0.054054054054054,0.08112081090685239,0.0614506182332078,0.02569569154576505,13120.0,2.0097282134511227e-07,0.3751179121685358,medium,7.235021568424041e-06,True,True,0.3751179121685358,True
code_vocab_overlap_count,94,203,24.5,16.0,27.79787234042553,19.748768472906406,8.5,13109.5,2.1522055932884903e-07,0.37401739859553507,medium,7.532719576509716e-06,True,True,0.37401739859553507,True
