tool,category,n,mean_repair_difficulty,median_repair_difficulty,std_repair_difficulty
BRaIn,fg_cat_Other (Logic),8,1.5143373651357288,1.5143373651357288,0.0
BRaIn,fg_cat_Processing,9,-0.41357831984743654,0.0684006013983548,0.8854518178719503
BRaIn,cat_Functional Issue,19,0.4108593085993119,0.0684006013983548,1.1397660437634727
FlexFL,fg_cat_Other (Logic),48,1.4390281586910738,1.5143373651357288,0.3070767682456451
FlexFL,fg_cat_Processing,25,-0.3075429571733624,0.0684006013983548,0.5163026955214665
FlexFL,cat_Functional Issue,82,0.7384688577644549,1.5143373651357288,0.9213833025468925
boostnsift,cat_Functional Issue,9,0.4700497024365143,0.0684006013983548,1.0911261900861609
locus,cat_Functional Issue,11,0.4627469915085477,1.5143373651357288,1.347270012120329
