feature,all_n,none_n,all_median,none_median,all_mean,none_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
project_num_java_files,124,132,173.0,733.0,237.57258064516128,679.9848484848485,-560.0,2409.5,1.7904395002613907e-22,-0.7055840664711632,large,9.310285401359231e-21,True,True,0.7055840664711632,True
project_java_bytes,124,132,1260561.0,5770019.5,2192174.2983870967,7018625.371212121,-4509458.5,2756.0,4.864675131214728e-20,-0.6632453567937439,large,2.480984316919511e-18,True,True,0.6632453567937439,True
txt_description_line_count,126,132,0.3502615481503528,-0.6028194775205034,0.057042908870561564,-0.3880497231351097,0.9530810256708562,13423.5,3.920981450491343e-18,0.6141774891774892,large,1.9604907252456715e-16,True,True,0.6141774891774892,True
description_length,126,132,0.0069998267962392505,-1.0231586669890729,0.16385716403899653,-0.4315946422653513,1.030158493785312,13022.0,1.894976846691856e-15,0.5658970658970659,large,9.285386548790094e-14,True,True,0.5658970658970659,True
txt_description_avg_sentence_len,126,132,0.057609278416676346,-0.9942554810346128,0.2742603995544575,-0.4633601900730867,1.051864759451289,12992.0,2.8482288506005467e-15,0.5622895622895623,large,1.3671498482882623e-13,True,True,0.5622895622895623,True
embedding_cluster_distance,126,132,0.4689982177974751,-0.48353243626204523,0.3575009387448232,-0.577863396382385,0.9525306540595203,12788.0,8.433745132904829e-14,0.5377585377585378,large,3.8795227611362215e-12,True,True,0.5377585377585378,True
txt_title_avg_sentence_len,126,132,-0.027466501916582797,-0.70287777031615,0.2871248965493931,-0.5154430642531121,0.6754112683995671,12320.5,2.2176482553238887e-14,0.48154160654160655,large,1.0422946800022276e-12,True,True,0.48154160654160655,True
ari,126,131,20.85,32.5,23.720634920634915,37.887334213933585,-11.649999999999999,4372.5,7.352584561307838e-11,-0.470192657215558,medium,3.2351372069754487e-09,True,True,0.470192657215558,True
embedding_cluster_size,126,132,-0.5748438169972881,0.4146459595637947,-0.37102864707440736,0.4932682092517877,-0.9894897765610828,4503.0,1.0069316177332641e-10,-0.45851370851370854,medium,4.329805956253035e-09,True,True,0.45851370851370854,True
txt_title_digit_density,126,132,0.17206859913573075,-0.6450552541976357,0.11981751382683704,-0.4672668877234397,0.8171238533333665,11952.0,8.287882871041381e-13,0.43722943722943725,medium,3.729547291968622e-11,True,True,0.43722943722943725,True
z_repair_readiness,126,132,0.7225587542752605,0.05735393346764035,0.5445964922617965,0.045013078992335816,0.6652048208076201,11857.5,3.4040356038896882e-09,0.4258658008658009,medium,1.429694953633669e-07,True,True,0.4258658008658009,True
code_vocab_overlap_count,124,132,22.0,14.0,26.927419354838708,17.984848484848484,8.0,11605.0,7.475780149361348e-09,0.41801075268817206,medium,3.0650698612381523e-07,True,True,0.41801075268817206,True
z_specificity,126,132,0.0780868809443029,0.6252083623263289,0.004782811111093392,0.500006173654309,-0.547121481382026,4888.5,1.0619677762236293e-08,-0.41215728715728717,medium,4.247871104894517e-07,True,True,0.41215728715728717,True
z_ambiguity,126,132,0.065723688441293,0.425600818188658,0.0022054508834665207,0.5600332205061284,-0.359877129747365,4972.0,2.3901641476832485e-08,-0.4021164021164021,medium,9.321640175964669e-07,True,True,0.4021164021164021,True
z_actionability,126,132,0.9718708298316794,0.6685174699763448,0.8955645602700032,0.4573921434653008,0.3033533598553346,11546.5,6.980294377275717e-08,0.38846801346801346,medium,2.6525118633647726e-06,True,True,0.38846801346801346,True
z_hidden_reproducibility,126,132,-1.7728694452316112,-1.2438487391746786,-1.771004208564468,-1.3078802917679708,-0.5290207060569325,5098.5,7.873180699317679e-08,-0.3869047619047619,medium,2.913076858747541e-06,True,True,0.3869047619047619,True
flesch,126,131,29.45,6.1,18.584603174603178,-13.316985346873581,23.35,11417.0,1.0936804433191898e-07,0.3833757421543681,medium,3.937249595949083e-06,True,True,0.3833757421543681,True
code_vocab_jaccard,124,132,0.0758141762452107,0.052593161736457894,0.07814821522280983,0.05918724846871383,0.023221014508752802,11219.0,2.9714806989012333e-07,0.3708455522971652,medium,1.0400182446154317e-05,True,True,0.3708455522971652,True
z_reproducibility,126,132,0.1524985703326045,0.5607721540920443,0.10556429557334304,0.5189954797398398,-0.4082735837594398,5424.0,1.3883066812380672e-06,-0.3477633477633478,medium,4.7202427162094284e-05,True,True,0.3477633477633478,True
kincaid,126,131,13.149999999999999,16.0,14.146031746031747,18.122547886036095,-2.8500000000000014,5521.5,4.5465575183134124e-06,-0.33097055616139587,medium,0.0001500363981043426,True,True,0.33097055616139587,True
technical_completeness,126,132,0.7,0.3,0.5420634920634921,0.35000000000000003,0.39999999999999997,11013.0,5.613215979062034e-06,0.32431457431457433,small,0.00017962291132998508,True,True,0.32431457431457433,True
z_clarity,126,132,1.177621523593293,0.9914601339836674,1.1813843823647325,0.8001026645880956,0.18616138960962558,10927.0,1.3149093298525282e-05,0.31397306397306396,small,0.00040762189225428374,True,True,0.31397306397306396,True
