tool_a,tool_b,feature,n_a,n_b,median_a,median_b,mean_a,mean_b,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
BRaIn,FlexFL,embedding_cluster_distance,26,117,0.5198825507352434,-0.0206333394793311,0.5561981447408803,-0.10284158615573875,0.5405158902145745,2195.0,0.0004233526233419377,0.443129520052597,medium,0.021590983790438823,True,True,0.443129520052597,True
BRaIn,FlexFL,reasoning_composite,26,117,0.7333182500071839,0.2081718188270818,0.32935945679172085,-0.10152992263810638,0.5251464311801021,1958.0,0.01838566435290866,0.2873109796186719,small,0.9008975532925243,False,False,0.2873109796186719,False
BRaIn,FlexFL,causal_reasoning_quality,26,117,0.8480647640971679,0.3479700762291345,0.2710324319417448,-0.12647873020976888,0.5000946878680335,1908.5,0.03520859644516874,0.25476660092044706,small,1.0,False,False,0.25476660092044706,False
BRaIn,FlexFL,embedding_min,26,117,-0.37025020860112123,0.1439818014298243,-0.3056721138837863,0.06066919275380686,-0.5142320100309455,1136.0,0.044171156071408736,-0.25312294543063774,small,1.0,False,False,0.25312294543063774,False
BRaIn,FlexFL,gunning_fog,26,117,0.3064121511263186,-0.1245608087165999,0.49298157955916005,-0.07758391941556221,0.4309729598429185,1887.0,0.055744811189154864,0.2406311637080868,small,1.0,False,False,0.2406311637080868,False
BRaIn,FlexFL,description_chars,26,117,-0.46818335786820076,-0.2172441945052025,-0.22670889744097816,0.14522625336501585,-0.25093916336299826,1165.5,0.06315903552628226,-0.23372781065088757,small,1.0,False,False,0.23372781065088757,False
BRaIn,FlexFL,quality_std,26,117,-0.6141221745332237,-0.6141221745332237,0.44196111678885086,-0.1199766897903469,0.0,1874.5,0.017013505961035548,0.2324128862590401,small,0.8506752980517774,False,False,0.2324128862590401,False
BRaIn,FlexFL,num_OB,26,117,-0.4995211341402941,-0.2886514946017978,-0.08589222581478227,-0.05615419972601993,-0.2108696395384963,1176.0,0.0692575840372268,-0.22682445759368836,small,1.0,False,False,0.22682445759368836,False
BRaIn,FlexFL,repair_difficulty,26,117,0.0684006013983548,0.0684006013983548,-0.26527711331026993,0.1240135538497923,0.0,1195.0,0.07247919828311035,-0.2143326758711374,small,1.0,False,False,0.2143326758711374,False
BRaIn,FlexFL,num_modal_verbs,26,117,-0.0804807840834863,-0.5746091275372439,0.41364755937027137,0.025102195286974726,0.4941283434537576,1840.5,0.06925936945274744,0.21005917159763313,small,1.0,False,False,0.21005917159763313,False
