tool,feature,unique_count,all_count,unique_median,all_median,unique_mean,all_mean,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta
FlexFL,concept_is_missing,83,306,1.0,0.0,0.5301204819277109,0.026143790849673203,19099.0,6.476175173812548e-33,0.5039766910780377,large,4.533322621668784e-32,True,True,0.5039766910780377
FlexFL,fg_cat_is_missing,83,306,0.0,0.0,0.012048192771084338,0.016339869281045753,12644.5,0.780658268587099,-0.004291676509961415,negligible,1.0,False,False,0.004291676509961415
FlexFL,txt_fine_grained_reasoning_is_missing,83,306,0.0,0.0,0.012048192771084338,0.016339869281045753,12644.5,0.780658268587099,-0.004291676509961415,negligible,1.0,False,False,0.004291676509961415
FlexFL,cat_is_missing,83,306,0.0,0.0,0.0,0.0,12699.0,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,txt_title_is_missing,83,306,0.0,0.0,0.0,0.0,12699.0,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,txt_reasoning_is_missing,83,306,0.0,0.0,0.0,0.0,12699.0,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,txt_likely_impacted_code_concepts_is_missing,83,306,0.0,0.0,0.0,0.0,12699.0,1.0,0.0,negligible,1.0,False,False,0.0
boostnsift,concept_is_missing,23,306,0.0,0.0,0.34782608695652173,0.026143790849673203,4651.0,5.076304540160226e-12,0.32168229610684856,small,3.553413178112158e-11,True,True,0.32168229610684856
boostnsift,fg_cat_is_missing,23,306,0.0,0.0,0.08695652173913043,0.016339869281045753,3767.5,0.02411037084650073,0.07061665245808468,negligible,0.1446622250790044,False,False,0.07061665245808468
boostnsift,txt_fine_grained_reasoning_is_missing,23,306,0.0,0.0,0.08695652173913043,0.016339869281045753,3767.5,0.02411037084650073,0.07061665245808468,negligible,0.1446622250790044,False,False,0.07061665245808468
boostnsift,cat_is_missing,23,306,0.0,0.0,0.0,0.0,3519.0,1.0,0.0,negligible,1.0,False,False,0.0
boostnsift,txt_title_is_missing,23,306,0.0,0.0,0.0,0.0,3519.0,1.0,0.0,negligible,1.0,False,False,0.0
boostnsift,txt_reasoning_is_missing,23,306,0.0,0.0,0.0,0.0,3519.0,1.0,0.0,negligible,1.0,False,False,0.0
boostnsift,txt_likely_impacted_code_concepts_is_missing,23,306,0.0,0.0,0.0,0.0,3519.0,1.0,0.0,negligible,1.0,False,False,0.0
buglocator,concept_is_missing,14,306,0.0,0.0,0.35714285714285715,0.026143790849673203,2851.0,9.317749926272277e-10,0.33099906629318393,medium,6.522424948390594e-09,True,True,0.33099906629318393
buglocator,fg_cat_is_missing,14,306,0.0,0.0,0.0,0.016339869281045753,2107.0,0.6351876350588896,-0.016339869281045753,negligible,1.0,False,False,0.016339869281045753
buglocator,txt_fine_grained_reasoning_is_missing,14,306,0.0,0.0,0.0,0.016339869281045753,2107.0,0.6351876350588896,-0.016339869281045753,negligible,1.0,False,False,0.016339869281045753
buglocator,cat_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
buglocator,txt_title_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
buglocator,txt_reasoning_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
buglocator,txt_likely_impacted_code_concepts_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
locus,concept_is_missing,14,306,0.0,0.0,0.35714285714285715,0.026143790849673203,2851.0,9.317749926272277e-10,0.33099906629318393,medium,6.522424948390594e-09,True,True,0.33099906629318393
locus,fg_cat_is_missing,14,306,0.0,0.0,0.0,0.016339869281045753,2107.0,0.6351876350588896,-0.016339869281045753,negligible,1.0,False,False,0.016339869281045753
locus,txt_fine_grained_reasoning_is_missing,14,306,0.0,0.0,0.0,0.016339869281045753,2107.0,0.6351876350588896,-0.016339869281045753,negligible,1.0,False,False,0.016339869281045753
locus,cat_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
locus,txt_title_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
locus,txt_reasoning_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
locus,txt_likely_impacted_code_concepts_is_missing,14,306,0.0,0.0,0.0,0.0,2142.0,1.0,0.0,negligible,1.0,False,False,0.0
