tool,feature,unique_count,other_count,unique_median,other_median,unique_mean,other_mean,unique_std,other_std,u_statistic,p_value,cliffs_delta,effect_size,median_diff,mean_diff,pval_adj,reject,significant,abs_delta
FlexFL,concept_is_missing,83,51,1.0,0.0,0.5301204819277109,0.35294117647058826,0.5021259534339567,0.48263979992390615,2491.5,0.046910460736677456,0.1771793054571226,small,1.0,0.17717930545712263,0.32837322515674217,False,False,0.1771793054571226
FlexFL,fg_cat_is_missing,83,51,0.0,0.0,0.012048192771084338,0.0392156862745098,0.10976425998969035,0.19603921176392136,2059.0,0.3080513874559726,-0.027167493503425465,negligible,0.0,-0.027167493503425465,1.0,False,False,0.027167493503425465
FlexFL,txt_fine_grained_reasoning_is_missing,83,51,0.0,0.0,0.012048192771084338,0.0392156862745098,0.10976425998969035,0.19603921176392136,2059.0,0.3080513874559726,-0.027167493503425465,negligible,0.0,-0.027167493503425465,1.0,False,False,0.027167493503425465
FlexFL,cat_is_missing,83,51,0.0,0.0,0.0,0.0,0.0,0.0,2116.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
FlexFL,txt_title_is_missing,83,51,0.0,0.0,0.0,0.0,0.0,0.0,2116.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
FlexFL,txt_reasoning_is_missing,83,51,0.0,0.0,0.0,0.0,0.0,0.0,2116.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
FlexFL,txt_likely_impacted_code_concepts_is_missing,83,51,0.0,0.0,0.0,0.0,0.0,0.0,2116.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,concept_is_missing,23,111,0.0,0.0,0.34782608695652173,0.4864864864864865,0.48698475355767396,0.5020841085798794,1099.5,0.22785419786435912,-0.13866039952996476,negligible,0.0,-0.13866039952996478,1.0,False,False,0.13866039952996476
boostnsift,fg_cat_is_missing,23,111,0.0,0.0,0.08695652173913043,0.009009009009009009,0.28810406552003043,0.09491579957524991,1376.0,0.02262809533505551,0.07794751273012143,negligible,0.0,0.07794751273012142,0.15839666734538857,False,False,0.07794751273012143
boostnsift,txt_fine_grained_reasoning_is_missing,23,111,0.0,0.0,0.08695652173913043,0.009009009009009009,0.28810406552003043,0.09491579957524991,1376.0,0.02262809533505551,0.07794751273012143,negligible,0.0,0.07794751273012142,0.15839666734538857,False,False,0.07794751273012143
boostnsift,cat_is_missing,23,111,0.0,0.0,0.0,0.0,0.0,0.0,1276.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,txt_title_is_missing,23,111,0.0,0.0,0.0,0.0,0.0,0.0,1276.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,txt_reasoning_is_missing,23,111,0.0,0.0,0.0,0.0,0.0,0.0,1276.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,txt_likely_impacted_code_concepts_is_missing,23,111,0.0,0.0,0.0,0.0,0.0,0.0,1276.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,concept_is_missing,14,120,0.0,0.0,0.35714285714285715,0.475,0.4972451580988468,0.5014684319429231,741.0,0.4067578792874581,-0.11785714285714285,negligible,0.0,-0.11785714285714283,1.0,False,False,0.11785714285714285
buglocator,fg_cat_is_missing,14,120,0.0,0.0,0.0,0.025,0.0,0.15677956478053226,819.0,0.5606246502303025,-0.025,negligible,0.0,-0.025,1.0,False,False,0.025
buglocator,txt_fine_grained_reasoning_is_missing,14,120,0.0,0.0,0.0,0.025,0.0,0.15677956478053226,819.0,0.5606246502303025,-0.025,negligible,0.0,-0.025,1.0,False,False,0.025
buglocator,cat_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,txt_title_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,txt_reasoning_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,txt_likely_impacted_code_concepts_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,concept_is_missing,14,120,0.0,0.0,0.35714285714285715,0.475,0.4972451580988468,0.5014684319429231,741.0,0.4067578792874581,-0.11785714285714285,negligible,0.0,-0.11785714285714283,1.0,False,False,0.11785714285714285
locus,fg_cat_is_missing,14,120,0.0,0.0,0.0,0.025,0.0,0.15677956478053226,819.0,0.5606246502303025,-0.025,negligible,0.0,-0.025,1.0,False,False,0.025
locus,txt_fine_grained_reasoning_is_missing,14,120,0.0,0.0,0.0,0.025,0.0,0.15677956478053226,819.0,0.5606246502303025,-0.025,negligible,0.0,-0.025,1.0,False,False,0.025
locus,cat_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,txt_title_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,txt_reasoning_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,txt_likely_impacted_code_concepts_is_missing,14,120,0.0,0.0,0.0,0.0,0.0,0.0,840.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
