feature,none_count,all_count,none_median,all_median,none_mean,all_mean,none_std,all_std,u_statistic,p_value,cliffs_delta,effect_size,median_diff,mean_diff,pval_adj,reject,significant,abs_delta
txt_title_avg_sentence_len,142,306,-0.70287777031615,0.363561074525272,-0.3426918055373148,0.44598355387330996,0.7608311664896731,1.0798389577447716,11259.0,2.2107777722129358e-17,-0.48177299088649544,large,1.066438844841422,0.7886753594106248,1.1496044415507266e-15,True,True,0.48177299088649544
txt_title_avg_words_per_line,142,306,-0.7977119766339881,0.5965098977550859,-0.3362441731390129,0.481463811714811,0.8518121198704063,0.9936438711465851,11481.5,9.989730033250057e-17,-0.47153180521034704,medium,1.394221874389074,0.8177079848538239,5.094762316957529e-15,True,True,0.47153180521034704
txt_title_word_count,142,306,-0.7977119766339881,0.5965098977550859,-0.3362441731390129,0.481463811714811,0.8518121198704063,0.9936438711465851,11481.5,9.989730033250057e-17,-0.47153180521034704,medium,1.394221874389074,0.8177079848538239,5.094762316957529e-15,True,True,0.47153180521034704
txt_title_char_len,142,306,-0.8087090999825622,0.6798219228002867,-0.3272077503593777,0.48848569111360257,0.8819104751811062,0.9815056058252979,11667.0,3.681779256506279e-16,-0.46299364816349076,medium,1.488531022782849,0.8156934414729803,1.8040718356880766e-14,True,True,0.46299364816349076
txt_title_digit_density,142,306,-0.6450552541976357,0.392236887967951,-0.29499283777886603,0.33795694444114327,0.6100753630378416,0.8510865680961934,12036.0,2.326354708244086e-15,-0.4460093896713615,medium,1.0372921421655867,0.6329497822200093,1.1166502599571612e-13,True,True,0.4460093896713615
txt_likely_impacted_code_concepts_avg_sentence_len,142,306,-0.2409665081009433,0.4260181358690711,-0.4593804936263353,0.39768218694224045,1.103602832096017,0.6309655457477342,12826.0,1.250230414170515e-12,-0.40964742704593576,medium,0.6669846439700144,0.8570626805685757,5.751059905184369e-11,True,True,0.40964742704593576
txt_likely_impacted_code_concepts_avg_words_per_line,142,306,-0.242839195294828,0.4241697786235321,-0.4612611480216149,0.3958327960714449,1.1036430887947908,0.6309885618085608,12826.0,1.250230414170515e-12,-0.40964742704593576,medium,0.6670089739183601,0.8570939440930598,5.751059905184369e-11,True,True,0.40964742704593576
txt_likely_impacted_code_concepts_word_count,142,306,-0.242839195294828,0.4241697786235321,-0.4612611480216149,0.3958327960714449,1.1036430887947908,0.6309885618085608,12826.0,1.250230414170515e-12,-0.40964742704593576,medium,0.6670089739183601,0.8570939440930598,5.751059905184369e-11,True,True,0.40964742704593576
txt_likely_impacted_code_concepts_char_len,142,306,-0.1604484614713787,0.3853418492243873,-0.399952396226519,0.37575484621788485,1.168345183430578,0.6166811204669768,14057.5,1.6609575101871356e-09,-0.3529641903709841,medium,0.545790310695766,0.7757072424444038,6.643830040748543e-08,True,True,0.3529641903709841
txt_reasoning_avg_word_len,142,306,-0.5321269076329314,0.2054081005009265,-0.29968298840715724,0.283884143543069,1.0047138874327946,0.9470309600320826,14621.5,2.5262289384311518e-08,-0.32700451072447756,small,0.7375350081338579,0.5835671319502262,9.852292859881492e-07,True,True,0.32700451072447756
txt_fine_grained_reasoning_avg_word_len,142,306,-0.31491655885216535,0.12585600718144457,-0.26333984271664557,0.222889592117487,0.9898449261630468,0.8723348488669933,15138.0,2.3847809476878237e-07,-0.3032311516155758,small,0.4407725660336099,0.48622943483413256,9.062167601213731e-06,True,True,0.3032311516155758
txt_fine_grained_reasoning_char_len,142,306,-0.2141378512520826,0.26624916940887433,-0.30043421004143667,0.20956779751802188,1.1980846802442076,0.8806043823736662,15364.0,6.058260471505426e-07,-0.2928288686366565,small,0.48038702066095695,0.5100020075594586,2.2415563744570073e-05,True,True,0.2928288686366565
txt_reasoning_char_len,142,306,-0.3480322846985934,0.16128821294705398,-0.26768876957702653,0.22313163139756403,0.9936394772928144,0.8737625391415843,15463.5,9.046460662641201e-07,-0.28824910245788454,small,0.5093204976456474,0.49082040097459056,3.2567258385508324e-05,True,True,0.28824910245788454
txt_title_avg_word_len,142,306,-0.3969089280843758,-0.0974324592433402,-0.28022485860006574,0.31601924171489765,0.959245934277445,1.1284534376331197,15856.0,1.6445589840620365e-06,-0.2701831906471509,small,0.29947646884103557,0.5962441003149634,5.7559564442171275e-05,True,True,0.2701831906471509
txt_fine_grained_reasoning_hedge_density,142,306,-0.372629788649181,-0.372629788649181,0.30088242998894815,-0.25716369761822355,1.239621434845404,0.6872965849268543,26698.5,9.819208813304286e-13,0.22887323943661972,small,0.0,-0.5580461276071718,4.615028142253014e-11,True,True,0.22887323943661972
txt_fine_grained_reasoning_hedge_count,142,306,-0.3770599600499196,-0.3770599600499196,0.3255797939113843,-0.2466353259812854,1.248947685224947,0.7061989052632106,26631.5,1.864902988036519e-12,0.22578937678357727,small,0.0,-0.5722151198926697,8.019082848557032e-11,True,True,0.22578937678357727
txt_reasoning_hedge_density,142,306,-0.3595077050751572,-0.3595077050751572,0.289706378299249,-0.24766502725338535,1.1941413468381255,0.6191826376351536,26261.0,2.2846433301986474e-11,0.20873607659026053,small,0.0,-0.5373714055526344,9.59550198683432e-10,True,True,0.20873607659026053
txt_reasoning_hedge_count,142,306,-0.3672299048237221,-0.3672299048237221,0.3011605406594275,-0.24793447589133497,1.234611486396508,0.6272984338055709,26200.5,3.957771656069947e-11,0.20595139464236398,small,0.0,-0.5490950165507624,1.6226863789886781e-09,True,True,0.20595139464236398
txt_fine_grained_reasoning_word_count,142,306,-0.062483223151053,0.1709552168092574,-0.22769845706662495,0.14044038805627568,1.2035652636670964,0.9024982168916517,17955.5,0.0030780136309403352,-0.17354782288502255,small,0.2334384399603104,0.3681388451229006,0.09849643619009073,False,False,0.17354782288502255
