tool,feature,unique_count,all_count,unique_median,all_median,unique_mean,all_mean,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta
FlexFL,coleman_liau_index,147,69,-0.1362911171359244,-0.5684429754032957,0.1790119091048646,-0.524616376876637,7954.5,1.6903129610602292e-11,0.5684708666075126,large,1.0648971654679443e-09,True,True,0.5684708666075126
FlexFL,flesch_reading_ease,147,69,0.0486859949999307,0.5156969938167737,-0.1970023029508704,0.4995809088039625,2220.0,2.794858562175328e-11,-0.562259686483289,large,1.70486372292695e-09,True,True,0.562259686483289
FlexFL,repair_difficulty,147,69,0.0684006013983548,-0.6545677804703322,0.04380984011030429,-0.8641238331858937,7840.5,1.8982870516841176e-11,0.5459923099674653,large,1.1769379720441528e-09,True,True,0.5459923099674653
FlexFL,automated_readability_index,147,69,-0.1613398748978194,-0.5697825200015744,0.15620354541461678,-0.5196151081573088,7804.0,1.7788904496242703e-10,0.5387952282362221,large,1.0673342697745623e-08,True,True,0.5387952282362221
FlexFL,summary_chars,147,69,-0.8058683276097268,0.8322639262566758,-0.13876252107229572,0.7189543830050472,2750.0,9.487340695724719e-09,-0.4577541161392093,medium,5.597531010477584e-07,True,True,0.4577541161392093
FlexFL,causal_reasoning_quality,147,69,0.3479700762291345,0.8480647640971679,-0.03305444786079562,0.6596232875092133,2796.5,1.1882934249182436e-08,-0.44858523119392685,medium,6.892101864525812e-07,True,True,0.44858523119392685
FlexFL,actionability,147,69,0.3430376111637781,0.8491089986580442,0.019427336167444686,0.6437466964864582,3298.0,7.880114689367726e-06,-0.349699300009859,medium,0.00044128642260459264,True,True,0.349699300009859
FlexFL,causal_density,147,69,-0.107971877553864,0.3857312337572436,-0.015062072430016478,0.5123800881899572,3427.0,0.00011394336723865267,-0.3242630385487528,small,0.005925055096409939,True,True,0.3242630385487528
FlexFL,clarity,147,69,0.2638805499878769,0.7623879238337528,0.012931259752537992,0.5962187992184607,3496.5,4.6864808850244795e-05,-0.3105590062111801,small,0.0024838348690629742,True,True,0.3105590062111801
FlexFL,has_version_info,147,69,0.7882634225314346,0.7882634225314346,-0.02329264790218313,0.5497851769467433,3658.5,3.5700018161350096e-05,-0.27861579414374443,small,0.0019635009988742554,True,True,0.27861579414374443
FlexFL,expected_observed_alignment,147,69,0.7027131095927159,0.7027131095927159,0.013823967990662031,0.5692918924444921,3710.5,0.00021384142077341095,-0.2683624174307404,small,0.010905912459443959,True,True,0.2683624174307404
FlexFL,specificity,147,69,0.3779646843889213,0.8878201148650916,0.048466276938334975,0.5922517493716595,3716.5,0.0006829019776343181,-0.2671793355023169,small,0.03346219690408159,True,True,0.2671793355023169
FlexFL,num_causal_markers,147,69,-0.1531279935599871,-0.1531279935599871,0.08540109822400405,0.2542847018146935,3727.5,0.0014195138275000148,-0.2650103519668737,small,0.06813666372000071,False,False,0.2650103519668737
FlexFL,confidence,147,69,0.5605334956487706,0.5605334956487706,0.007146060089492188,0.5605334956487704,3829.5,7.226910671640976e-06,-0.24489795918367346,small,0.00041193390828353564,True,True,0.24489795918367346
FlexFL,description_length,147,69,-0.0673640559823182,0.1200037663126747,0.13626621606796951,0.24879338938568382,3901.5,0.006217784933714183,-0.23070097604259096,small,0.2798003220171382,False,False,0.23070097604259096
FlexFL,technical_depth,147,69,0.627005794172899,0.627005794172899,0.04843956758277663,0.5389631075178805,3923.5,0.005531230963749651,-0.2263630089717046,small,0.25443662433248393,False,False,0.2263630089717046
FlexFL,fine_grained_confidence,147,69,5.0,5.0,3.938775510204082,4.768115942028985,3956.5,0.00026313842137065186,-0.21985605836537514,small,0.013156921068532593,True,True,0.21985605836537514
FlexFL,num_versions,147,69,-0.1809757993128989,-0.0494572680454745,0.11516456701034915,0.03250355578784791,4081.0,0.017812391362065416,-0.19530710835058662,small,0.7837452199308783,False,False,0.19530710835058662
FlexFL,concept__string_manipulation,147,69,0.0,0.0,0.027210884353741496,0.18840579710144928,4254.0,4.311321941356741e-05,-0.16119491274770778,small,0.0023281138483326404,True,True,0.16119491274770778
FlexFL,smog_index,147,69,0.0257005731423236,-0.0893850815905817,0.14417620443466764,-0.07048212380836548,5754.0,0.11116920079502184,0.13457556935817805,negligible,1.0,False,False,0.13457556935817805
FlexFL,concept__deserialization,147,69,0.0,0.0,0.11564625850340136,0.0,5658.0,0.0033497016522352372,0.11564625850340136,negligible,0.15743597765505615,False,False,0.11564625850340136
FlexFL,modal_density,147,69,-0.4673947634391083,-0.3053087582291381,-0.14159686798149934,-0.04769694023259002,4490.0,0.13804392619472433,-0.11466035689638174,negligible,1.0,False,False,0.11466035689638174
FlexFL,concept__json_parsing,147,69,0.0,0.0,0.17006802721088435,0.057971014492753624,5640.0,0.02470904518208483,0.11209701271813073,negligible,1.0,False,False,0.11209701271813073
FlexFL,n_words,147,69,-0.2518277799516151,-0.1779602637011706,0.07161479120395926,0.00010684068999746914,4504.5,0.18589225380634133,-0.11180124223602485,negligible,1.0,False,False,0.11180124223602485
FlexFL,num_browser_mentions,147,69,-0.390976846636182,-0.390976846636182,-0.0010557613348435113,-0.2826244845581163,5611.5,0.023043514598620914,0.1064773735581189,negligible,0.9908711277406993,False,False,0.1064773735581189
FlexFL,gunning_fog,147,69,-0.0899571404080446,-0.1402897488568527,0.025469487307031562,-0.16769001849248097,5546.5,0.26788576279574194,0.09366065266686385,negligible,1.0,False,False,0.09366065266686385
FlexFL,ambiguity,147,69,-0.5855868655187282,-0.5855868655187282,0.018832433113205913,-0.13468189929068952,5513.5,0.2421824426500463,0.08715370206053435,negligible,1.0,False,False,0.08715370206053435
FlexFL,temporal_density,147,69,-0.4256912142338764,-0.4256912142338764,0.011881754501218332,0.08308020398127933,4645.5,0.22766976902389102,-0.08399881691807158,negligible,1.0,False,False,0.08399881691807158
FlexFL,hidden_s2r_present,147,69,-0.4195906791483444,-0.4195906791483444,0.05708716723106734,-0.17586322378217567,5493.0,0.10549976744166298,0.08311150547175392,negligible,1.0,False,False,0.08311150547175392
FlexFL,concept__html_parsing,147,69,0.0,0.0,0.09523809523809523,0.014492753623188406,5481.0,0.030087950636638466,0.08074534161490683,negligible,1.0,False,False,0.08074534161490683
FlexFL,has_stacktrace,147,69,1.0605102233558332,-0.9429423479159332,0.14737197658570836,-0.013804923558012553,5479.5,0.2715801520930481,0.08044957113280095,negligible,1.0,False,False,0.08044957113280095
FlexFL,has_code,147,69,-0.6202765124580578,-0.6202765124580578,0.10869025447013113,0.2856495783258871,4669.5,0.25704900868315084,-0.0792664892043774,negligible,1.0,False,False,0.0792664892043774
FlexFL,num_modal_verbs,147,69,-0.5746091275372439,-0.0804807840834863,-0.03678235915220162,-0.05183566272384819,4690.5,0.3274036728176518,-0.075125702454895,negligible,1.0,False,False,0.075125702454895
FlexFL,concept__serialization,147,69,0.0,0.0,0.08843537414965986,0.014492753623188406,5446.5,0.04030721446318668,0.07394262052647146,negligible,1.0,False,False,0.07394262052647146
FlexFL,num_temporal_markers,147,69,-0.4635308650875505,-0.4635308650875505,-0.051207148939574954,0.07607538952349574,4707.0,0.29899503620408585,-0.07187222715173026,negligible,1.0,False,False,0.07187222715173026
FlexFL,stacktrace_depth,147,69,-0.2020454871191189,-0.2020454871191189,0.10987949317044951,-0.15998625752586387,5425.0,0.11632636492134796,0.06970324361628709,negligible,1.0,False,False,0.06970324361628709
FlexFL,num_env_mentions,147,69,-0.2192296649910203,-0.2192296649910203,0.07511022535870449,-0.21922966499102037,5416.5,0.02711030531911821,0.06802721088435375,negligible,1.0,False,False,0.06802721088435375
FlexFL,has_enumeration,147,69,-0.1606191949877903,-0.1606191949877903,0.013163801856790107,0.3947308166677165,4768.5,0.05229501490334421,-0.05974563738538894,negligible,1.0,False,False,0.05974563738538894
FlexFL,redundancy,147,69,-0.0561852992188978,-0.0501962235917133,-0.039250153088805,0.08362788822562041,4792.0,0.5147519018979139,-0.05511189983239673,negligible,1.0,False,False,0.05511189983239673
FlexFL,description_chars,147,69,-0.2276055535085779,-0.2535089510170165,0.12489210891237731,-0.1381543645038941,5308.5,0.5807984928306498,0.04673173617272996,negligible,1.0,False,False,0.04673173617272996
FlexFL,num_EB,147,69,-0.673136533919824,-0.673136533919824,-0.06004226296575494,0.0993221197600339,4855.5,0.5730703157506614,-0.04259094942324756,negligible,1.0,False,False,0.04259094942324756
FlexFL,completeness_score,147,69,-0.1877149484641514,-0.1877149484641514,0.10441436281637467,0.17014345785449309,4874.0,0.6276241553574935,-0.03894311347727497,negligible,1.0,False,False,0.03894311347727497
FlexFL,has_EB,147,69,-0.9249624617007738,-0.9249624617007738,-0.06521071158558321,0.005396920066388927,4893.0,0.6287920873042856,-0.035196687370600416,negligible,1.0,False,False,0.035196687370600416
FlexFL,missing_EB,147,69,0.9249624617007736,0.9249624617007736,0.06521071158558307,-0.005396920066389106,5250.0,0.6287920873042856,0.035196687370600416,negligible,1.0,False,False,0.035196687370600416
FlexFL,num_negative_modals,147,69,-0.2577319414569243,-0.2577319414569243,0.06289343295068194,-0.03863355189044686,4914.5,0.5176264996303912,-0.03095731046041605,negligible,1.0,False,False,0.03095731046041605
FlexFL,n_tokens,147,69,-0.2162259041155817,-0.2109939753452172,0.09811691833244442,0.01905924044153779,4931.0,0.7437411841509669,-0.027703835157251305,negligible,1.0,False,False,0.027703835157251305
FlexFL,concept__reflection,147,69,0.0,0.0,0.027210884353741496,0.0,5209.5,0.16916277032304927,0.027210884353741496,negligible,1.0,False,False,0.027210884353741496
FlexFL,num_exception_types,147,69,-0.5251530779927517,-0.5251530779927517,0.07144939836636077,0.0044396999347213265,5200.5,0.7115753847226611,0.025436261461106183,negligible,1.0,False,False,0.025436261461106183
FlexFL,num_caused_by,147,69,-0.1602391524099254,-0.1602391524099254,0.042027956074258695,-0.10637454199837637,5171.5,0.41442085547514773,0.01971803214039239,negligible,1.0,False,False,0.01971803214039239
FlexFL,n_sentences,147,69,-0.2868038552763112,-0.2868038552763112,0.13854652556003003,-0.15462403441229483,5163.5,0.8302782257034185,0.018140589569160998,negligible,1.0,False,False,0.018140589569160998
FlexFL,has_os_info,147,69,-0.3751138260763807,-0.3751138260763807,-0.06481063133318889,-0.022537442484116325,5001.0,0.7596582581392752,-0.013901212658976633,negligible,1.0,False,False,0.013901212658976633
FlexFL,has_OB,147,69,0.135250445200115,0.135250445200115,0.03281586765626385,0.13525044520011495,5002.5,0.33498175169631017,-0.013605442176870748,negligible,1.0,False,False,0.013605442176870748
FlexFL,missing_OB,147,69,-0.1352504452001148,-0.1352504452001148,-0.03281586765626371,-0.13525044520011478,5140.5,0.33498175169631017,0.013605442176870748,negligible,1.0,False,False,0.013605442176870748
FlexFL,num_os_mentions,147,69,-0.3565391088761866,-0.3565391088761866,-0.05452976107230372,-0.05375735864825288,5009.0,0.786521930127657,-0.012323770087745243,negligible,1.0,False,False,0.012323770087745243
FlexFL,has_patch,147,69,-0.1828000043330371,-0.1828000043330371,0.12486037081049729,0.06299388233054744,5127.0,0.7359264164940389,0.010943507837917775,negligible,1.0,False,False,0.010943507837917775
FlexFL,concept_num_concepts,147,69,0.410786675927473,0.410786675927473,0.1128108284479066,0.32288878379470454,5036.0,0.9305428201810712,-0.006999901409839298,negligible,1.0,False,False,0.006999901409839298
FlexFL,contradiction_present,147,69,-0.0346271680532221,-0.0346271680532221,0.16206456884773382,-0.03462716805322209,5106.0,0.4995553569405078,0.006802721088435374,negligible,1.0,False,False,0.006802721088435374
FlexFL,num_OB,147,69,-0.2886514946017978,-0.2886514946017978,-0.04622313349971713,-0.09306226372551149,5064.5,0.9877897418482042,-0.0013802622498274672,negligible,1.0,False,False,0.0013802622498274672
FlexFL,behavior_verb_count,147,69,0.0,0.0,0.0,0.0,5071.5,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,behavior_verb_density,147,69,0.0,0.0,0.0,0.0,5071.5,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,has_S2R,147,69,0.0,0.0,0.0,0.0,5071.5,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,missing_S2R,147,69,0.0,0.0,0.0,0.0,5071.5,1.0,0.0,negligible,1.0,False,False,0.0
FlexFL,num_S2R,147,69,0.0,0.0,0.0,0.0,5071.5,1.0,0.0,negligible,1.0,False,False,0.0
boostnsift,repair_difficulty,17,69,0.0684006013983548,-0.6545677804703322,-0.01665450235090245,-0.8641238331858937,934.0,8.164524674790924e-05,0.5924978687127025,large,0.005143650545118282,True,True,0.5924978687127025
boostnsift,summary_chars,17,69,-0.8058683276097268,0.8322639262566758,-0.0787828887278476,0.7189543830050472,320.5,0.0037603118255274824,-0.453537936913896,medium,0.22561870953164895,False,False,0.453537936913896
boostnsift,redundancy,17,69,-0.50584182970842,-0.0501962235917133,-0.4719103011618331,0.08362788822562041,336.0,0.006707977189597087,-0.42710997442455245,medium,0.38235469980703396,False,False,0.42710997442455245
boostnsift,specificity,17,69,0.3779646843889213,0.8878201148650916,0.07804972528529172,0.5922517493716595,341.5,0.0034114934310554177,-0.4177323103154305,medium,0.20810109929438048,False,False,0.4177323103154305
boostnsift,num_versions,17,69,-0.1809757993128989,-0.0494572680454745,0.19810702610497138,0.03250355578784791,359.5,0.011348595188280217,-0.38704177323103156,medium,0.6355213305436922,False,False,0.38704177323103156
boostnsift,has_version_info,17,69,0.7882634225314346,0.7882634225314346,-0.17967769190054753,0.5497851769467433,378.5,0.0008435291999617195,-0.3546462063086104,medium,0.052298810397626606,False,False,0.3546462063086104
boostnsift,actionability,17,69,0.3430376111637781,0.8491089986580442,0.22396199057689192,0.6437466964864582,397.5,0.01725186486901816,-0.32225063938618925,small,0.9143488380579625,False,False,0.32225063938618925
