feature,none_count,all_count,none_median,all_median,none_mean,all_mean,none_std,all_std,u_statistic,p_value,cliffs_delta,effect_size,median_diff,mean_diff,pval_adj,reject,significant,abs_delta
txt_title_digit_density,346,69,-0.6450552541976357,0.492399341639145,-0.28617682896254787,0.5673962473183317,0.6229189723358757,0.9079114276064383,5026.0,2.521809304993478e-18,-0.5789561866465611,large,1.1374545958367808,0.8535730762808795,1.3113408385966084e-16,True,True,0.5789561866465611
txt_title_avg_words_per_line,346,69,-0.7977119766339881,0.7707876320537201,-0.31416681788633233,0.7025919968933849,0.8494627882443465,0.8653280471872237,5076.5,4.9973230777377845e-17,-0.5747256429588674,large,1.5684996086877083,1.0167588147797173,2.54863476964627e-15,True,True,0.5747256429588674
txt_title_word_count,346,69,-0.7977119766339881,0.7707876320537201,-0.31416681788633233,0.7025919968933849,0.8494627882443465,0.8653280471872237,5076.5,4.9973230777377845e-17,-0.5747256429588674,large,1.5684996086877083,1.0167588147797173,2.54863476964627e-15,True,True,0.5747256429588674
txt_title_char_len,346,69,-0.8087090999825622,0.8286750250785717,-0.31733611832885966,0.7244059437725268,0.8612182709497626,0.9039131277315928,5106.5,6.963252107145376e-17,-0.5722124486889503,large,1.6373841250611338,1.0417420621013864,3.411993532501234e-15,True,True,0.5722124486889503
txt_title_avg_sentence_len,346,69,-0.70287777031615,0.363561074525272,-0.25250770092820607,0.5490286997150846,0.8717699864580633,0.9888829901611624,5666.0,1.7916660622677157e-14,-0.525341375554997,large,1.066438844841422,0.8015364006432907,8.599997098885036e-13,True,True,0.525341375554997
txt_title_avg_word_len,346,69,-0.3969089280843758,0.2037553037053591,-0.22627865337361777,0.4086886826951723,0.8508979987257258,0.9984601147449427,7391.5,1.5843333806778807e-08,-0.3807908184636006,medium,0.6006642317897348,0.6349673360687901,7.446366889186039e-07,True,True,0.3807908184636006
txt_reasoning_avg_word_len,346,69,-0.3652283736202798,0.2216830739497719,-0.264532903962519,0.3507637857529771,1.0106881791707498,0.9961524402910277,8053.5,1.9699285996526255e-05,-0.325332998240764,small,0.5869114475700518,0.6152966897154961,0.0008076707258575764,True,True,0.325332998240764
txt_likely_impacted_code_concepts_avg_sentence_len,346,69,0.0925258138840638,0.4260181358690711,-0.33028333422024186,0.3728526932337801,1.0990458069399796,0.5071328075679267,8088.0,1.4186997430644654e-05,-0.3224428248303594,small,0.33349232198500733,0.7031360274540219,0.0006242278869483648,True,True,0.3224428248303594
txt_likely_impacted_code_concepts_avg_words_per_line,346,69,0.090665291664352,0.4241697786235321,-0.3276611457353131,0.3710023966445324,1.1003551196041566,0.5071513065170766,8142.5,1.871490292847482e-05,-0.3178771885733434,small,0.3335044869591801,0.6986635423798455,0.0008047408259244173,True,True,0.3178771885733434
txt_likely_impacted_code_concepts_word_count,346,69,0.090665291664352,0.4241697786235321,-0.3276611457353131,0.3710023966445324,1.1003551196041566,0.5071513065170766,8142.5,1.871490292847482e-05,-0.3178771885733434,small,0.3335044869591801,0.6986635423798455,0.0008047408259244173,True,True,0.3178771885733434
txt_fine_grained_reasoning_char_len,346,69,-0.1467151115101939,0.3926668064249157,-0.1875877116860932,0.22068996302531557,1.0679398140535918,1.0649749655714507,8151.5,3.171447535839775e-05,-0.3171232302923683,small,0.5393819179351096,0.40827767471140874,0.0012685790143359098,True,True,0.3171232302923683
txt_likely_impacted_code_concepts_char_len,346,69,-0.0410568310066799,0.3682859020151446,-0.3186842722854511,0.3356571334409413,1.11502993930766,0.48954308080353587,8540.5,0.00014242169478154113,-0.284535477925777,small,0.4093427330218245,0.6543414057263923,0.005269602706917022,True,True,0.284535477925777
txt_fine_grained_reasoning_avg_word_len,346,69,-0.253610775375342,0.1891675221849763,-0.22308101170487366,0.15614294300363965,0.9390445757239235,0.6930808900092438,8645.5,0.0002972438550042186,-0.2757392979810673,small,0.4427782975603183,0.37922395470851333,0.01070077878015187,True,True,0.2757392979810673
txt_fine_grained_reasoning_avg_words_per_line,346,69,-0.0742332353615064,0.2317433489712005,-0.09634137006762691,0.31378054911837555,0.9471307697313711,0.9293255295093448,9138.0,0.002068379076923722,-0.23448102538326213,small,0.3059765843327069,0.4101219191860025,0.06825650953848283,False,False,0.23448102538326213
txt_fine_grained_reasoning_hedge_density,346,69,-0.372629788649181,-0.372629788649181,0.18407109384756876,-0.37262978864918106,1.0988333710610787,5.591783176868576e-17,14697.0,1.0534145361882717e-05,0.23121387283236994,small,0.0,-0.5567008824967499,0.0004740365412847223,True,True,0.23121387283236994
txt_fine_grained_reasoning_hedge_count,346,69,-0.3770599600499196,-0.3770599600499196,0.1996732484038674,-0.3770599600499196,1.1107897302737015,0.0,14697.0,9.496557812280548e-06,0.23121387283236994,small,0.0,-0.5767332084537871,0.0004368416593649052,True,True,0.23121387283236994
txt_fine_grained_reasoning_word_count,346,69,-0.062483223151053,0.2876744367894127,-0.12320420464361939,0.17772154840230991,1.062979367980949,1.127357270765595,9321.0,0.00399866094313846,-0.21915054033676803,small,0.35015765994046566,0.3009257530459293,0.12795715018043072,False,False,0.21915054033676803
txt_reasoning_hedge_density,346,69,-0.3595077050751572,-0.3595077050751572,0.2384904592873227,-0.32998937092352154,1.2079423721726608,0.24519769885756604,14445.0,5.2504682902925944e-05,0.2101030409650666,small,0.0,-0.5684798302108443,0.0020476826332141117,True,True,0.2101030409650666
txt_reasoning_hedge_count,346,69,-0.3672299048237221,-0.3672299048237221,0.24469358439362124,-0.331959951921973,1.20884645774841,0.29297423241766696,14425.5,5.534370520386027e-05,0.20846946468962052,small,0.0,-0.5766535363155942,0.0021030607977466902,True,True,0.20846946468962052
txt_reasoning_uniq_word_ratio,346,69,0.054821620519663404,0.2567887138507567,-0.015099520793281985,0.2545719464728184,1.039572413929467,0.9756470073210084,10198.5,0.0560510984769605,-0.1456396079416939,negligible,0.20196709333109328,0.26967146726610036,1.0,False,False,0.1456396079416939
txt_fine_grained_reasoning_has_code_like,346,69,0.0,0.0,0.1069364161849711,0.2463768115942029,0.30947994058830264,0.4340573661412156,10272.5,0.001696128716813224,-0.1394403954092318,negligible,0.0,0.1394403954092318,0.05766837637164962,False,False,0.1394403954092318
txt_reasoning_avg_sentence_len,346,69,-0.0140365238068689,-0.1307782368282674,0.06860491234739272,-0.20663215181077024,0.9147274937154802,0.9162171197608191,13504.0,0.08479418832246731,0.13127251403200135,negligible,-0.11674171302139849,-0.27523706415816296,1.0,False,False,0.13127251403200135
txt_likely_impacted_code_concepts_uniq_word_ratio,346,69,0.3487217657567034,0.3487217657567034,0.1556328698665855,-0.23772732643159755,0.7733483278389854,1.3145716944861403,13420.5,0.0008396654307416153,0.12427745664739884,negligible,0.0,-0.3933601962981831,0.029388290075956537,True,True,0.12427745664739884
txt_fine_grained_reasoning_avg_sentence_len,346,69,-0.0209813665071378,0.1911440492737938,0.022652845142982846,0.23525998719345134,0.9717518650981911,0.975777780755335,10471.0,0.10683633013918092,-0.12281142665661389,negligible,0.2121254157809316,0.2126071420504685,1.0,False,False,0.12281142665661389
txt_reasoning_char_len,346,69,-0.2235317186074351,-0.0537582193922193,-0.17943640513111325,0.0026689146464610775,1.0390482032337562,0.775624493476798,10525.5,0.12088964991523615,-0.11824579039959789,negligible,0.16977349921521578,0.18210531977757433,1.0,False,False,0.11824579039959789
txt_likely_impacted_code_concepts_avg_word_len,346,69,-0.1462390483573012,-0.2629823000844996,-0.03887925129749309,-0.1208311492997025,0.8169961469115534,0.7859688511593982,12933.5,0.26267102593940905,0.08347993633241182,negligible,-0.11674325172719838,-0.08195189800220941,1.0,False,False,0.08347993633241182
txt_title_uniq_word_ratio,346,69,0.2980059992364836,0.2980059992364836,0.07565579851809673,-0.21959731568150997,0.8681632613378821,1.4260898900445458,12770.5,0.06396443864071026,0.06982491413252911,negligible,0.0,-0.2952531141996067,1.0,False,False,0.06982491413252911
txt_reasoning_digit_density,346,69,-0.2000607604811334,-0.2000607604811334,0.008509634803718254,0.10724819663746393,1.2383591093683075,0.9606254022281377,11207.0,0.06069361587833081,-0.06115439390131524,negligible,0.0,0.09873856183374569,1.0,False,False,0.06115439390131524
txt_fine_grained_reasoning_digit_density,346,69,-0.2403639171593841,-0.2403639171593841,-0.11607342164591725,0.03539173990349728,0.6371452760889105,1.2736958602447348,11388.0,0.15116622888248205,-0.04599145513948228,negligible,0.0,0.15146516154941453,1.0,False,False,0.04599145513948228
txt_title_hedge_density,346,69,-0.1284244317598414,-0.1284244317598414,-0.04849192810489064,0.24239399627423983,0.7487012859325067,1.7802606843471345,11553.0,0.058774327036335026,-0.032168886654938424,negligible,0.0,0.29088592437913047,1.0,False,False,0.032168886654938424
txt_title_hedge_count,346,69,-0.1305847431833189,-0.1305847431833189,-0.04054489135997351,0.20804339519578444,0.8337701270646667,1.5999428594713272,11556.0,0.06076786448605724,-0.03191756722794672,negligible,0.0,0.24858828655575793,1.0,False,False,0.03191756722794672
txt_fine_grained_reasoning_uniq_word_ratio,346,69,0.029401703474083,0.029401703474083,0.010040683978725823,-0.020674155791767217,1.0299428955660774,0.9033568226242827,12298.5,0.6914604756311693,0.030283990952500627,negligible,0.0,-0.030714839770493038,1.0,False,False,0.030283990952500627
txt_reasoning_has_code_like,346,69,0.0,0.0,0.06069364161849711,0.08695652173913043,0.23911329875315013,0.2838356211727966,11623.5,0.4205861756333352,-0.026262880120633325,negligible,0.0,0.026262880120633325,1.0,False,False,0.026262880120633325
txt_likely_impacted_code_concepts_digit_density,346,69,-0.1486940122073022,-0.1486940122073022,-0.12380948037194414,0.03748077278372976,0.34726028301164524,1.1131700850560142,11659.0,0.07146807072110839,-0.023288933567898133,negligible,0.0,0.1612902531556739,1.0,False,False,0.023288933567898133
txt_reasoning_word_count,346,69,-0.2105785171388357,-0.2105785171388357,-0.07723070864871023,-0.13704761741262078,1.0148361761726676,0.8549394948873845,12165.0,0.8022763360831132,0.01910027645136969,negligible,0.0,-0.05981690876391055,1.0,False,False,0.01910027645136969
txt_reasoning_avg_words_per_line,346,69,-0.2105785171388357,-0.2105785171388357,-0.07723070864871023,-0.13704761741262078,1.0148361761726676,0.8549394948873845,12165.0,0.8022763360831132,0.01910027645136969,negligible,0.0,-0.05981690876391055,1.0,False,False,0.01910027645136969
txt_likely_impacted_code_concepts_has_code_like,346,69,0.0,0.0,0.02023121387283237,0.028985507246376812,0.14099420794856782,0.16899482177531736,11832.5,0.6504597745669001,-0.008754293373544442,negligible,0.0,0.008754293373544442,1.0,False,False,0.008754293373544442
txt_title_has_code_like,346,69,0.0,0.0,0.005780346820809248,0.014492753623188406,0.07591832580044909,0.12038585308576918,11833.0,0.43813192812782775,-0.008712406802379157,negligible,0.0,0.008712406802379159,1.0,False,False,0.008712406802379157
txt_fine_grained_reasoning_line_count,346,69,0.1683006926685367,0.1683006926685367,-0.07892663797926398,-0.09735351976667768,1.2056743054632129,1.2551572421260695,11973.0,0.9095027005803814,0.0030158331239004774,negligible,0.0,-0.018426881787413696,1.0,False,False,0.0030158331239004774
txt_title_question_density,346,69,-0.0586287119753727,-0.0586287119753727,-0.01883510914888009,-0.05862871197537268,0.7402038001562632,2.096918691325716e-17,11971.5,0.6598683886695194,0.002890173410404624,negligible,0.0,-0.03979360282649259,1.0,False,False,0.002890173410404624
txt_fine_grained_reasoning_exclaim_density,346,69,-0.0351147493610311,-0.0351147493610311,0.04729327515098424,-0.0351147493610311,1.5328778641413774,0.0,11971.5,0.6598683886695194,0.002890173410404624,negligible,0.0,-0.08240802451201534,1.0,False,False,0.002890173410404624
txt_reasoning_exclaim_density,346,69,-0.0346271680532221,-0.0346271680532221,0.04893839646828229,-0.03462716805322209,1.5544093529485756,6.98972897108572e-18,11971.5,0.6598683886695194,0.002890173410404624,negligible,0.0,-0.08356556452150438,1.0,False,False,0.002890173410404624
txt_likely_impacted_code_concepts_hedge_density,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_likely_impacted_code_concepts_exclaim_density,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_likely_impacted_code_concepts_question_density,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_reasoning_question_density,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_likely_impacted_code_concepts_hedge_count,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_title_line_count,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_reasoning_line_count,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_likely_impacted_code_concepts_line_count,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_fine_grained_reasoning_question_density,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
txt_title_exclaim_density,346,69,0.0,0.0,0.0,0.0,0.0,0.0,11937.0,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
