tool,feature,unique_count,other_count,unique_median,other_median,unique_mean,other_mean,unique_std,other_std,u_statistic,p_value,cliffs_delta,effect_size,median_diff,mean_diff,pval_adj,reject,significant,abs_delta
FlexFL,concept_is_missing,147,49,0.0,0.0,0.23129251700680273,0.16326530612244897,0.423100545239518,0.3734377890799553,3846.5,0.3171049702164378,0.06802721088435375,negligible,0.0,0.06802721088435376,1.0,False,False,0.06802721088435375
FlexFL,fg_cat_is_missing,147,49,0.0,0.0,0.02040816326530612,0.0,0.14187529518897737,0.0,3675.0,0.3181193088920651,0.02040816326530612,negligible,0.0,0.02040816326530612,1.0,False,False,0.02040816326530612
FlexFL,txt_fine_grained_reasoning_is_missing,147,49,0.0,0.0,0.02040816326530612,0.0,0.14187529518897737,0.0,3675.0,0.3181193088920651,0.02040816326530612,negligible,0.0,0.02040816326530612,1.0,False,False,0.02040816326530612
FlexFL,cat_is_missing,147,49,0.0,0.0,0.0,0.0,0.0,0.0,3601.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
FlexFL,txt_title_is_missing,147,49,0.0,0.0,0.0,0.0,0.0,0.0,3601.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
FlexFL,txt_reasoning_is_missing,147,49,0.0,0.0,0.0,0.0,0.0,0.0,3601.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
FlexFL,txt_likely_impacted_code_concepts_is_missing,147,49,0.0,0.0,0.0,0.0,0.0,0.0,3601.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,concept_is_missing,17,179,0.0,0.0,0.11764705882352941,0.22346368715083798,0.3321055820775357,0.4177350143491623,1360.5,0.31231146636790297,-0.10581662832730858,negligible,0.0,-0.10581662832730857,1.0,False,False,0.10581662832730858
boostnsift,fg_cat_is_missing,17,179,0.0,0.0,0.0,0.01675977653631285,0.0,0.12873020018783168,1496.0,0.5988786911790929,-0.01675977653631285,negligible,0.0,-0.01675977653631285,1.0,False,False,0.01675977653631285
boostnsift,txt_fine_grained_reasoning_is_missing,17,179,0.0,0.0,0.0,0.01675977653631285,0.0,0.12873020018783168,1496.0,0.5988786911790929,-0.01675977653631285,negligible,0.0,-0.01675977653631285,1.0,False,False,0.01675977653631285
boostnsift,cat_is_missing,17,179,0.0,0.0,0.0,0.0,0.0,0.0,1521.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,txt_title_is_missing,17,179,0.0,0.0,0.0,0.0,0.0,0.0,1521.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,txt_reasoning_is_missing,17,179,0.0,0.0,0.0,0.0,0.0,0.0,1521.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
boostnsift,txt_likely_impacted_code_concepts_is_missing,17,179,0.0,0.0,0.0,0.0,0.0,0.0,1521.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,concept_is_missing,19,177,0.0,0.0,0.15789473684210525,0.22033898305084745,0.37463432463267754,0.4156510477894954,1576.5,0.531465420804724,-0.06244424620874219,negligible,0.0,-0.0624442462087422,1.0,False,False,0.06244424620874219
buglocator,fg_cat_is_missing,19,177,0.0,0.0,0.0,0.01694915254237288,0.0,0.12944708778574185,1653.0,0.5752026801431713,-0.01694915254237288,negligible,0.0,-0.01694915254237288,1.0,False,False,0.01694915254237288
buglocator,txt_fine_grained_reasoning_is_missing,19,177,0.0,0.0,0.0,0.01694915254237288,0.0,0.12944708778574185,1653.0,0.5752026801431713,-0.01694915254237288,negligible,0.0,-0.01694915254237288,1.0,False,False,0.01694915254237288
buglocator,cat_is_missing,19,177,0.0,0.0,0.0,0.0,0.0,0.0,1681.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,txt_title_is_missing,19,177,0.0,0.0,0.0,0.0,0.0,0.0,1681.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,txt_reasoning_is_missing,19,177,0.0,0.0,0.0,0.0,0.0,0.0,1681.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
buglocator,txt_likely_impacted_code_concepts_is_missing,19,177,0.0,0.0,0.0,0.0,0.0,0.0,1681.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,concept_is_missing,13,183,0.0,0.0,0.23076923076923078,0.21311475409836064,0.4385290096535146,0.4106315464974929,1210.5,0.8839569237174791,0.017654476670870115,negligible,0.0,0.01765447667087014,1.0,False,False,0.017654476670870115
locus,fg_cat_is_missing,13,183,0.0,0.0,0.0,0.01639344262295082,0.0,0.12733143720943188,1170.0,0.6511745266092102,-0.01639344262295082,negligible,0.0,-0.01639344262295082,1.0,False,False,0.01639344262295082
locus,txt_fine_grained_reasoning_is_missing,13,183,0.0,0.0,0.0,0.01639344262295082,0.0,0.12733143720943188,1170.0,0.6511745266092102,-0.01639344262295082,negligible,0.0,-0.01639344262295082,1.0,False,False,0.01639344262295082
locus,cat_is_missing,13,183,0.0,0.0,0.0,0.0,0.0,0.0,1189.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,txt_title_is_missing,13,183,0.0,0.0,0.0,0.0,0.0,0.0,1189.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,txt_reasoning_is_missing,13,183,0.0,0.0,0.0,0.0,0.0,0.0,1189.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
locus,txt_likely_impacted_code_concepts_is_missing,13,183,0.0,0.0,0.0,0.0,0.0,0.0,1189.5,1.0,0.0,negligible,0.0,0.0,1.0,False,False,0.0
