tool,feature,unique_count,all_count,unique_median,all_median,unique_mean,all_mean,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta
FlexFL,txt_title_char_len,118,237,-0.8087090999825622,0.7790573243191434,-0.5196229197104695,0.5981725418037593,5311.0,5.207753343943076e-23,-0.6201816491453909,large,2.7080317388503993e-21,True,True,0.6201816491453909
FlexFL,txt_title_digit_density,118,237,-0.6450552541976357,0.4671225728427722,-0.39420440449425453,0.4525750821344706,5390.0,8.5984807550962e-23,-0.6145319316312665,large,4.385225185099062e-21,True,True,0.6145319316312665
FlexFL,txt_title_word_count,118,237,-0.7977119766339881,0.7707876320537201,-0.4919874766355367,0.5928331523057476,5491.0,3.6504380238561958e-22,-0.607308875062576,large,1.825219011928098e-20,True,True,0.607308875062576
FlexFL,txt_title_avg_words_per_line,118,237,-0.7977119766339881,0.7707876320537201,-0.4919874766355367,0.5928331523057476,5491.0,3.6504380238561958e-22,-0.607308875062576,large,1.825219011928098e-20,True,True,0.607308875062576
FlexFL,txt_title_avg_sentence_len,118,237,-0.70287777031615,0.4702049590094141,-0.4187953322694095,0.5352262303510115,5592.0,1.1523563632997522e-21,-0.6000858184938854,large,5.53131054383881e-20,True,True,0.6000858184938854
FlexFL,txt_title_avg_word_len,118,237,-0.3969089280843758,0.0702743633076399,-0.37071341311327877,0.38723928176986977,8004.5,6.009147205163719e-12,-0.4275548880783809,medium,2.7041162423236735e-10,True,True,0.4275548880783809
FlexFL,txt_likely_impacted_code_concepts_char_len,118,237,-1.5760920798385218,0.3682859020151446,-0.5079272503783231,0.39577692241147666,8207.5,2.0367468543500125e-10,-0.4130372595294286,medium,8.961686159140054e-09,True,True,0.4130372595294286
FlexFL,txt_likely_impacted_code_concepts_word_count,118,237,-1.5768571431315483,0.4241697786235321,-0.5028596427545275,0.4129122431987496,8413.5,4.780626741848568e-10,-0.3983050847457627,medium,2.055669498994884e-08,True,True,0.3983050847457627
FlexFL,txt_likely_impacted_code_concepts_avg_words_per_line,118,237,-1.5768571431315483,0.4241697786235321,-0.5028596427545275,0.4129122431987496,8413.5,4.780626741848568e-10,-0.3983050847457627,medium,2.055669498994884e-08,True,True,0.3983050847457627
FlexFL,txt_likely_impacted_code_concepts_avg_sentence_len,118,237,-1.5749357960409722,0.4260181358690711,-0.5009774710045081,0.4147610110763283,8413.5,4.780626741848568e-10,-0.3983050847457627,medium,2.055669498994884e-08,True,True,0.3983050847457627
FlexFL,txt_fine_grained_reasoning_char_len,118,237,-0.3658390156713322,0.3083883817475548,-0.2712757662875815,0.26642697199258186,8757.5,9.658881080680256e-09,-0.37370378316527214,medium,3.670374810658497e-07,True,True,0.37370378316527214
FlexFL,txt_fine_grained_reasoning_avg_word_len,118,237,-0.3655755382518348,0.1933073957703256,-0.2856550206714223,0.2899668911425537,8936.0,3.0147982928546125e-08,-0.36093828219981405,medium,1.1154753683562065e-06,True,True,0.36093828219981405
FlexFL,txt_reasoning_avg_word_len,118,237,-0.3645278499740907,0.2216830739497719,-0.30499561211139703,0.32257992881595865,9076.5,7.197010902441656e-08,-0.3508903668740614,medium,2.590923924878996e-06,True,True,0.3508903668740614
FlexFL,txt_reasoning_char_len,118,237,-0.483851084070766,0.1273335131040108,-0.349758794860104,0.18024744759921735,9301.0,2.7472192589945275e-07,-0.3348351569763284,medium,9.615267406480846e-06,True,True,0.3348351569763284
FlexFL,txt_fine_grained_reasoning_word_count,118,237,-0.23756205312128595,0.1709552168092574,-0.196017923975807,0.1753875922515418,10293.0,5.01539256826365e-05,-0.26389186869770437,small,0.001705233473209641,True,True,0.26389186869770437
FlexFL,txt_fine_grained_reasoning_avg_words_per_line,118,237,-0.3802098196942134,0.078755056804847,-0.2700063888964164,0.1504078012371898,10378.5,7.455752773545088e-05,-0.2577773010083673,small,0.002460398415269879,True,True,0.2577773010083673
FlexFL,txt_reasoning_hedge_density,118,237,-0.3595077050751572,-0.3595077050751572,0.325651539342388,-0.3094448892504843,17269.0,3.0969891231494116e-12,0.23499964242294213,small,1.4555848878802234e-10,True,True,0.23499964242294213
FlexFL,txt_reasoning_hedge_count,118,237,-0.3672299048237221,-0.3672299048237221,0.3546085380383496,-0.3056191010206665,17240.5,4.523169721703713e-12,0.23296145319316314,small,2.0806580719837079e-10,True,True,0.23296145319316314
FlexFL,txt_fine_grained_reasoning_hedge_density,118,237,-0.372629788649181,-0.372629788649181,0.22744724529515367,-0.27871681633734363,16943.0,8.954959904517143e-10,0.21168561825073304,small,3.581983961806857e-08,True,True,0.21168561825073304
FlexFL,txt_fine_grained_reasoning_hedge_count,118,237,-0.3770599600499196,-0.3770599600499196,0.22421970887666512,-0.2647957180667914,16901.5,1.4701063417623503e-09,0.20871772867052849,small,5.733414732873166e-08,True,True,0.20871772867052849
FlexFL,txt_reasoning_word_count,118,237,-0.3691295196734867,-0.0520275146041847,-0.24148252610745413,0.057687103183506214,11331.5,0.0035488547875511837,-0.18962311378101981,small,0.11356335320163788,False,False,0.18962311378101981
FlexFL,txt_reasoning_avg_words_per_line,118,237,-0.3691295196734867,-0.0520275146041847,-0.24148252610745413,0.057687103183506214,11331.5,0.0035488547875511837,-0.18962311378101981,small,0.11356335320163788,False,False,0.18962311378101981
FlexFL,txt_fine_grained_reasoning_uniq_word_ratio,118,237,0.1960364431223433,-0.0394850741424469,0.127643261451788,-0.02134823934487081,15595.5,0.0767277507076195,0.11531860115854967,negligible,1.0,False,False,0.11531860115854967
FlexFL,txt_fine_grained_reasoning_has_code_like,118,237,0.0,0.0,0.1016949152542373,0.2109704641350211,12455.0,0.010767243105643764,-0.10927554888078381,negligible,0.32301729316931294,False,False,0.10927554888078381
FlexFL,txt_fine_grained_reasoning_avg_sentence_len,118,237,-0.2331067822880694,-0.0209813665071378,-0.1312215240707713,0.05402331637236458,12514.5,0.10683254021870657,-0.10502038189229779,negligible,1.0,False,False,0.10502038189229779
FlexFL,txt_title_uniq_word_ratio,118,237,0.2980059992364836,0.2980059992364836,0.061879579510925785,-0.0985094198430889,15083.0,0.027886780271489383,0.07866695272831295,negligible,0.8087166278731921,False,False,0.07866695272831295
FlexFL,txt_reasoning_has_code_like,118,237,0.0,0.0,0.059322033898305086,0.11814345991561181,13160.5,0.0805073647501045,-0.05882142601730673,negligible,1.0,False,False,0.05882142601730673
FlexFL,txt_reasoning_digit_density,118,237,-0.2000607604811334,-0.2000607604811334,-0.1301890077496744,0.07311292477613543,13240.0,0.09105727126788442,-0.05313595079739684,negligible,1.0,False,False,0.05313595079739684
FlexFL,txt_likely_impacted_code_concepts_uniq_word_ratio,118,237,0.3487217657567034,0.3487217657567034,0.12322904205757343,-0.023094740257045446,14654.0,0.1701082938567352,0.0479868411642709,negligible,1.0,False,False,0.0479868411642709
FlexFL,txt_fine_grained_reasoning_digit_density,118,237,-0.2403639171593841,-0.2403639171593841,0.07670954029035944,0.0858390862916169,13364.0,0.2355142438841753,-0.04426803976256884,negligible,1.0,False,False,0.04426803976256884
FlexFL,txt_likely_impacted_code_concepts_digit_density,118,237,-0.1486940122073022,-0.1486940122073022,-0.11648965810210642,0.09787089149437786,13567.0,0.11148626653812478,-0.029750411213616535,negligible,1.0,False,False,0.029750411213616535
FlexFL,txt_title_hedge_density,118,237,-0.1284244317598414,-0.1284244317598414,-0.05685852086680746,0.15440775265007503,13629.0,0.1540751422005107,-0.02531645569620253,negligible,1.0,False,False,0.02531645569620253
FlexFL,txt_title_hedge_count,118,237,-0.1305847431833189,-0.1305847431833189,-0.0645809534992564,0.13231642754138576,13629.5,0.15461558930434577,-0.025280697990416934,negligible,1.0,False,False,0.025280697990416934
FlexFL,txt_likely_impacted_code_concepts_avg_word_len,118,237,-0.1462390483573012,-0.1462390483573012,-0.11984697022268585,-0.05246631261897874,13708.0,0.7617846336050385,-0.019666738182078237,negligible,1.0,False,False,0.019666738182078237
FlexFL,txt_fine_grained_reasoning_line_count,118,237,0.1683006926685367,0.1683006926685367,0.01296051760048759,0.09095832702284136,13804.5,0.3814203581390345,-0.012765500965458056,negligible,1.0,False,False,0.012765500965458056
