feature,none_count,all_count,none_median,all_median,none_mean,all_mean,none_std,all_std,u_statistic,p_value,cliffs_delta,effect_size,median_diff,mean_diff,pval_adj,reject,significant,abs_delta
summary_chars,21,532,1.2542070825555975,-0.1605435003290227,1.2494794281432848,0.1243754354867131,0.5148390421254228,1.0259184071002387,8919.5,9.291065356784603e-07,0.5967597565341927,large,-1.4147505828846203,-1.1251039926565718,5.8533711747742995e-05,True,True,0.5967597565341927
num_versions,21,532,0.2135797944893742,-0.0494572680454745,0.15095192245726735,0.052148213817140916,0.23386290632309395,1.2085918337881956,8264.0,0.00013397569591564994,0.47941281775868244,large,-0.2630370625348487,-0.09880370864012644,0.008306493146770295,True,True,0.47941281775868244
has_stacktrace,21,532,-0.9429423479159332,-0.9429423479159332,-0.7521373411281459,0.017359166509443535,0.602623715420737,1.0018113868411709,3440.5,0.000545425538175443,-0.3840852130325815,medium,0.0,0.7694965076375895,0.03327095782870202,True,True,0.3840852130325815
repair_difficulty,21,532,-0.6545677804703322,0.0684006013983548,-0.7578489778801446,-0.1435976459165233,0.5731873836215022,0.9538236758948596,3534.0,0.0029974605144543445,-0.3673469387755102,medium,0.722968381868687,0.6142513319636214,0.17984763086726066,False,False,0.3673469387755102
description_length,21,532,0.1571857077019535,-0.0775708634225124,0.32674369252477103,0.05608788298686164,0.5231221533003212,0.9684108816530319,7553.0,0.006039760404682696,0.35213032581453635,medium,-0.2347565711244659,-0.2706558095379094,0.3563458638762791,False,False,0.35213032581453635
concept_num_concepts,21,532,0.410786675927473,0.410786675927473,0.6033249158373466,0.07511145503196952,0.48326714673545745,0.9122078008406076,7379.0,0.007281657234465178,0.3209810239885428,small,0.0,-0.5282134608053771,0.4223361195989803,False,False,0.3209810239885428
automated_readability_index,21,532,-0.4983050571084173,-0.3425862986626107,-0.46572689374895115,-0.0517033318760288,0.25338815730011155,0.9497155305359536,4008.0,0.028050611573666014,-0.2824919441460795,small,0.15571875844580663,0.41402356187292233,1.0,False,False,0.2824919441460795
has_version_info,21,532,0.7882634225314346,0.7882634225314346,0.6903170002377221,0.1309913781920482,0.4488468942110476,0.9600272070625642,7105.0,0.008258647807189838,0.2719298245614035,small,0.0,-0.5593256220456739,0.4707429250098208,False,False,0.2719298245614035
coleman_liau_index,21,532,-0.4903370509602036,-0.3269312353489977,-0.4530458765080506,-0.05176059258492897,0.27329589624121003,0.959941657240173,4102.5,0.03892647993763924,-0.26557465091299676,small,0.16340581561120587,0.4012852839231216,1.0,False,False,0.26557465091299676
expected_observed_alignment,21,532,0.7027131095927159,0.7027131095927159,0.5412032151501293,0.1389464291794008,0.4423130622324153,0.917205323994359,6839.5,0.043642495193790654,0.2244002864303616,small,0.0,-0.40225678597072845,1.0,False,False,0.2244002864303616
num_exception_types,21,532,-0.5251530779927517,-0.5251530779927517,-0.4091470409229242,0.049534724070274976,0.3663844583911081,1.0065208961662073,4340.5,0.03129744276252281,-0.22296813462226997,small,0.0,0.4586817649931992,1.0,False,False,0.22296813462226997
specificity,21,532,0.8878201148650916,0.3779646843889213,0.5721953245703194,0.1278288434974167,0.37729958034125755,0.9311149664932168,6769.0,0.08292467972361539,0.21177944862155387,small,-0.5098554304761703,-0.4443664810729027,1.0,False,False,0.21177944862155387
causal_reasoning_quality,21,532,0.8480647640971679,0.3479700762291345,0.5384823382740996,0.13552383664609785,0.48682080730823774,0.928895425879064,6736.0,0.08814397820228376,0.2058718224131758,small,-0.5000946878680335,-0.4029585016280018,1.0,False,False,0.2058718224131758
actionability,21,532,0.8491089986580442,0.3430376111637781,0.5599253486613208,0.14232132777789447,0.410243472396177,0.9295020934649157,6721.5,0.09202712829820062,0.20327604726100967,small,-0.5060713874942662,-0.41760402088342635,1.0,False,False,0.20327604726100967
completeness_score,21,532,-0.1877149484641514,-0.1877149484641514,-0.23883757793824362,0.06049887095611139,0.9884002168839685,0.9599658713842502,4524.0,0.11841889705104919,-0.19011815252416756,small,0.0,0.299336448894355,1.0,False,False,0.19011815252416756
flesch_reading_ease,21,532,0.4265373354195198,0.2772197662449366,0.3784141634504585,0.04964122902305885,0.2784994863150135,0.9633989860170757,6640.0,0.14239841618994906,0.1886860007160759,small,-0.14931756917458322,-0.32877293442739963,1.0,False,False,0.1886860007160759
confidence,21,532,0.5605334956487706,0.5605334956487706,0.5605334956487708,0.12839742611878485,1.137640067256873e-16,0.910954419704172,6625.5,0.029414068338753457,0.18609022556390978,small,0.0,-0.4321360695299859,1.0,False,False,0.18609022556390978
