tool,feature,unique_count,other_count,unique_median,other_median,unique_mean,other_mean,unique_std,other_std,u_statistic,p_value,cliffs_delta,effect_size,median_diff,mean_diff,pval_adj,reject,significant,abs_delta
FlexFL,automated_readability_index,83,51,0.114358910547215,-0.1460232757064287,0.3511451647171822,0.015832429152245742,0.9395904437697654,0.6242057093570341,2628.0,0.019188457828644204,0.24167257264351524,small,0.26038218625364373,0.33531273556493646,1.0,False,False,0.24167257264351524
FlexFL,actionability,83,51,-1.6812479388132866,0.3430376111637781,-0.7178831288844424,-0.27218642853513375,1.0767769638939721,1.1101952548066634,1638.0,0.01959903148680971,-0.22608079376328843,small,-2.0242855499770647,-0.44569670034930864,1.0,False,False,0.22608079376328843
FlexFL,clarity,83,51,-1.7301489453956265,0.2638805499878769,-0.7031036330143643,-0.25417613263626854,1.1183590616575938,1.1234050730046905,1639.5,0.01902039268625862,-0.22537207654145996,small,-1.9940294953835034,-0.44892750037809576,1.0,False,False,0.22537207654145996
FlexFL,coleman_liau_index,83,51,0.0471550343521274,-0.0967243001483052,0.29452924458969515,0.0211066105739912,0.8838710536563943,0.6143817049403846,2589.0,0.030534654235856766,0.2232459248759745,small,0.1438793345004326,0.27342263401570394,1.0,False,False,0.2232459248759745
FlexFL,specificity,83,51,-1.6614570375157598,-0.1318907460872489,-0.6908888686575081,-0.24185956442524648,1.0877466756249696,1.11383855890606,1647.0,0.022021758220574766,-0.2218284904323175,small,-1.5295662914285109,-0.4490293042322616,1.0,False,False,0.2218284904323175
FlexFL,description_length,83,51,-1.0231586669890729,-0.3932528363942322,-0.5212156339749111,-0.2977176905639555,0.7259501323615613,0.7315410909028234,1655.0,0.026041077664921836,-0.21804866524923222,small,-0.6299058305948406,-0.22349794341095564,1.0,False,False,0.21804866524923222
FlexFL,n_words,83,51,-0.4241853178693189,-0.2025827691179854,-0.24708127288331344,-0.011235325061823169,0.7041416846945574,0.9091044703700222,1681.0,0.04619028618996827,-0.20576423340420505,small,-0.2216025487513335,-0.23584594782149026,1.0,False,False,0.20576423340420505
FlexFL,technical_depth,83,51,-1.5820652528075685,0.0747380324277821,-0.6837984114149085,-0.2717829161181735,1.0482477837239879,1.0706635178342008,1682.5,0.035075388706974964,-0.20505551618237655,small,-1.6568032852353505,-0.412015495296735,1.0,False,False,0.20505551618237655
FlexFL,repair_difficulty,83,51,1.5143373651357288,0.0684006013983548,0.6345806594882903,0.2385108088968695,1.016480481396322,1.0972767705734146,2531.5,0.04257644324882442,0.19607843137254902,small,1.445936763737374,0.39606985059142086,1.0,False,False,0.19607843137254902
FlexFL,causal_reasoning_quality,83,51,-1.6524086752429987,-0.1521246116388988,-0.6883707227263081,-0.33843439731522496,1.067404772742278,1.058315612853151,1734.5,0.06275737047476074,-0.18048665249232224,small,-1.5002840636041,-0.3499363254110831,1.0,False,False,0.18048665249232224
FlexFL,confidence,83,51,-1.797378186299459,0.5605334956487706,-0.6894437815286041,-0.27167062739178094,1.183968651411319,1.1380220224137347,1741.5,0.046910460736677456,-0.1771793054571226,small,-2.3579116819482295,-0.41777315413682314,1.0,False,False,0.1771793054571226
FlexFL,smog_index,83,51,-0.0126613117686452,0.1024243429642601,-0.08785051512194904,0.2513513089008622,1.188430286336842,0.7848499749473066,1749.5,0.09294732755970299,-0.17339948027403732,small,-0.1150856547329053,-0.33920182402281124,1.0,False,False,0.17339948027403732
FlexFL,concept_num_concepts,83,51,-1.610864843126201,0.410786675927473,-0.5635032127730926,-0.1970301206507558,1.1872089139435706,1.145641389771118,1765.5,0.08576051451229429,-0.16583982990786675,small,-2.021651519053674,-0.36647309212233675,1.0,False,False,0.16583982990786675
FlexFL,n_tokens,83,51,-0.3993434110783416,-0.2894729069006857,-0.23419096073671308,-0.011462574200921477,0.7738028616636621,0.9023735044564875,1769.5,0.11228364834780614,-0.1639499173163241,small,-0.10987050417765587,-0.2227283865357916,1.0,False,False,0.1639499173163241
FlexFL,ambiguity,83,51,-0.5855868655187282,-0.2694149956369224,-0.13719172708608654,0.089824882791055,0.8302078712065935,1.041999996315193,1782.5,0.08174462984354634,-0.15780770139381053,small,-0.3161718698818058,-0.22701660987714153,1.0,False,False,0.15780770139381053
FlexFL,expected_observed_alignment,83,51,-1.719935307046086,0.2181834262649555,-0.6574726279418404,-0.35185149529711557,1.1537203434107588,1.0821659215333832,1843.5,0.1758057750255514,-0.12898653437278526,negligible,-1.9381187333110417,-0.3056211326447248,1.0,False,False,0.12898653437278526
FlexFL,num_negative_modals,83,51,-0.2577319414569243,-0.2577319414569243,-0.17201804277464539,0.0038214993750297225,0.5124454034564216,0.9120080070889302,1847.0,0.01626873358352145,-0.12733286085518544,negligible,0.0,-0.17583954214967512,1.0,False,False,0.12733286085518544
FlexFL,flesch_reading_ease,83,51,0.0,0.0486859949999307,-0.21608370456541462,-0.033696292213754274,0.8359704471315924,0.619313281683243,1848.0,0.2193713603437759,-0.1268603827072998,negligible,-0.0486859949999307,-0.18238741235166034,1.0,False,False,0.1268603827072998
FlexFL,has_EB,83,51,-0.9249624617007738,-0.9249624617007738,-0.05485225676491828,-0.29560170344651665,1.0002396375859395,0.9400994035168679,2370.5,0.16874060289811754,0.12000944956295771,negligible,0.0,0.24074944668159837,1.0,False,False,0.12000944956295771
FlexFL,missing_EB,83,51,0.9249624617007736,0.9249624617007736,0.05485225676491812,0.29560170344651654,1.0002396375859395,0.9400994035168679,1862.5,0.16874060289811754,-0.12000944956295771,negligible,0.0,-0.24074944668159842,1.0,False,False,0.12000944956295771
FlexFL,has_version_info,83,51,-1.2686114456365274,0.7882634225314346,-0.4508178233528799,-0.2200085716685468,1.0127537769957076,1.0384712076301,1879.0,0.206568235649087,-0.11221356012284432,negligible,-2.056874868167962,-0.2308092516843331,1.0,False,False,0.11221356012284432
FlexFL,fine_grained_confidence,83,51,1.0,5.0,2.7951807228915664,3.3137254901960786,1.998530168097193,1.98484453878314,1879.0,0.22377868554418356,-0.11221356012284432,negligible,-4.0,-0.5185447673045123,1.0,False,False,0.11221356012284432
FlexFL,num_EB,83,51,-0.673136533919824,-0.673136533919824,-0.030972110981146914,-0.16009180243833548,0.8860776962011452,0.9163449216884142,2349.0,0.22183617696806113,0.10985116938341602,negligible,0.0,0.12911969145718857,1.0,False,False,0.10985116938341602
FlexFL,description_chars,83,51,-0.3804355988083652,-0.1835697777442324,-0.14688370091149816,-0.005712479263497954,0.8262383533971136,0.9262348919029297,1893.5,0.3078828444144296,-0.10536262697850224,negligible,-0.1968658210641328,-0.1411712216480002,1.0,False,False,0.10536262697850224
FlexFL,gunning_fog,83,51,-0.1906223573056608,0.0,-0.06989291639270565,0.034010851497706295,1.084747716810463,0.9905486846893832,1897.0,0.3155523050317104,-0.10370895346090243,negligible,-0.1906223573056608,-0.10390376789041195,1.0,False,False,0.10370895346090243
FlexFL,hidden_s2r_present,83,51,-0.4195906791483444,-0.4195906791483444,0.12072078816942736,0.4047815963548735,1.1123813909153921,1.28981993309831,1902.0,0.17940217824207205,-0.10134656272147413,negligible,0.0,-0.2840608081854461,1.0,False,False,0.10134656272147413
FlexFL,num_versions,83,51,-0.3124943305803233,-0.1809757993128989,-0.14928458695930266,-0.12939990469822268,0.2706187138048946,0.2510294745447306,1920.0,0.32147292039835107,-0.09284195605953224,negligible,-0.13151853126742438,-0.019884682261079978,1.0,False,False,0.09284195605953224
FlexFL,num_modal_verbs,83,51,-0.5746091275372439,-0.0804807840834863,-0.11024755176142353,0.06485108163820709,0.6698656834099617,0.8910443535136245,1930.5,0.3539067890207058,-0.08788093550673282,negligible,-0.4941283434537576,-0.1750986333996306,1.0,False,False,0.08788093550673282
FlexFL,summary_chars,83,51,-0.8058683276097268,-0.8058683276097268,-0.5588626244893091,-0.4384322457115884,0.6779680852734459,0.704404033708722,1933.0,0.26194611167114357,-0.08669974013701866,negligible,0.0,-0.12043037877772073,1.0,False,False,0.08669974013701866
FlexFL,modal_density,83,51,-0.4673947634391083,-0.2862398164397298,0.019465905192150475,0.11937016550763828,1.103517097945599,1.121170977929887,1947.0,0.4011735769497148,-0.08008504606661943,negligible,-0.1811549469993785,-0.0999042603154878,1.0,False,False,0.08008504606661943
FlexFL,redundancy,83,51,0.1071055567117356,-0.0658449972652414,0.06429603871693014,-0.012287194722461944,1.0505955958755966,1.0909719416260766,2277.5,0.4619953033369063,0.0760689818095913,negligible,0.172950553976977,0.07658323343939208,1.0,False,False,0.0760689818095913
FlexFL,causal_density,83,51,-0.3323823826952766,-0.4606169570617982,-0.011231114370172943,-0.14635877039249023,1.1767782121706278,1.0424575687228677,2248.0,0.5393060234444487,0.06213087644696433,negligible,0.12823457436652164,0.1351276560223173,1.0,False,False,0.06213087644696433
FlexFL,completeness_score,83,51,-0.1877149484641514,-0.1877149484641514,-0.1359763836951908,-0.2508664319321475,1.0322404244277976,0.9460083792062343,2235.5,0.565368853678552,0.05622489959839357,negligible,0.0,0.11489004823695673,1.0,False,False,0.05622489959839357
FlexFL,concept__json_parsing,83,51,0.0,0.0,0.12048192771084337,0.17647058823529413,0.3275031320440732,0.3850133687518488,1998.0,0.3708257184897781,-0.05598866052445074,negligible,0.0,-0.055988660524450756,1.0,False,False,0.05598866052445074
FlexFL,concept__serialization,83,51,0.0,0.0,0.024096385542168676,0.0784313725490196,0.15428067663158054,0.2715243823233531,2001.5,0.14299553382456454,-0.05433498700685093,negligible,0.0,-0.05433498700685093,1.0,False,False,0.05433498700685093
FlexFL,concept__deserialization,83,51,0.0,0.0,0.08433734939759036,0.13725490196078433,0.27958240973264575,0.3475403771153651,2004.5,0.33485131305488414,-0.05291755256319395,negligible,0.0,-0.05291755256319397,1.0,False,False,0.05291755256319395
FlexFL,num_env_mentions,83,51,-0.2192296649910203,-0.2192296649910203,0.021370690234612084,-0.15396878432524422,0.8671577734602288,0.46605590845831574,2228.0,0.18690621015029207,0.05268131348925112,negligible,0.0,0.1753394745598563,1.0,False,False,0.05268131348925112
FlexFL,concept__html_parsing,83,51,0.0,0.0,0.07228915662650602,0.11764705882352941,0.26054036390250707,0.32539568672798425,2020.5,0.3762431872427725,-0.04535790219702339,negligible,0.0,-0.04535790219702339,1.0,False,False,0.04535790219702339
FlexFL,num_OB,83,51,-0.2886514946017978,-0.0777818550633016,-0.06253826666292837,0.124818386846234,0.7332768949282044,1.2524739125181787,2024.0,0.6715317866094719,-0.04370422867942358,negligible,-0.2108696395384962,-0.18735665350916236,1.0,False,False,0.04370422867942358
FlexFL,n_sentences,83,51,-0.2868038552763112,-0.1927790342493305,-0.10555118823634843,-0.048976366796301234,0.77587440718647,0.7979052770819661,2029.5,0.690990042100643,-0.041105598866052445,negligible,-0.0940248210269807,-0.0565748214400472,1.0,False,False,0.041105598866052445
