tool,feature,unique_count,all_count,unique_median,all_median,unique_mean,all_mean,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta
FlexFL,description_length,83,306,-1.0231586669890729,0.052201402602813446,-0.5212156339749111,0.24304773536995486,4674.5,9.369689982371205e-19,-0.6319001496180802,large,5.3407232899515864e-17,True,True,0.6319001496180802
FlexFL,causal_reasoning_quality,83,306,-1.6524086752429987,0.8480647640971679,-0.6883707227263081,0.5228397873463879,4753.0,2.6727793439861798e-21,-0.6257185605165761,large,1.6303953998315697e-19,True,True,0.6257185605165761
FlexFL,actionability,83,306,-1.6812479388132866,0.8491089986580442,-0.7178831288844424,0.5166895578529872,4835.5,1.1258949416893617e-20,-0.6192219859831483,large,6.75536965013617e-19,True,True,0.6192219859831483
FlexFL,repair_difficulty,83,306,1.5143373651357288,-0.6545677804703322,0.6345806594882903,-0.5435236172421353,20365.0,1.6358953061640389e-18,0.603669580281912,large,9.161013714518618e-17,True,True,0.603669580281912
FlexFL,clarity,83,306,-1.7301489453956265,0.7623879238337528,-0.7031036330143643,0.5049886915865358,5193.5,5.982706652991378e-20,-0.5910307898259706,large,3.529796925264913e-18,True,True,0.5910307898259706
FlexFL,summary_chars,83,306,-0.8058683276097268,0.683342812268821,-0.5588626244893091,0.48786357223029697,5302.0,3.670376236802224e-17,-0.5824868099850382,large,1.9820031678732007e-15,True,True,0.5824868099850382
FlexFL,specificity,83,306,-1.6614570375157598,0.8878201148650916,-0.6908888686575081,0.4862673085096765,5349.5,9.87362157391742e-18,-0.5787463579809434,large,5.430491865654581e-16,True,True,0.5787463579809434
FlexFL,automated_readability_index,83,306,0.114358910547215,-0.4855412244489249,0.3511451647171822,-0.3343774023639568,20030.0,7.107369919930929e-16,0.5772895503582959,large,3.695832358364083e-14,True,True,0.5772895503582959
FlexFL,technical_depth,83,306,-1.5820652528075685,0.627005794172899,-0.6837984114149085,0.44472133686487036,5414.0,9.229567513503635e-17,-0.5736672178911726,large,4.891670782156926e-15,True,True,0.5736672178911726
FlexFL,coleman_liau_index,83,306,0.0471550343521274,-0.4895662688110942,0.29452924458969515,-0.31612685114993405,19552.5,4.594824373829832e-14,0.5396881644223954,large,2.3433604306532145e-12,True,True,0.5396881644223954
FlexFL,expected_observed_alignment,83,306,-1.719935307046086,0.7027131095927159,-0.6574726279418404,0.5158683297473705,6024.0,6.930874369833651e-19,-0.5256319395227971,large,4.0199071345035176e-17,True,True,0.5256319395227971
FlexFL,flesch_reading_ease,83,306,0.0,0.4521417354611103,-0.21608370456541462,0.28629181618669863,6267.5,1.4576456739157513e-12,-0.5064572013544374,large,7.142463802187182e-11,True,True,0.5064572013544374
FlexFL,confidence,83,306,-1.797378186299459,0.5605334956487706,-0.6894437815286041,0.49696234736095063,6318.5,3.224411347630062e-32,-0.5024411370974092,large,2.0313791490069394e-30,True,True,0.5024411370974092
FlexFL,fine_grained_confidence,83,306,1.0,5.0,2.7951807228915664,4.784313725490196,6337.5,5.412107295995284e-26,-0.5009449562957713,large,3.355506523517077e-24,True,True,0.5009449562957713
FlexFL,concept_num_concepts,83,306,-1.610864843126201,0.410786675927473,-0.5635032127730926,0.34251739805093284,7482.0,4.863810588480067e-10,-0.41081974958658163,medium,2.334629082470432e-08,True,True,0.41081974958658163
FlexFL,has_version_info,83,306,-1.2686114456365274,0.7882634225314346,-0.4508178233528799,0.39167643814610853,7497.5,1.8477903289486293e-13,-0.409599181037877,medium,9.238951644743147e-12,True,True,0.409599181037877
FlexFL,num_versions,83,306,-0.3124943305803233,-0.0494572680454745,-0.14928458695930266,0.17102968143226632,7624.5,1.1292211425197735e-08,-0.39959839357429716,medium,5.307339369842936e-07,True,True,0.39959839357429716
FlexFL,n_words,83,306,-0.4241853178693189,-0.2107902709235904,-0.24708127288331344,-0.038647308216490664,9241.0,0.00014137759949068806,-0.2723049058981022,small,0.006503369576571651,True,True,0.2723049058981022
FlexFL,n_tokens,83,306,-0.3993434110783416,-0.2790090493599566,-0.23419096073671308,-0.036083415473225335,10315.0,0.008702895680995002,-0.187731317426569,small,0.3568187229207951,False,False,0.187731317426569
FlexFL,has_code,83,306,-0.6202765124580578,-0.6202765124580578,-0.21681975515970023,0.14576393195483683,10636.5,0.004553154269898446,-0.16241436333569573,small,0.2003387878755316,False,False,0.16241436333569573
