tool,feature,corr,pval,n,n_found,n_not_found,analysis,pval_adj,reject,practically_significant
FlexFL,summary_chars,0.21533553937699185,2.1436187731466393e-08,663,390,273,found_vs_notfound,3.451226224766089e-06,True,True
FlexFL,description_chars,-0.03626575272843276,0.35115890650085146,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,n_tokens,-0.005997142430549067,0.8775079160852953,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,n_words,0.011492982752089875,0.7677023183087723,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,n_sentences,-0.03250839738002151,0.4033275542777866,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,flesch_reading_ease,0.12178867425003578,0.0017493654435880514,658,387,271,found_vs_notfound,0.23966306577156304,False,False
FlexFL,smog_index,0.06647032861725619,0.08843584913812635,658,387,271,found_vs_notfound,1.0,False,False
FlexFL,gunning_fog,-0.023765740503442497,0.5428201153495873,658,387,271,found_vs_notfound,1.0,False,False
FlexFL,coleman_liau_index,-0.1313817357980028,0.0007291243981148838,658,387,271,found_vs_notfound,0.10207741573608373,False,False
FlexFL,automated_readability_index,-0.14866290531706136,0.00012946955372340855,658,387,271,found_vs_notfound,0.019032024397341057,True,False
FlexFL,has_stacktrace,-0.04652306684287423,0.23157956818584977,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,has_code,0.08970695747096127,0.020880085502831776,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,has_patch,0.05233761985584524,0.1782993510362763,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,has_enumeration,0.03349599936660287,0.389185465747265,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_causal_markers,0.067357414716523,0.08308367070922718,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_temporal_markers,-0.020633876944356873,0.5958684595237865,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,causal_density,0.08274699583741107,0.033149453574680784,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,temporal_density,0.0026150337819167346,0.9464169113422798,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_os_mentions,0.01182886683996126,0.7611165707511468,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_browser_mentions,-0.020530829403000397,0.5977061793464462,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_env_mentions,-0.011950630995905646,0.7587333465012598,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_versions,0.06134260813972041,0.11456480968228198,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,has_os_info,0.012877308184202352,0.7406723612661196,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,has_version_info,0.17704171933435997,4.512049939297932e-06,663,390,273,found_vs_notfound,0.0006722954409553919,True,False
FlexFL,num_exception_types,-0.046315847071789124,0.23366707630083125,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,stacktrace_depth,-0.04488145455113669,0.24848218985218518,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_caused_by,-0.07898772044836738,0.04203458896733664,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_modal_verbs,-0.049161125367476674,0.2061528156853548,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_negative_modals,0.022524051008511743,0.5626255929682059,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,modal_density,-0.11282525235962707,0.003626744967580615,663,390,273,found_vs_notfound,0.4859838256558024,False,False
FlexFL,redundancy,-0.05268862002861162,0.175401851721174,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,ambiguity,-0.00015638085577182256,0.9967932954087986,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,actionability,0.20609519162185247,8.59018638342967e-08,663,390,273,found_vs_notfound,1.3572494485818879e-05,True,True
FlexFL,clarity,0.1852019955926354,1.576200440279969e-06,663,390,273,found_vs_notfound,0.00023800626648227532,True,False
FlexFL,specificity,0.19416136821907792,4.7040649765162524e-07,663,390,273,found_vs_notfound,7.291300713600191e-05,True,False
FlexFL,expected_observed_alignment,0.19794112851448237,2.7760661386520906e-07,663,390,273,found_vs_notfound,4.330663176297261e-05,True,False
FlexFL,technical_depth,0.17589022613011232,5.21421447671195e-06,663,390,273,found_vs_notfound,0.0007717037425533686,True,False
FlexFL,hidden_s2r_present,-0.09789609275305698,0.011668664246542407,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,causal_reasoning_quality,0.18961214514717972,8.75447622027552e-07,663,390,273,found_vs_notfound,0.0001330680385481879,True,False
FlexFL,contradiction_present,0.03251771536699376,0.40319270527291023,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,repair_difficulty,-0.21811919039270988,1.3936702312835178e-08,663,390,273,found_vs_notfound,2.257745774679299e-06,True,True
FlexFL,description_length,0.08647782401764553,0.025969346675738962,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,confidence,0.18373649670745545,1.91049590005072e-06,663,390,273,found_vs_notfound,0.000286574385007608,True,False
FlexFL,fine_grained_confidence,0.19275224199912017,7.229158949225207e-07,651,381,270,found_vs_notfound,0.00011132904781806818,True,False
FlexFL,has_OB,0.07595269146864005,0.05060389535079571,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,has_EB,0.010856745817698712,0.7802227665343296,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,missing_OB,-0.07595269146864005,0.05060389535079571,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,missing_EB,-0.010856745817698688,0.7802227665343296,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_OB,-0.07854323187336276,0.043207287772478044,663,390,273,found_vs_notfound,1.0,False,False
FlexFL,num_EB,0.043653490986355487,0.26167605352188206,663,390,273,found_vs_notfound,1.0,False,False
boostnsift,summary_chars,0.29396324029167553,1.107491220689845e-14,663,306,357,found_vs_notfound,1.9602594606210254e-12,True,True
boostnsift,description_chars,-0.12677184932266056,0.0010706613425932065,663,306,357,found_vs_notfound,0.1477512652778625,False,False
boostnsift,n_tokens,-0.05129653528390971,0.18710235323555938,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,n_words,-0.015072517612750518,0.6984684706418647,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,n_sentences,-0.13520374250346098,0.00048156953386833983,663,306,357,found_vs_notfound,0.06790130427543592,False,False
boostnsift,flesch_reading_ease,0.28729178851653503,5.715606542222082e-14,658,306,352,found_vs_notfound,9.887999318044203e-12,True,True
boostnsift,smog_index,-0.006276759469410014,0.8723266877469105,658,306,352,found_vs_notfound,1.0,False,False
boostnsift,gunning_fog,0.008025700850868353,0.8371946028659194,658,306,352,found_vs_notfound,1.0,False,False
boostnsift,coleman_liau_index,-0.30440681610665365,1.4179370352584463e-15,658,306,352,found_vs_notfound,2.5664660338177877e-13,True,True
boostnsift,automated_readability_index,-0.30555257055401,1.0972706327055857e-15,658,306,352,found_vs_notfound,2.0080052578512217e-13,True,True
boostnsift,has_stacktrace,-0.08194371861773278,0.03489985476090433,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,has_code,0.07566330695055343,0.0514922936143854,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,has_patch,0.014293141223718345,0.7133539884256161,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,has_enumeration,0.058587492514838024,0.13180941958359838,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_causal_markers,0.007712308612160051,0.8428801317057892,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_temporal_markers,0.056236243470020784,0.14805736317750412,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,causal_density,0.10791778185907272,0.005408566408807169,663,306,357,found_vs_notfound,0.7193393323713534,False,False
boostnsift,temporal_density,0.0700886701370942,0.0713079869453395,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_os_mentions,0.03582811872841266,0.35700579489178397,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_browser_mentions,-0.08599460602074309,0.026816308938610336,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_env_mentions,-0.08363707485706506,0.03129799947799489,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_versions,0.02945306716715669,0.4489816134079176,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,has_os_info,0.038790577887752545,0.31861846957033574,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,has_version_info,0.19071232735453092,7.543666068746006e-07,663,306,357,found_vs_notfound,0.00011541809085181389,True,False
boostnsift,num_exception_types,-0.11324944285396528,0.0035010784777728967,663,306,357,found_vs_notfound,0.47264559449934107,False,False
boostnsift,stacktrace_depth,-0.14304082890111958,0.0002197175216984411,663,306,357,found_vs_notfound,0.03141960560287708,True,False
boostnsift,num_caused_by,-0.07053112346018708,0.06953550177198323,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_modal_verbs,-0.03269498724337262,0.40063238039404175,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_negative_modals,-2.7755575615628914e-17,0.9999999999999991,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,modal_density,-0.03663807993040405,0.34623248458279543,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,redundancy,-0.011171127732009883,0.7740287416813051,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,ambiguity,0.06177941798357378,0.11200134337021124,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,actionability,0.28713617596932894,4.7440475162304945e-14,663,306,357,found_vs_notfound,8.34952362856567e-12,True,True
boostnsift,clarity,0.286587887392334,5.322928931843201e-14,663,306,357,found_vs_notfound,9.26189634140717e-12,True,True
boostnsift,specificity,0.25484739286251246,2.7401263083038435e-11,663,306,357,found_vs_notfound,4.603412197950457e-09,True,True
boostnsift,expected_observed_alignment,0.28710123878131777,4.779015316326917e-14,663,306,357,found_vs_notfound,8.363276803572104e-12,True,True
boostnsift,technical_depth,0.2307577882426535,1.8342679092281482e-09,663,306,357,found_vs_notfound,3.008199371134163e-07,True,True
boostnsift,hidden_s2r_present,-0.1019220260460662,0.008632925967106289,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,causal_reasoning_quality,0.3129649885384517,1.5650321820730942e-16,663,306,357,found_vs_notfound,2.910959858655955e-14,True,True
boostnsift,contradiction_present,-0.03598302002087996,0.3549293207352637,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,repair_difficulty,-0.30857570580777627,4.3044722553011254e-16,663,306,357,found_vs_notfound,7.920228949754071e-14,True,True
boostnsift,description_length,0.07879494917870494,0.042539837441976376,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,confidence,0.28122907404727365,1.618486217889569e-13,663,306,357,found_vs_notfound,2.767611432591163e-11,True,True
boostnsift,fine_grained_confidence,0.28662496729867426,8.912589921114207e-14,651,303,348,found_vs_notfound,1.5329654664316438e-11,True,True
boostnsift,has_OB,0.07460668710520692,0.054847389996055866,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,has_EB,0.055596794375205885,0.15273000011229812,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,missing_OB,-0.07460668710520693,0.054847389996055866,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,missing_EB,-0.05559679437520594,0.15273000011229645,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_OB,0.02696276380539069,0.48826287354237474,663,306,357,found_vs_notfound,1.0,False,False
boostnsift,num_EB,0.07050758469998171,0.06962888121539258,663,306,357,found_vs_notfound,1.0,False,False
buglocator,summary_chars,0.3489282162321048,2.0416900382551108e-20,663,312,351,found_vs_notfound,3.981295574597466e-18,True,True
buglocator,description_chars,-0.08724151793670006,0.024677836868981562,663,312,351,found_vs_notfound,1.0,False,False
buglocator,n_tokens,-0.043337238559269735,0.26515086267636523,663,312,351,found_vs_notfound,1.0,False,False
buglocator,n_words,-0.015073726758250357,0.6984454647423416,663,312,351,found_vs_notfound,1.0,False,False
buglocator,n_sentences,-0.07411155641968196,0.0564810759920665,663,312,351,found_vs_notfound,1.0,False,False
buglocator,flesch_reading_ease,0.21591479221732574,2.2173587373419433e-08,658,312,346,found_vs_notfound,3.547773979747109e-06,True,True
buglocator,smog_index,-0.04971617056243953,0.2027847255545343,658,312,346,found_vs_notfound,1.0,False,False
buglocator,gunning_fog,-0.03882569299837958,0.32001891619814593,658,312,346,found_vs_notfound,1.0,False,False
buglocator,coleman_liau_index,-0.2349604717184385,1.0524428896723928e-09,658,312,346,found_vs_notfound,1.7365307679594483e-07,True,True
buglocator,automated_readability_index,-0.26271830270586216,7.544678038536322e-12,658,312,346,found_vs_notfound,1.2750505885126385e-09,True,True
buglocator,has_stacktrace,0.02738117763586933,0.48153636919527987,663,312,351,found_vs_notfound,1.0,False,False
buglocator,has_code,0.1442754525344596,0.00019344513553686807,663,312,351,found_vs_notfound,0.02804954465284587,True,False
buglocator,has_patch,-0.02282554903419405,0.5574068371112065,663,312,351,found_vs_notfound,1.0,False,False
buglocator,has_enumeration,0.09162467957743545,0.018287856490717565,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_causal_markers,0.03145134941113831,0.4187993888354426,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_temporal_markers,0.0785176987971908,0.04327548150912428,663,312,351,found_vs_notfound,1.0,False,False
buglocator,causal_density,0.09876195174590092,0.010945787841581704,663,312,351,found_vs_notfound,1.0,False,False
buglocator,temporal_density,0.0818532392533553,0.03510186317274661,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_os_mentions,-0.0013457792301706031,0.972409220374709,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_browser_mentions,-0.14620428906459715,0.00015822153436947098,663,312,351,found_vs_notfound,0.023100344017942764,True,False
buglocator,num_env_mentions,-0.08744583321625177,0.024341870726185898,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_versions,0.020224612955126755,0.6031822543625885,663,312,351,found_vs_notfound,1.0,False,False
buglocator,has_os_info,-0.004232399033850157,0.9133817612104763,663,312,351,found_vs_notfound,1.0,False,False
buglocator,has_version_info,0.23538185347582102,8.474534607434512e-10,663,312,351,found_vs_notfound,1.406772744834129e-07,True,True
buglocator,num_exception_types,0.0378813244007205,0.330102655806176,663,312,351,found_vs_notfound,1.0,False,False
buglocator,stacktrace_depth,-0.010708722429036737,0.7831440103499812,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_caused_by,-0.06230635414102806,0.10896927512115666,663,312,351,found_vs_notfound,1.0,False,False
buglocator,num_modal_verbs,-0.015472356937491855,0.6908760750152445,663,312,351,found_vs_notfound,1.0,False,False
