project,bug_id,tool,detected,rank,mrr,map,duration_seconds,execution_timestamp,comparison_timestamp,cpu_avg_percent,cpu_max_percent,memory_avg_bytes,memory_max_bytes,memory_limit_bytes,network_rx_total_bytes,network_tx_total_bytes,disk_read_total_bytes,disk_write_total_bytes,top@1,top@5,top@10
Chart,1,BRaIn,Yes,4.0,0.25,0.25,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Chart,1,FlexFL,Yes,5,0.200000,0.200000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Chart,1,bluir,Yes,1,1.000000,1.000000,40.282105922698975,2026-07-24T07:36:09.658327,2026-08-02T09:16:48.529573,185.53,355.95,1098746865.6666667,1490353651,134861973094,586,0,6770000,0,1,1,1
Chart,1,boostnsift,Yes,287,0.003484,0.003484,31.236978769302368,2026-07-24T07:36:44.079140,2026-08-02T09:16:48.529573,52.0,87.15,386442199.0,595591168,134861973094,806,0,0,0,0,0,0
Chart,1,buglocator,Yes,14,0.071429,0.071429,130.39800477027893,2026-08-02T09:38:52.983575,2026-08-03T08:48:18.332680,110.19,220.38,105958604.5,211917209,134861973094,486,0,99400000,0,0,0,0
Chart,1,locus,Yes,1,1.000000,1.000000,42.910422563552856,2026-07-24T07:36:12.286669,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,2,BRaIn,No,,0.0,0.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,0
Chart,2,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,2,bluir,Yes,2,0.500000,0.500000,39.75874996185303,2026-07-23T10:06:11.253247,2026-08-02T09:16:48.529573,146.98333333333335,264.76,1219295357.3333333,1523639648,134861973094,586,0,0,0,0,1,1
Chart,2,boostnsift,Yes,305,0.003279,0.003279,44.52971434593201,2026-07-23T10:06:57.426627,2026-08-02T09:16:48.529573,47.485,169.86,361027337.75,840223948,134861973094,806,0,0,0,0,0,0
Chart,2,buglocator,Yes,3,0.333333,0.333333,139.92264342308044,2026-08-02T09:44:17.154146,2026-08-03T08:48:18.332680,136.96,273.92,106692608.0,213385216,134861973094,266,0,0,0,0,1,1
Chart,2,locus,No,N/A,0.000000,0.000000,0.19258618354797363,2026-07-24T07:38:47.416549,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,3,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,4,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,5,BRaIn,Yes,1.0,1.0,1.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,1,1,1
Chart,5,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,5,bluir,No,N/A,0.000000,0.000000,32.69546127319336,2026-07-23T10:07:38.948774,2026-08-02T09:16:48.529573,154.02333333333334,310.79,1093290076.3333333,1472100040,134861973094,806,0,0,0,0,0,0
Chart,5,boostnsift,No,N/A,0.000000,0.000000,28.83794355392456,2026-07-23T10:07:51.998367,2026-08-02T09:16:48.529573,36.660000000000004,88.54,359549719.6666667,665845760,134861973094,806,0,0,0,0,0,0
Chart,5,buglocator,Yes,1,1.000000,0.500944,157.7550768852234,2026-08-02T09:46:55.754075,2026-08-03T08:48:18.332680,366.03999999999996,557.77,909012631.0,1472100040,134861973094,696,0,0,0,1,1,1
Chart,5,locus,Yes,1,1.000000,1.000000,19.492929697036743,2026-07-23T10:07:20.029978,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,6,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,7,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,8,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,9,BRaIn,Yes,6.0,0.16666666666666666,0.16666666666666666,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,1
Chart,9,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,9,bluir,Yes,1,1.000000,1.000000,31.8015775680542,2026-07-23T10:08:46.833208,2026-08-02T09:16:48.529573,200.56000000000003,341.16,1065962787.6666666,1462436364,134861973094,806,0,0,0,1,1,1
Chart,9,boostnsift,Yes,108,0.009259,0.009259,28.88816237449646,2026-07-23T10:08:52.029430,2026-08-02T09:16:48.529573,27.286666666666665,62.4,365002314.6666667,661022310,134861973094,586,0,0,0,0,0,0
Chart,9,buglocator,Yes,1,1.000000,0.500694,153.27729678153992,2026-08-02T09:46:53.619634,2026-08-03T08:48:18.332680,224.385,314.67,845328416.5,1437740302,134861973094,736,0,N/A,N/A,1,1,1
Chart,9,locus,Yes,1,1.000000,1.000000,16.776090145111084,2026-07-23T10:08:11.883079,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,10,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,11,BRaIn,Yes,2.0,0.5,0.5,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Chart,11,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,11,bluir,Yes,1,1.000000,1.000000,29.081148862838745,2026-07-22T07:28:13.789903,2026-08-02T09:16:48.529573,175.15666666666667,358.27,1087542481.6666667,1483911200,134861973094,586,0,0,0,1,1,1
Chart,11,boostnsift,Yes,177,0.005650,0.005650,25.636303901672363,2026-07-16T14:34:43.154244,2026-08-02T09:16:48.529573,0.64,0.64,23393730.0,23393730,134861973094,526,0,0,0,0,0,0
Chart,11,buglocator,Yes,1,1.000000,0.500664,141.5650508403778,2026-08-02T09:39:04.166023,2026-08-03T08:48:18.332680,305.155,511.71,873224732.0,1429150367,134861973094,736,0,N/A,0,1,1,1
Chart,11,locus,No,N/A,0.000000,0.000000,0.06484103202819824,2026-07-16T13:27:06.686217,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,12,BRaIn,Yes,6.0,0.16666666666666666,0.16666666666666666,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,1
Chart,12,FlexFL,Yes,3,0.333333,0.333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Chart,12,bluir,No,N/A,0.000000,0.000000,33.99105930328369,2026-07-24T07:37:31.074761,2026-08-02T09:16:48.529573,255.52,329.62,1097731844.0,1495722360,134861973094,806,0,0,0,0,0,0
Chart,12,boostnsift,No,N/A,0.000000,0.000000,30.10608696937561,2026-07-24T07:37:37.309478,2026-08-02T09:16:48.529573,55.81,146.06,344551587.3333333,627153305,134861973094,586,0,0,0,0,0,0
Chart,12,buglocator,Yes,1,1.000000,0.500551,149.48768520355225,2026-08-02T09:41:25.498731,2026-08-03T08:48:18.332680,189.1,249.32,836656692.5,1453846429,134861973094,736,0,0,0,1,1,1
Chart,12,locus,No,N/A,0.000000,0.000000,16.873811960220337,2026-07-24T07:37:04.093214,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,13,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,14,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,15,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,16,BRaIn,Yes,4.0,0.25,0.25,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Chart,16,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,16,bluir,Yes,1,1.000000,1.000000,32.24768137931824,2026-07-23T10:05:24.238192,2026-08-02T09:16:48.529573,147.59666666666666,311.79,606439036.0,1437740302,134861973094,736,0,0,0,1,1,1
Chart,16,boostnsift,Yes,432,0.002315,0.002315,28.61164689064026,2026-07-23T10:05:26.258935,2026-08-02T09:16:48.529573,71.79,118.34,337568071.0,614884966,134861973094,586,0,N/A,0,0,0,0
Chart,16,buglocator,Yes,1,1.000000,0.500569,166.6365773677826,2026-08-02T09:41:54.019415,2026-08-03T08:48:18.332680,193.7,265.09,850825052.0,1481763717,134861973094,736,0,0,0,1,1,1
Chart,16,locus,Yes,1,1.000000,1.000000,21.55256199836731,2026-07-23T10:04:48.802752,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,17,BRaIn,Yes,1.0,1.0,1.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,1,1,1
Chart,17,FlexFL,Yes,2,0.500000,0.500000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,17,bluir,Yes,1,1.000000,1.000000,29.126234531402588,2026-07-24T07:38:27.998486,2026-08-02T09:16:48.529573,220.89333333333335,331.65,1078459017.3333333,1455993913,134861973094,806,0,0,0,1,1,1
Chart,17,boostnsift,Yes,26,0.038462,0.038462,27.26473307609558,2026-07-24T07:38:44.069334,2026-08-02T09:16:48.529573,42.72666666666666,94.6,329186453.6666667,572941926,134861973094,806,0,0,0,0,0,0
Chart,17,buglocator,Yes,1,1.000000,0.500855,165.91544914245605,2026-08-02T09:44:14.642144,2026-08-03T08:48:18.332680,191.765,268.78,847828221.5,1472100040,134861973094,736,0,0,0,1,1,1
Chart,17,locus,Yes,1,1.000000,1.000000,15.346710920333862,2026-07-24T07:37:55.757790,2026-08-03T08:48:18.332680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,18,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,19,FlexFL,Yes,5,0.200000,0.100000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,20,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,21,FlexFL,Yes,1,1.000000,0.500000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,22,FlexFL,Yes,1,1.000000,0.416667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,23,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,24,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,25,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,26,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,1,BRaIn,Yes,1.0,1.0,1.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,1,1,1
Cli,1,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,1,bluir,No,N/A,0.000000,0.000000,6.335896015167236,2026-07-24T07:39:53.217110,2026-08-02T09:16:51.723681,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,1,boostnsift,No,N/A,0.000000,0.000000,8.722559690475464,2026-07-24T07:40:03.061314,2026-08-02T09:16:51.723681,1.01,2.02,11460935.5,22921871,134861973094,486,0,0,0,0,0,0
Cli,1,buglocator,Yes,1,1.000000,1.000000,7.373858213424683,2026-08-02T09:47:06.693499,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,1,locus,Yes,1,1.000000,1.000000,4.3305230140686035,2026-07-24T07:39:51.209923,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,2,BRaIn,Yes,3.0,0.3333333333333333,0.3333333333333333,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Cli,2,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,2,bluir,Yes,11,0.090909,0.090909,4.98493218421936,2026-07-24T07:42:41.188302,2026-08-02T09:16:51.723681,378.37,378.37,335649177.0,335649177,134861973094,266,0,0,N/A,0,0,0
Cli,2,boostnsift,No,N/A,0.000000,0.000000,8.491672992706299,2026-07-24T07:42:52.814093,2026-08-02T09:16:51.723681,1.37,2.74,11398021.0,22796042,134861973094,486,0,0,0,0,0,0
Cli,2,buglocator,Yes,11,0.090909,0.090909,6.187902927398682,2026-08-02T09:48:52.944875,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,2,locus,Yes,5,0.200000,0.200000,4.173551082611084,2026-07-24T07:42:33.082805,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,3,BRaIn,No,,0.0,0.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,0
Cli,3,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,3,bluir,Yes,11,0.090909,0.090909,5.074594974517822,2026-07-24T07:45:06.229720,2026-08-02T09:16:51.723681,378.75,378.75,283010662.0,283010662,134861973094,486,0,0,N/A,0,0,0
Cli,3,boostnsift,Yes,10,0.100000,0.100000,5.2297234535217285,2026-07-24T07:45:07.342667,2026-08-02T09:16:51.723681,96.77,96.77,94518640.0,94518640,134861973094,536,0,0,N/A,0,0,1
Cli,3,buglocator,Yes,9,0.111111,0.111111,6.562645435333252,2026-08-02T09:50:36.142149,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Cli,3,locus,Yes,15,0.066667,0.066667,4.692906141281128,2026-07-24T07:44:57.938700,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,4,BRaIn,Yes,3.0,0.3333333333333333,0.3333333333333333,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Cli,4,FlexFL,Yes,3,0.333333,0.333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,4,bluir,Yes,3,0.333333,0.333333,4.889143466949463,2026-07-23T10:15:01.352856,2026-08-02T09:16:51.723681,340.09,340.09,263821721.0,263821721,134861973094,486,0,0,N/A,0,1,1
Cli,4,boostnsift,Yes,9,0.111111,0.111111,8.411433696746826,2026-07-23T10:15:05.919052,2026-08-02T09:16:51.723681,0.725,1.45,12053381.0,24106762,134861973094,266,0,0,0,0,0,1
Cli,4,buglocator,Yes,4,0.250000,0.250000,6.163465261459351,2026-08-02T09:52:37.099986,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,4,locus,Yes,7,0.142857,0.142857,4.433262825012207,2026-07-23T10:14:53.302122,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,5,BRaIn,No,,0.0,0.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,0
Cli,5,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,5,bluir,Yes,2,0.500000,0.500000,5.163015842437744,2026-07-23T10:15:37.814319,2026-08-02T09:16:51.723681,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,5,boostnsift,No,N/A,0.000000,0.000000,4.969785213470459,2026-07-23T10:15:43.874583,2026-08-02T09:16:51.723681,1.85,1.85,22806528.0,22806528,134861973094,486,0,0,0,0,0,0
Cli,5,buglocator,Yes,9,0.111111,0.111111,6.949914932250977,2026-08-02T09:52:50.192595,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Cli,5,locus,Yes,3,0.333333,0.333333,4.196144342422485,2026-07-23T10:15:35.783759,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,7,BRaIn,No,,0.0,0.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,0
Cli,7,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,7,bluir,Yes,41,0.024390,0.024390,5.503455877304077,2026-07-23T10:15:55.867301,2026-08-02T09:16:51.723681,385.45,385.45,354523545.0,354523545,134861973094,486,0,0,0,0,0,0
Cli,7,boostnsift,Yes,45,0.022222,0.022222,8.904678106307983,2026-07-23T10:16:04.564968,2026-08-02T09:16:51.723681,1.14,2.28,11607736.0,23215472,134861973094,486,0,0,0,0,0,0
Cli,7,buglocator,Yes,55,0.018182,0.018182,8.925519943237305,2026-08-02T09:53:02.319048,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,7,locus,No,N/A,0.000000,0.000000,0.1883542537689209,2026-07-24T07:47:49.144955,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,8,BRaIn,Yes,2.0,0.5,0.5,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Cli,8,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,8,bluir,No,N/A,0.000000,0.000000,4.575923681259155,2026-07-23T10:16:15.284481,2026-08-02T09:16:51.723681,319.75,319.75,253650534.0,253650534,134861973094,486,0,0,0,0,0,0
Cli,8,boostnsift,No,N/A,0.000000,0.000000,8.893839597702026,2026-07-23T10:16:23.665126,2026-08-02T09:16:51.723681,0.685,1.37,12063866.5,24127733,134861973094,486,0,0,0,0,0,0
Cli,8,buglocator,Yes,1,1.000000,1.000000,6.430473327636719,2026-08-02T09:53:00.896651,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,8,locus,Yes,1,1.000000,1.000000,0.19754576683044434,2026-07-24T07:48:03.732495,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,9,BRaIn,Yes,1.0,1.0,1.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,1,1,1
Cli,9,FlexFL,Yes,1,1.000000,1.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,9,bluir,Yes,2,0.500000,0.500000,5.223506927490234,2026-07-23T10:16:35.370558,2026-08-02T09:16:51.723681,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,9,boostnsift,Yes,14,0.071429,0.071429,16.17757487297058,2026-07-23T10:16:48.351937,2026-08-02T09:16:51.723681,8.1,17.42,101069618.75,193147699,134861973094,806,0,0,0,0,0,0
Cli,9,buglocator,Yes,1,1.000000,1.000000,5.518254041671753,2026-08-02T09:53:09.605639,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
Cli,9,locus,Yes,1,1.000000,1.000000,0.2783629894256592,2026-07-24T07:48:06.954026,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,10,BRaIn,Yes,1.0,1.0,1.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,1,1,1
Cli,10,FlexFL,Yes,2,0.500000,0.500000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,10,bluir,No,N/A,0.000000,0.000000,5.241113901138306,2026-07-23T10:09:33.138382,2026-08-02T09:16:51.723681,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,10,boostnsift,No,N/A,0.000000,0.000000,8.172566652297974,2026-07-23T10:09:43.491686,2026-08-02T09:16:51.723681,0.82,1.64,11387535.0,22775070,134861973094,486,0,0,0,0,0,0
Cli,10,buglocator,Yes,9,0.111111,0.111111,6.434093475341797,2026-08-02T09:47:17.418213,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Cli,10,locus,Yes,3,0.333333,0.333333,4.309344053268433,2026-07-23T10:09:32.205375,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,11,BRaIn,Yes,5.0,0.2,0.2,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,1,1
Cli,11,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,11,bluir,Yes,1,1.000000,1.000000,4.629567623138428,2026-07-23T10:09:52.320194,2026-08-02T09:16:51.723681,360.85,360.85,282486374.0,282486374,134861973094,486,0,0,0,1,1,1
Cli,11,boostnsift,Yes,18,0.055556,0.055556,8.149192333221436,2026-07-23T10:09:57.905292,2026-08-02T09:16:51.723681,0.895,1.79,12126781.0,24253562,134861973094,486,0,0,0,0,0,0
Cli,11,buglocator,Yes,3,0.333333,0.333333,6.058593034744263,2026-08-02T09:47:26.668474,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,11,locus,Yes,1,1.000000,1.000000,0.2550830841064453,2026-07-24T07:40:07.487740,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,12,BRaIn,Yes,7.0,0.14285714285714285,0.14285714285714285,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,1
Cli,12,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,12,bluir,Yes,4,0.250000,0.250000,5.271523475646973,2026-07-24T07:40:27.421197,2026-08-02T09:16:51.723681,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,12,boostnsift,Yes,12,0.083333,0.083333,8.93931794166565,2026-07-24T07:40:37.372964,2026-08-02T09:16:51.723681,0.06,0.12,11838423.0,23676846,134861973094,486,0,0,0,0,0,0
Cli,12,buglocator,Yes,15,0.066667,0.066667,5.584334373474121,2026-08-02T09:47:35.434877,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,12,locus,Yes,6,0.166667,0.166667,4.165716648101807,2026-07-24T07:40:25.320492,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1
Cli,13,BRaIn,Yes,1.0,1.0,1.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,1,1,1
Cli,13,FlexFL,Yes,3,0.333333,0.333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,13,bluir,Yes,21,0.047619,0.047619,5.556061506271362,2026-07-23T10:10:09.914584,2026-08-02T09:16:51.723681,328.48,328.48,288987545.0,288987545,134861973094,486,0,0,0,0,0,0
Cli,13,boostnsift,Yes,46,0.021739,0.021739,9.735803365707397,2026-07-23T10:10:19.697082,2026-08-02T09:16:51.723681,1.145,2.29,11529093.0,23058186,134861973094,486,0,0,0,0,0,0
Cli,13,buglocator,Yes,4,0.250000,0.111552,7.001786708831787,2026-08-02T09:47:38.915459,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
Cli,13,locus,No,N/A,0.000000,0.000000,0.20771288871765137,2026-07-24T07:40:39.908931,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,14,BRaIn,No,,0.0,0.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,0
Cli,14,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,14,bluir,Yes,11,0.090909,0.090909,5.267626762390137,2026-07-23T10:10:30.800754,2026-08-02T09:16:51.723681,388.5,388.5,356096409.0,356096409,134861973094,486,0,0,0,0,0,0
Cli,14,boostnsift,Yes,60,0.016667,0.016667,8.763734817504883,2026-07-23T10:10:37.350538,2026-08-02T09:16:51.723681,1.14,2.28,11508121.5,23016243,134861973094,486,0,0,0,0,0,0
Cli,14,buglocator,Yes,57,0.017544,0.017544,7.410539865493774,2026-08-02T09:47:46.034518,2026-08-03T08:48:22.716936,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Cli,14,locus,No,N/A,0.000000,0.000000,0.16807770729064941,2026-07-24T07:40:45.102702,2026-08-03T08:48:22.716936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,15,BRaIn,No,,0.0,0.0,N/A,2026-08-07T16:33:38.077290,2026-08-07T16:33:38.077290,,,,,,,,,,0,0,0
Cli,15,FlexFL,No,N/A,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
