tool,feature,unique_n,others_n,unique_median,others_median,unique_mean,others_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
BRaIn,code_vocab_jaccard,12,148,0.0428067684839603,0.07745633915477934,0.04121663231499994,0.0799360525522935,-0.034649570670819044,190.0,6.225468276196843e-06,-0.786036036036036,large,0.00032372435036223587,True,True,0.786036036036036,True
BRaIn,z_repair_readiness,12,151,-0.4246352625285036,0.6862435664967211,-0.39311615091501606,0.5212741872585438,-1.1108788290252247,267.0,4.94801820212371e-05,-0.7052980132450332,large,0.002523489283083092,True,True,0.7052980132450332,True
BRaIn,z_hidden_reproducibility,12,151,-1.0825837412185841,-1.6510016510024768,-1.10271507174006,-1.7260357023826767,0.5684179097838926,1448.5,0.0005712330779904006,0.5987858719646799,large,0.028561653899520027,True,True,0.5987858719646799,True
BRaIn,quality_composite,12,151,0.5,0.7,0.4166666666666666,0.6596026490066225,-0.19999999999999996,367.0,0.0005907117922626201,-0.5949227373068433,large,0.028944877820868388,True,True,0.5949227373068433,True
BRaIn,technical_completeness,12,151,0.25,0.7,0.3,0.5454746136865343,-0.44999999999999996,454.5,0.003685984831498077,-0.49834437086092714,large,0.1769272719119077,False,False,0.49834437086092714,False
BRaIn,spec_reasoning_product,12,151,3.5,8.0,4.25,10.205298013245033,-4.5,479.0,0.006387773004786121,-0.47130242825607066,medium,0.3002253312249477,False,False,0.47130242825607066,False
BRaIn,code_vocab_overlap_count,12,148,17.5,25.0,17.416666666666668,27.79054054054054,-7.5,506.0,0.013401395650745633,-0.43018018018018017,medium,0.6164641999342991,False,False,0.43018018018018017,False
BRaIn,z_specificity,12,151,0.5728288460953898,0.1524985703326045,0.6576509900556285,0.10211673648869796,0.42033027576278525,1282.0,0.017003847314973064,0.41501103752759383,medium,0.7651731291737879,False,False,0.41501103752759383,False
BRaIn,project_num_java_files,12,148,541.0,181.0,522.5833333333334,270.9594594594595,360.0,1212.0,0.03605781900782132,0.36486486486486486,medium,1.0,False,False,0.36486486486486486,False
BRaIn,project_java_bytes,12,148,4280132.0,1374860.5,4746201.75,2481893.7972972975,2905271.5,1211.0,0.03668716702852854,0.36373873873873874,medium,1.0,False,False,0.36373873873873874,False
BRaIn,txt_description_line_count,12,151,-0.5846077381764743,0.2834851705555795,-0.0008203158706525197,0.07370844672082487,-0.8680929087320537,612.0,0.06202972977633854,-0.32450331125827814,small,1.0,False,False,0.32450331125827814,False
BRaIn,z_ambiguity,12,151,0.41984278779210216,0.0581238193719095,0.23086309740399738,0.004171099987908408,0.36171896842019263,1161.0,0.10576781671228937,0.2814569536423841,small,1.0,False,False,0.2814569536423841,False
BRaIn,specificity_repro_gap,12,151,0.0,0.0,0.3333333333333333,-0.039735099337748346,0.0,1156.5,0.07198043901088193,0.2764900662251656,small,1.0,False,False,0.2764900662251656,False
BRaIn,z_reasoning_quality,12,151,-0.6314080356418927,0.5996253511966894,-0.33331297522489406,0.2049249815651905,-1.231033386838582,662.5,0.12246876732652137,-0.26876379690949226,small,1.0,False,False,0.26876379690949226,False
BRaIn,z_technical_context,12,151,0.03904344047215145,-0.1920553198993441,0.10795708749403088,-0.19954867169646046,0.23109876037149554,1143.0,0.1327783687181887,0.26158940397350994,small,1.0,False,False,0.26158940397350994,False
BRaIn,embedding_cluster_distance,12,151,0.049965165703406936,0.4030607963269231,-0.05550446338927952,0.3043602716518708,-0.3530956306235162,670.0,0.13451865512788547,-0.26048565121412803,small,1.0,False,False,0.26048565121412803,False
BRaIn,description_length,12,151,-0.21499823502798396,-0.0032069806439548,-0.11353770868795865,0.22223599939624683,-0.21179125438402915,683.0,0.15736392078793449,-0.24613686534216336,small,1.0,False,False,0.24613686534216336,False
BRaIn,txt_title_digit_density,12,151,-0.6450552541976357,0.1960876402026728,-0.1848568866168193,0.1571426874511446,-0.8411428944003084,709.5,0.1898519373900499,-0.21688741721854304,small,1.0,False,False,0.21688741721854304,False
BRaIn,buggy_vocab_size,12,148,364.0,284.0,377.1666666666667,325.47297297297297,80.0,1078.5,0.2183632223527754,0.21452702702702703,small,1.0,False,False,0.21452702702702703,False
BRaIn,txt_title_avg_sentence_len,12,151,-0.70287777031615,-0.2763022323795812,-0.12522339602704646,0.25928817517393715,-0.42657553793656877,717.5,0.2083282050151294,-0.20805739514348787,small,1.0,False,False,0.20805739514348787,False
BRaIn,num_temporal_markers,12,151,-0.4635308650875505,-0.4635308650875505,-0.31921756443575905,0.0353535252451325,0.0,724.0,0.16564328086993418,-0.20088300220750552,small,1.0,False,False,0.20088300220750552,False
BRaIn,percent_agreement,12,151,0.8541666666666666,0.875,0.8211805555555555,0.8505794701986755,-0.02083333333333337,734.5,0.27561266511007343,-0.18929359823399558,small,1.0,False,False,0.18929359823399558,False
BRaIn,kincaid,12,151,14.0,13.2,15.108333333333334,14.558278145695365,0.8000000000000007,1076.0,0.28138029226428685,0.18763796909492272,small,1.0,False,False,0.18763796909492272,False
BRaIn,num_EB,12,151,-0.673136533919824,0.2959479588785432,-0.18859428752064036,0.09057905974246538,-0.9690844927983672,769.5,0.346290739601546,-0.15066225165562913,small,1.0,False,False,0.15066225165562913,False
BRaIn,z_clarity,12,151,1.317568020582982,1.179535649239177,1.2401517173637082,1.1783229792559868,0.13803237134380497,1033.0,0.4213941772329589,0.1401766004415011,negligible,1.0,False,False,0.1401766004415011,False
BRaIn,cohens_kappa,12,151,0.6853083508107622,0.6956521739130433,0.6280539538435331,0.6536795073012185,-0.010343823102281102,780.0,0.42514474190658946,-0.1390728476821192,negligible,1.0,False,False,0.1390728476821192,False
BRaIn,exception_user_frames,12,151,-0.2073567129463963,-0.2073567129463963,-0.20735671294639632,0.1931824152774215,0.0,780.0,0.17065989776643142,-0.1390728476821192,negligible,1.0,False,False,0.1390728476821192,False
BRaIn,z_root_cause_evidence,12,151,-1.3308574530277626,-0.8864052604279183,-1.1138565155267075,-0.9331231170736525,-0.44445219259984425,780.5,0.4269230968322111,-0.13852097130242827,negligible,1.0,False,False,0.13852097130242827,False
BRaIn,num_exception_types,12,151,-0.5251530779927517,-0.5251530779927517,-0.11913194824835573,0.1685783887228388,0.0,791.5,0.3940889774264966,-0.12637969094922738,negligible,1.0,False,False,0.12637969094922738,False
BRaIn,z_actionability,12,151,0.6501886596038362,0.9370425713316364,0.8304981725253091,0.8913776132704538,-0.28685391172780017,797.0,0.49045175605322355,-0.12030905077262694,negligible,1.0,False,False,0.12030905077262694,False
BRaIn,ari,12,151,20.9,20.9,29.141666666666666,25.06953642384106,0.0,1011.0,0.50663681951005,0.11589403973509933,negligible,1.0,False,False,0.11589403973509933,False
BRaIn,technical_consistency,12,151,0.6499999999999999,0.7,0.6833333333333332,0.713907284768212,-0.050000000000000044,807.0,0.5194683690437443,-0.10927152317880795,negligible,1.0,False,False,0.10927152317880795,False
BRaIn,num_OB,12,151,-0.3940863143710459,-0.2886514946017978,0.34395742401369084,-0.11409053471893674,-0.10543481976924812,807.0,0.527620755608275,-0.10927152317880795,negligible,1.0,False,False,0.10927152317880795,False
BRaIn,z_impact_scope,12,151,-0.3138164079653508,-0.1703885502741196,-0.3273942003058347,-0.2029602849891742,-0.14342785769123123,810.0,0.5437679947144121,-0.10596026490066225,negligible,1.0,False,False,0.10596026490066225,False
BRaIn,txt_description_avg_sentence_len,12,151,0.12773547779070688,0.0525220235345505,0.0697596941880534,0.2607317691569759,0.07521345425615637,814.5,0.563053420512425,-0.10099337748344371,negligible,1.0,False,False,0.10099337748344371,False
BRaIn,flesch,12,151,30.564999999999998,29.45,11.530000000000001,15.527019867549669,1.1149999999999984,815.5,0.5673757830540422,-0.0998896247240618,negligible,1.0,False,False,0.0998896247240618,False
BRaIn,smog,12,151,13.05,12.0,12.500000000000002,12.266887417218541,1.0500000000000007,984.5,0.6200227815219572,0.08664459161147903,negligible,1.0,False,False,0.08664459161147903,False
BRaIn,lix,12,151,52.849999999999994,51.38,52.13416666666666,51.73675496688742,1.4699999999999918,983.0,0.6268725160893432,0.08498896247240618,negligible,1.0,False,False,0.08498896247240618,False
BRaIn,embedding_cluster_size,12,151,-0.5748438169972881,-0.5748438169972881,-0.11461601394562165,-0.3631695062559754,0.0,980.0,0.634885255985715,0.08167770419426049,negligible,1.0,False,False,0.08167770419426049,False
BRaIn,semantic_coherence,12,151,-0.3015038709254353,-0.1633067506157187,-0.220567138113703,-0.11841699450373916,-0.1381971203097166,839.0,0.6725990136611583,-0.0739514348785872,negligible,1.0,False,False,0.0739514348785872,False
BRaIn,report_vocab_size,12,148,78.5,72.0,75.08333333333333,81.45270270270271,6.5,826.0,0.6902825067845602,-0.06981981981981981,negligible,1.0,False,False,0.06981981981981981,False
BRaIn,quality_std,12,151,0.2290994448735805,0.1999999999999999,0.21988213625156341,0.20523395571632766,0.0290994448735806,957.5,0.7446063746887464,0.05684326710816777,negligible,1.0,False,False,0.05684326710816777,False
BRaIn,num_causal_markers,12,151,-0.3042649611989815,-0.1531279935599871,0.07357745789850449,0.11311328718155272,-0.1511369676389944,858.0,0.7596614005327254,-0.052980132450331126,negligible,1.0,False,False,0.052980132450331126,False
BRaIn,z_reproducibility,12,151,0.23772329403190798,0.163299316185545,0.2032738488698382,0.15948017831518246,0.07442397784636298,949.0,0.7870625941710314,0.04746136865342163,negligible,1.0,False,False,0.04746136865342163,False
BRaIn,stacktrace_depth,12,151,-0.2020454871191189,-0.2020454871191189,-0.1859227824417045,0.11186677613649926,0.0,864.5,0.6400983807828807,-0.045805739514348784,negligible,1.0,False,False,0.045805739514348784,False
BRaIn,num_buggy_files,12,148,1.0,1.0,1.25,1.4391891891891893,0.0,855.5,0.7662855479549769,-0.0365990990990991,negligible,1.0,False,False,0.0365990990990991,False
BRaIn,jira_num_attachments,12,151,0.0,0.0,0.5833333333333334,0.33774834437086093,0.0,879.0,0.8101308008493406,-0.029801324503311258,negligible,1.0,False,False,0.029801324503311258,False
