feature,all_n,none_n,all_median,none_median,all_mean,none_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
project_num_java_files,167,85,171.0,741.0,261.7365269461078,700.9764705882353,-570.0,2193.5,3.12538180803782e-19,-0.6909475167312434,large,1.6251985401796665e-17,True,True,0.6909475167312434,True
project_java_bytes,167,85,1259844.0,5682542.0,2497167.760479042,7110938.694117647,-4422698.0,2622.0,2.837374111425258e-16,-0.630574145825995,large,1.4470607968268816e-14,True,True,0.630574145825995,True
txt_description_avg_sentence_len,170,85,0.12134023801536525,-0.9942554810346128,0.2798798116535571,-0.5145862963457628,1.1155957190499781,11188.5,7.291879362533796e-13,0.5485813148788927,large,3.645939681266898e-11,True,True,0.5485813148788927,True
txt_description_line_count,170,85,0.3077674896809516,-0.6028194775205034,0.07976365495227355,-0.3300004802883811,0.9105869672014549,11097.5,1.9850773055156192e-12,0.5359861591695502,large,9.726878797026534e-11,True,True,0.5359861591695502,True
embedding_cluster_distance,170,85,0.37967437242601176,-0.498746479858262,0.30084586894820536,-0.6888789243511363,0.8784208522842738,10852.0,6.497359684950281e-11,0.5020069204152249,large,3.1187326487761346e-09,True,True,0.5020069204152249,True
txt_title_avg_sentence_len,170,85,-0.24075427088486714,-0.70287777031615,0.2705239937897367,-0.49209926921808067,0.46212349943128284,10503.0,1.0241986206915393e-10,0.45370242214532874,medium,4.813733517250235e-09,True,True,0.45370242214532874,True
description_length,170,85,-0.03200475877878835,-1.0231586669890729,0.16665488031873874,-0.3085620660879489,0.9911539082102845,10389.0,1.0248221211694801e-08,0.437923875432526,medium,4.7141817573796085e-07,True,True,0.437923875432526,True
ari,170,85,20.85,30.0,24.622352941176473,39.73387907079226,-9.149999999999999,4176.5,4.022729098695353e-08,-0.42193771626297577,medium,1.7700008034259553e-06,True,True,0.42193771626297577,True
embedding_cluster_size,170,85,-0.5748438169972881,0.4146459595637947,-0.3552880827179344,0.4135630706154378,-0.9894897765610828,4283.5,8.157379024131694e-08,-0.4071280276816609,medium,3.5076729803766282e-06,True,True,0.4071280276816609,True
z_actionability,170,85,0.9370425713316364,0.6507913734559684,0.8834995682174368,0.471783419973073,0.286251197875668,10119.0,1.8658243465808542e-07,0.4005536332179931,medium,7.836462255639588e-06,True,True,0.4005536332179931,True
code_vocab_overlap_count,167,85,25.0,15.0,27.25748502994012,19.564705882352943,10.0,9911.5,2.672531613668622e-07,0.3964776329693554,medium,1.095737961604135e-05,True,True,0.3964776329693554,True
txt_title_digit_density,170,85,0.13713574503957424,-0.6450552541976357,0.12256776173267112,-0.4291797482703756,0.7821909992372099,10039.5,1.4722631346803585e-08,0.38955017301038064,medium,6.625184106061613e-07,True,True,0.38955017301038064,True
flesch,170,85,29.825,5.59,18.25870588235294,-20.876618950644847,24.235,9974.0,7.408452424289382e-07,0.3804844290657439,medium,2.9633809697157527e-05,True,True,0.3804844290657439,True
z_clarity,170,85,1.177621523593293,0.9370425713316364,1.1762219015984392,0.7310538099986564,0.2405789522616566,9972.0,7.518346573611365e-07,0.3802076124567474,medium,2.9633809697157527e-05,True,True,0.3802076124567474,True
z_ambiguity,170,85,0.0757052192274897,0.4905114715879725,0.03301122407272677,0.6204382125625836,-0.4148062523604828,4496.0,8.877750475100032e-07,-0.37771626297577854,medium,3.3735451805380124e-05,True,True,0.37771626297577854,True
z_specificity,170,85,0.1410696575215186,0.6507913734559684,0.09946978049720571,0.5196862721490635,-0.5097217159344498,4769.5,9.760954273660686e-06,-0.33986159169550173,medium,0.0003611553081254454,True,True,0.33986159169550173,True
kincaid,170,85,13.2,16.3,14.21294117647059,19.15271793567902,-3.1000000000000014,4810.5,1.3729738319432505e-05,-0.33418685121107267,medium,0.0004942705794995702,True,True,0.33418685121107267,True
buggy_vocab_size,167,85,285.0,186.0,335.377245508982,237.49411764705883,99.0,9322.0,4.795088437087766e-05,0.3134202183867559,small,0.001676453286536022,True,True,0.3134202183867559,True
z_repair_readiness,170,85,0.6504436355879909,0.1240347345892083,0.46391533244565875,0.11490308178470404,0.5264089009987826,9482.5,4.7898665329600625e-05,0.3124567474048443,small,0.001676453286536022,True,True,0.3124567474048443,True
z_hidden_reproducibility,170,85,-1.5442686426188046,-1.2751965049066458,-1.6961932135790765,-1.3206285276754652,-0.26907213771215877,5023.5,7.345376690126335e-05,-0.30470588235294116,small,0.0024239743077416904,True,True,0.30470588235294116,True
technical_completeness,170,85,0.5833333333333333,0.3,0.5225490196078431,0.35529411764705887,0.28333333333333327,9236.0,0.000259771330027244,0.2783391003460208,small,0.008312682560871807,True,True,0.2783391003460208,True
z_reproducibility,170,85,0.23252586870319464,0.5607721540920443,0.1819133240162406,0.5097392215083185,-0.32824628538884965,5241.5,0.0003539663159052557,-0.27453287197231835,small,0.010972955793062927,True,True,0.27453287197231835,True
code_vocab_jaccard,167,85,0.0728155339805825,0.05720823798627,0.07664237206754733,0.06506862312125075,0.015607295994312508,8874.5,0.0011648430676576167,0.2503698485382177,small,0.033780448962070886,True,True,0.2503698485382177,True
num_versions,170,85,-0.0494572680454745,-0.3124943305803233,-0.0471363527878141,-0.15003026254409316,0.26303706253484876,9033.0,0.0006920118944132122,0.250242214532872,small,0.020760356832396364,True,True,0.250242214532872,True
z_root_cause_evidence,170,85,-0.9128709291752768,-1.276884796138123,-0.9387431845765721,-1.2428106889441612,0.3640138669628461,8860.5,0.0032266397157941153,0.22636678200692043,small,0.09034591204223523,False,False,0.22636678200692043,False
num_causal_markers,170,85,-0.1531279935599871,-0.4554019288379759,0.11002813832908549,-0.02154992761545076,0.30227393527798885,8798.0,0.004050115433003439,0.21771626297577854,small,0.10935311669109285,False,False,0.21771626297577854,False
semantic_coherence,170,85,-0.17525748667014152,-0.0401622134515688,-0.12122048032694366,0.4716437684739819,-0.13509527321857273,5808.5,0.010757261087669428,-0.19605536332179932,small,0.27968878827940513,False,False,0.19605536332179932,False
z_impact_scope,170,85,-0.1524985703326045,-0.3162277660168379,-0.18507836313546677,-0.30470506330948705,0.1637291956842334,8461.0,0.02602545380634758,0.1710726643598616,small,0.6506363451586895,False,False,0.1710726643598616,False
z_reasoning_quality,170,85,0.6862435664967211,-0.3162277660168379,0.21546450917578366,0.011932543491056916,1.002471332513559,8242.0,0.06708644901622877,0.1407612456747405,negligible,1.0,False,False,0.1407612456747405,False
spec_reasoning_product,170,85,7.0,5.0,9.729411764705882,7.905882352941177,2.0,8207.0,0.0754200672099532,0.13591695501730103,negligible,1.0,False,False,0.13591695501730103,False
num_temporal_markers,170,85,-0.4635308650875505,-0.4635308650875505,0.07637065970385747,-0.045871194965895264,0.0,8165.5,0.03945647213527295,0.13017301038062284,negligible,0.9074988591112779,False,False,0.13017301038062284,False
cohens_kappa,170,85,0.6905227161700047,0.6470588235294117,0.6503210641539733,0.6067420794387087,0.04346389264059303,8155.5,0.0939258018134636,0.12878892733564015,negligible,1.0,False,False,0.12878892733564015,False
z_technical_context,170,85,-0.2184957705273613,-0.0693375245281535,-0.23348087873237588,-0.11139228153834166,-0.1491582459992078,6304.0,0.09727529697021124,-0.12747404844290658,negligible,1.0,False,False,0.12747404844290658,False
quality_composite,170,85,0.675,0.65,0.6408823529411765,0.5617647058823528,0.025000000000000022,8143.0,0.0974518856349818,0.12705882352941175,negligible,1.0,False,False,0.12705882352941175,False
jira_num_attachments,170,85,0.0,0.0,0.3235294117647059,0.1411764705882353,0.0,8014.5,0.02762070524084219,0.10927335640138408,negligible,0.6628969257802125,False,False,0.10927335640138408,False
specificity_repro_gap,170,85,0.0,0.0,-0.07058823529411765,0.08235294117647059,0.0,6464.5,0.11457706419400343,-0.10525951557093426,negligible,1.0,False,False,0.10525951557093426,False
num_buggy_files,167,85,1.0,1.0,1.437125748502994,1.1529411764705881,0.0,7729.0,0.08623429745871572,0.08897499119408242,negligible,1.0,False,False,0.08897499119408242,False
num_exception_types,170,85,-0.5251530779927517,-0.5251530779927517,0.07671353786364707,-0.03792772229947651,0.0,7849.0,0.16296609628046088,0.08636678200692041,negligible,1.0,False,False,0.08636678200692041,False
lix,170,85,51.2,49.88,51.701058823529415,50.97768840425005,1.3200000000000003,7827.5,0.2782477878298718,0.08339100346020761,negligible,1.0,False,False,0.08339100346020761,False
causal_consistency,170,85,0.8578981379287607,0.8522727385555411,0.8503168748503035,0.8196801617125868,0.005625399373219597,7689.5,0.403311727081228,0.06429065743944637,negligible,1.0,False,False,0.06429065743944637,False
fog,170,85,11.33,10.54,11.470058823529412,11.453926620492265,0.7900000000000009,7652.5,0.44184938370000437,0.05916955017301038,negligible,1.0,False,False,0.05916955017301038,False
percent_agreement,170,85,0.875,0.8541666666666666,0.8492647058823529,0.8379901960784314,0.02083333333333337,7613.5,0.48343024809814783,0.053771626297577854,negligible,1.0,False,False,0.053771626297577854,False
quality_std,170,85,0.19574271077563377,0.1914854215512676,0.20471241434645218,0.19939767458882016,0.004257289224366162,7548.0,0.5597418776598704,0.04470588235294118,negligible,1.0,False,False,0.04470588235294118,False
num_OB,170,85,-0.2886514946017978,-0.0777818550633016,-0.08770513221805437,-0.03560792715560234,-0.2108696395384962,7534.0,0.5761187522993323,0.0427681660899654,negligible,1.0,False,False,0.0427681660899654,False
num_env_mentions,170,85,-0.2192296649910203,-0.2192296649910203,-0.003868758793959191,0.21149214740310196,0.0,6925.5,0.21280164175508176,-0.04145328719723183,negligible,1.0,False,False,0.04145328719723183,False
num_EB,170,85,0.2959479588785432,-0.673136533919824,0.056527084187181886,0.11353205435179173,0.9690844927983672,7495.0,0.5965628229042506,0.03737024221453287,negligible,1.0,False,False,0.03737024221453287,False
technical_consistency,170,85,0.7,0.7,0.7211764705882353,0.6894117647058823,0.0,7424.0,0.7158039506535347,0.02754325259515571,negligible,1.0,False,False,0.02754325259515571,False
report_vocab_size,167,85,72.0,79.0,79.96407185628742,87.51764705882353,-7.0,6927.5,0.7566497973632271,-0.023952095808383235,negligible,1.0,False,False,0.023952095808383235,False
stacktrace_depth,170,85,-0.2020454871191189,-0.2020454871191189,0.06540173164740234,0.0506067791198926,0.0,7318.0,0.7374147469524401,0.0128719723183391,negligible,1.0,False,False,0.0128719723183391,False
semantic_entropy,170,85,0.193157524208076,0.4199794426332777,0.003164885505056514,-0.17950961501622972,-0.2268219184252017,7156.5,0.9025180905580571,-0.009480968858131487,negligible,1.0,False,False,0.009480968858131487,False
smog,170,85,11.95,11.9,12.211176470588235,12.203155005385428,0.049999999999998934,7157.0,0.9032151927891552,-0.009411764705882352,negligible,1.0,False,False,0.009411764705882352,False
exception_user_frames,170,85,-0.2073567129463963,-0.2073567129463963,0.05075310359183551,0.04726513309807567,0.0,7273.5,0.8734239749208048,0.00671280276816609,negligible,1.0,False,False,0.00671280276816609,False
