project,bug_id,tool,succeeded,duration_seconds,energy_consumed_kwh,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,emissions_kg_co2,gpu_energy_nvml_kwh
JacksonDatabind,JacksonDatabind-68,locus,True,101.72284984588623,0.0018258027401698886,0.00078715610149502,0.0,0.0010386466386748685,0.0008482423918445679,0.0
JacksonDatabind,JacksonDatabind-69,blia,True,97.17233753204346,0.0017668022529658332,0.0007762431031291257,0.0,0.0009905591498367075,0.0008208315914963847,0.0
JacksonDatabind,JacksonDatabind-69,bluir,True,16.77598237991333,0.0002673618470583403,0.00011433787022985126,0.0,0.00015302397682848902,0.00012421257107744608,0.0
JacksonDatabind,JacksonDatabind-69,boostnsift,True,20.69020700454712,0.00032311078005572687,0.00013862998252422976,0.0,0.00018448079753149714,0.00015011274486296993,0.0
JacksonDatabind,JacksonDatabind-69,buglocator,True,74.79098773002625,0.0013223213248742527,0.0005676241343386875,0.0,0.0007546971905355652,0.0006143319750380296,0.0
JacksonDatabind,JacksonDatabind-69,locus,True,98.14526891708374,0.001753349409426393,0.0007527356568301057,0.0,0.0010006137525962872,0.0008145815887277702,0.0
JacksonDatabind,JacksonDatabind-7,blia,True,90.60868835449219,0.00161236199344176,0.00069159537762692,0.0,0.0009207666158148398,0.0007490808090851336,0.0
JacksonDatabind,JacksonDatabind-7,bluir,True,17.303014039993286,0.0002604634166371388,0.00011158943517827948,0.0,0.0001488739814588593,0.00012100765688178177,0.0
JacksonDatabind,JacksonDatabind-7,boostnsift,True,16.30923628807068,0.0002580621939350039,0.00011058994044973153,0.0,0.00014747225348527235,0.00011989208243148773,0.0
JacksonDatabind,JacksonDatabind-7,buglocator,True,78.80031085014343,0.0013971406678751673,0.000600339890811566,0.0,0.0007968007770636015,0.0006490919943254525,0.0
JacksonDatabind,JacksonDatabind-7,locus,True,70.00735592842102,0.0012340423360107633,0.0005298485022123863,0.0,0.000704193833798377,0.0005733187927178964,0.0
JacksonDatabind,JacksonDatabind-70,blia,True,100.25191736221313,0.0018179088919386968,0.0007845241634262805,0.0,0.0010333847285124162,0.0008445750204702314,0.0
JacksonDatabind,JacksonDatabind-70,bluir,True,16.288413047790527,0.0002583022806411284,0.00011031085350868249,0.0,0.0001479914271324459,0.00012000362335393929,0.0
JacksonDatabind,JacksonDatabind-70,boostnsift,True,20.218531847000122,0.00031393417203083964,0.0001347317416428808,0.0,0.00017920243038795886,0.00014584942124711966,0.0
JacksonDatabind,JacksonDatabind-70,buglocator,True,83.52217507362366,0.0014832033205175645,0.0006364668481433223,0.0,0.0008467364723742422,0.0006890754978659732,0.0
JacksonDatabind,JacksonDatabind-70,locus,True,105.62931752204895,0.001892059576039613,0.0008119340954711628,0.0,0.0010801254805684502,0.0008790243901939396,0.0
JacksonDatabind,JacksonDatabind-71,blia,True,91.00964784622192,0.0016231208838764924,0.0006973592190624872,0.0,0.0009257616648140053,0.0007540792389566441,0.0
JacksonDatabind,JacksonDatabind-71,bluir,True,19.54883098602295,0.0003003027206946433,0.00012765531939842013,0.0,0.0001726474012962232,0.00013951643979664155,0.0
JacksonDatabind,JacksonDatabind-71,boostnsift,True,18.54310393333435,0.0002975636303048347,0.0001264826373876149,0.0,0.00017108099291721977,0.00013824389674880192,0.0
JacksonDatabind,JacksonDatabind-71,buglocator,True,76.78514003753662,0.0013565161888625028,0.0005808062198926562,0.0,0.0007757099689698467,0.0006302184301188748,0.0
JacksonDatabind,JacksonDatabind-71,locus,True,103.87648248672485,0.001860878832665103,0.0007992965273620525,0.0,0.0010615823053030504,0.0008645382533525495,0.0
JacksonDatabind,JacksonDatabind-72,blia,True,91.6730420589447,0.0016423402897162822,0.0007068685070785222,0.0,0.0009354717826377599,0.0007630083058381286,0.0
JacksonDatabind,JacksonDatabind-72,bluir,True,16.59611964225769,0.0002630461547798119,0.00011175358575925584,0.0,0.00015129256902055607,0.00012220756086453368,0.0
JacksonDatabind,JacksonDatabind-72,boostnsift,True,21.490721225738525,0.0003361029070294532,0.00014297884318662676,0.0,0.0001931240638428264,0.00015614870516518554,0.0
JacksonDatabind,JacksonDatabind-72,buglocator,True,129.86394476890564,0.002381459560810457,0.001040012752199725,0.0,0.001341446808610732,0.001106392771518687,0.0
JacksonDatabind,JacksonDatabind-72,locus,True,150.55786609649658,0.0027639220966673827,0.0012022423620341822,0.0,0.0015616797346332007,0.0012840795112023125,0.0
JacksonDatabind,JacksonDatabind-73,blia,True,111.72732162475586,0.0020183677206608735,0.0008693875546076812,0.0,0.0011489801660531924,0.0009377053858709525,0.0
JacksonDatabind,JacksonDatabind-73,bluir,True,18.667829513549805,0.0002843640446952978,0.0001209576074386139,0.0,0.00016340643725668393,0.00013211155406880963,0.0
JacksonDatabind,JacksonDatabind-73,boostnsift,True,20.849307537078857,0.00032428927231568873,0.00013776176919218182,0.0,0.00018652750312350688,0.00015066025586805656,0.0
